SampleN,V_S,Na_S,Co_S,SumTS
D6_1_10,63.788,288.127,10.6035,3.07703019
D6_1_11,62.3675,316.676,9.661,1.71295371
D6_1_12,60.0865,269.7385,9.808,2.47528879
D6_1_13,56.6735,256.4085,9.6835,3.89301585
D6_1_14,57.3155,268.13,9.6845,1.62482696
D6_1_15,66.5485,331.8735,10.101,3.45660386
E1_1_1,60.4405,252.385,13.6405,1.07059443
E1_1_3,89.081,500.435,15.744,5.86022787
E1_1_4,81.02,387.956,15.6955,5.03214112
E1_1_5,89.1195,510.0195,14.9565,2.30807107
E1_1_6,85.4605,408.4565,16.176,2.02384006
E1_1_7,80.986,463.554,15.362,10.2252121
E1_1_8,83.1835,474.848,14.3355,3.69559448
E1_1_9,91.1175,522.663,16.1605,3.13585735
E1_1_10,76.3175,357.126,15.1415,1.68870064
E1_1_11,81.1205,423.2395,14.43,2.03966979
E1_1_12,81.531,497.694,13.7025,2.79884659
E1_1_14,106.353,672.232,16.92,11.424152
E1_1_15,76.552,392.6085,13.979,4.74767186
E1_2_1,67.94,386.001,12.238,1.15542421
E1_2_2,64.4795,301.5735,12.406,0.86616983
E1_2_3,66.3325,374.0385,11.7705,1.39809808
E1_2_4,62.685,363.731,11.5325,8.20584125
E1_2_5,72.238,399.551,13.158,1.10455522
E1_2_6,85.3845,579.7765,13.3125,1.14393954
E1_2_7,72.683,401.845,12.7855,1.69337159
E1_2_8,69.0955,405.731,12.199,5.73956907
E1_2_9,68.5645,377.844,12.1915,2.84290919
E1_2_10,63.963,366.1025,11.1415,2.38185324
E1_2_11,67.908,375.4865,12.0365,1.70061617
E1_2_12,89.9485,538.4325,14.88,1.61072866
E1_2_13,99.542,652.0205,15.981,4.66326434
E1_2_14,65.3885,369.0775,11.7795,1.12318879
E1_2_15,78.5675,457.615,13.3125,2.63548827
E1_2_16,71.054,449.0065,12.3775,2.2543148
E1_3_1,76.2055,383.46,14.8555,1.05125752
E1_3_2,80.114,397.313,16.102,2.95721996
E1_3_3,105.9715,585.789,18.906,3.83958773
E1_3_4,87.439,451.107,16.934,4.64433095
E1_3_5,87.4755,484.78,17.6825,4.0350139
E1_3_6,87.8525,494.743,15.3425,1.81668113
E1_3_7,85.0595,437.018,16.353,5.89870751
E1_3_8,82.1985,443.1925,15.1805,2.60062611
E1_3_9,88.1615,431.7205,17.181,1.39874183
E1_3_10,86.5965,443.943,16.3435,1.68013707
E1_3_11,93.3845,488.195,17.241,1.28263163
E1_3_12,101.5165,599.671,18.1495,0.66807115
E1_3_13,83.842,438.0445,16.9675,5.34901738
E1_3_14,81.3685,422.294,14.7415,0.71922247
E1_3_15,108.521,653.5635,17.9885,1.16800526
E1_3_6d,72.4645,369.042,14.2985,4.31359254
E2_1_1,66.304,277.4825,13.941,7.38994552
E2_1_2,87.893,446.418,16.6485,4.26503166
E2_1_3,67.64,302.6565,13.647,4.76498164
E2_1_4,71.0465,304.5455,14.7205,4.1639593
E2_1_5,65.152,302.997,13.353,1.11159356
E2_1_7,68.984,313.405,13.857,1.32375669
E2_1_8,70.0525,307.4065,14.3635,0.51369813
E2_1_9,72.9905,315.232,14.2665,4.71523518
E2_1_10,68.793,280.1735,14.15,4.20438344
E2_1_11,65.451,258.7795,14.362,0.59229868
E2_1_12,64.7055,273.0085,14.1795,1.65755708
E2_1_13,76.3935,380.7655,15.1785,1.29837407
E2_1_14,67.1085,296.879,14.2965,1.60175865
E2_1_15,79.1545,473.934,14.9305,2.59010553
E2_2_1,82.443,385.0495,15.9905,0.81161576
E2_2_2,73.0615,393.7765,12.587,1.28070683
E2_2_3,76.478,439.0315,12.9185,0.4774581
E2_2_4,78.023,421.2285,14.3875,1.32292036
E2_2_5,54.495,247.946,9.6335,2.09092202
E2_2_6,101.267,456.0335,17.121,1.26774612
E2_2_7,81.0575,480.3905,13.5305,2.73258433
E2_2_8,78.0445,443.533,14.4945,1.23709359
E2_2_9,68.3015,386.6315,11.9145,1.29825364
E2_2_10,70.4065,405.4905,11.9795,1.05268791
E2_2_11,73.0855,369.4215,13.932,1.09382854
E2_2_12,81.473,507.1895,13.409,1.3743497
E2_2_13,67.824,374.303,12.302,0.60128121
E2_2_14,72.1555,407.735,12.5175,2.27542339
E2_2_15,76.02,433.0215,13.055,0.30751923
E3_1_1,59.2705,296.716,12.179,4.00362416
E3_1_2,82.878,529.036,13.259,1.50549623
E3_1_3,76.9615,395.7605,14.7415,5.7519008
E3_1_4,83.0065,477.73,14.6095,1.38968652
E3_1_5,72.994,386.4145,15.2705,0.6920387
E3_1_6,58.7255,291.4345,12.7855,4.42900562
E3_1_7,69.1845,375.3955,13.645,2.24238862
E3_1_8,84.0085,484.9105,14.3055,4.13709612
E3_1_9,68.401,370.364,12.386,1.45303041
E3_1_10,69.2055,373.1925,12.73,3.04831955
E3_1_11,58.7435,281.933,12.3315,0.88716836
E3_1_12,71.0075,364.32,14.159,1.8003643
E3_1_13,70.9655,352.925,14.3035,1.88565463
E3_1_14,64.6765,313.3675,13.3835,0.39901409
E3_1_15,77.8005,414.9785,14.7295,5.00402622
E3_2_1,81.6615,450.212,14.3505,1.9901615
E3_2_2,94.0615,571.656,15.7115,0.64213034
E3_2_3,75.0195,457.585,13.448,0.83160815
E3_2_4,93.5935,581.367,14.572,1.04412938
E3_2_5,85.631,569.5505,13.689,1.16820574
E3_2_6,72.177,391.8275,12.9325,1.8362848
E3_2_7,79.9065,441.4855,14.5905,4.3610527
E3_2_8,90.0275,564.1485,14.477,2.11031329
E3_2_9,66.5865,344.2165,13.056,3.10096413
E3_2_10,71.578,367.903,13.7255,1.34289804
E3_2_11,77.6095,453.231,14.3665,0.87478055
E3_2_12,88.012,524.6935,15.3125,1.24667498
E3_2_13,83.78,446.498,15.626,1.4128532
E3_2_14,82.0625,461.7925,14.357,1.78021672
E3_2_15,90.73,520.6805,15.5045,1.34587289
E4_1_1,69.0865,356.3255,13.639,0.77961254
E4_1_2,77.614,404.3525,14.583,0.70075456
E4_1_3,80.7755,437.115,14.7465,2.19838191
E4_1_4,76.1165,414.103,13.137,1.9980857
E4_1_6,62.471,299.608,12.4145,1.85866869
E4_1_7,77.505,399.7755,14.4315,1.19227289
E4_1_8,82.0525,455.8155,14.517,1.9076631
E4_1_9,71.6915,375.9305,13.3315,0.89108498
E4_1_10,78.9225,402.9285,14.4545,1.22036853
E4_1_11,81.8025,487.7185,13.412,1.7132571
E4_1_12,83.513,452.537,14.607,1.63599715
E4_1_13,71.8195,380.841,13.0395,0.63264821
E4_1_14,79.581,443.42,14.0,1.39577132
E4_1_15,79.0,408.5705,14.6695,2.22277218
E4_1_16,70.886,360.069,13.439,0.76860386
E4_2_1,65.643,370.1915,12.096,5.80382255
E4_2_2,61.6035,316.5215,12.064,15.6538095
E4_2_3,68.857,418.8475,11.876,1.38006103
E4_2_4,68.0315,387.6095,12.139,1.40292726
E4_2_5,71.6455,489.272,11.4645,8.5226493
E4_2_6,67.1905,488.919,10.757,3.62808599
E4_2_7,64.861,368.548,11.5885,4.00244019
E4_2_8,65.4905,411.524,11.5025,3.83780196
E4_2_9,71.961,485.9505,11.726,2.0471743
E4_2_10,67.239,413.8835,11.906,3.33295367
E4_2_11,60.021,303.405,12.224,0.85418091
E4_2_12,67.393,383.416,12.2775,2.50460064
E4_2_13,65.7035,386.618,12.06,2.16205436
E4_2_14,66.3075,384.0095,12.7135,2.32246065
E4_2_15,59.2575,306.636,11.9575,3.18853951
E5_1_1,44.8655,295.1555,7.995,3.25271243
E5_1_2,50.4945,360.7225,8.892,7.04415637
E5_1_3,44.5295,299.097,8.0725,4.24215058
E5_1_4,58.7245,409.397,9.7975,2.70970801
E5_1_5,50.519,338.5115,9.0985,11.2028313
E5_1_6,39.66,255.892,8.0565,2.24636839
E5_1_7,48.9355,348.2905,9.0765,9.36123363
E5_1_8,45.54,303.786,7.9525,4.48405712
E5_1_9,50.3615,344.4425,9.686,4.47168245
E5_1_10,58.188,414.986,9.861,1.72144927
E5_1_11,51.141,328.5415,9.3945,1.23493703
E5_1_12,56.999,419.577,9.9085,9.07289648
E5_1_13,51.655,321.9295,9.6425,7.2401311
E5_1_14,59.352,399.502,9.871,4.04144274
E5_1_15,60.292,392.114,10.6715,8.14679163
E5_1_16,56.0175,361.603,9.611,5.42978468
E6_1_5,25.37031958,90.17643289,7.541419672,2.27213762
E6_1_6,26.44296575,94.20147833,7.516464826,2.54840314
E6_1_7,26.64422844,109.2983155,7.70969219,4.32821903
E6_1_8,30.87547116,108.667241,8.521006976,1.19641036
E6_1_9,33.49967382,106.6450731,9.731914883,3.92951746
E6_1_10,35.58563191,123.4915864,10.06730216,6.02009035
E6_1_11,36.97187591,147.9335464,10.10370453,3.35163018
E6_1_12,26.0302015,109.9777652,7.523514447,4.18089096
E6_1_13,28.34503484,107.3954646,8.235042505,2.5704992
E6_1_14,24.24000116,87.50898933,6.856187236,3.26890852
E6_1_15,36.09464943,110.5492968,10.21381598,3.91415984
E6_2_5,47.83672414,98.17584537,12.11985,19.0540675
E6_2_6,56.44024687,111.0251796,13.44955556,14.4963765
E6_2_7,50.54974157,124.1263081,13.59093657,5.40881632
E6_2_8,55.54429646,95.95311359,13.34227752,17.4383453
E6_2_9,49.08505438,88.75559868,12.08633871,8.96830379
E6_2_10,43.39222717,142.6063295,10.64085781,5.1858526
E6_2_11,39.62888561,108.2383098,10.59343917,16.4319692
E6_2_12,47.93044166,116.9589791,13.13456184,8.67977539
E6_2_13,54.6803714,113.1664411,13.44944948,13.9920023
E6_2_14,50.61504083,111.0581146,13.9873559,17.3927396
E6_2_15,54.20771245,110.1377499,14.23586559,15.3950345
E6_2_16,41.85217705,101.9687253,11.43431174,1.5181785
E7_1_5,25.39838884,101.0815911,6.866624724,5.72107581
E7_1_6,28.59697719,131.6618381,8.30616003,5.43271814
E7_1_7,34.83685058,135.4103108,9.496513381,11.2438111
E7_1_8,33.23006943,130.8772398,8.544267956,14.1728544
E7_1_9,32.9373747,120.7308052,8.004933121,6.73847658
E7_1_10,34.60540665,128.8369716,8.94399051,8.81256465
E7_1_11,44.65322779,125.4724269,8.067099379,6.87017432
E7_1_12,29.75444135,92.95780943,6.67482955,4.56409357
E7_1_13,33.93617528,105.5831884,7.320578846,8.08756718
E7_1_14,33.60158023,121.4563626,8.372283656,2.29500721
E7_1_15,29.82746854,114.378592,7.21541693,16.4390904
E8_1_5,34.05649197,138.0236496,10.04220491,2.96926041
E8_1_6,30.18872402,146.3110032,8.784925369,1.51328592
E8_1_7,32.7747585,141.5682517,9.664863276,10.9567105
E8_1_8,36.21571559,142.6710871,10.43269152,4.66316004
E8_1_9,32.67658221,159.2664376,9.615335223,1.58708779
E8_1_10,33.74512766,130.4429796,10.10089054,2.45889122
E8_1_11,20.34733506,96.78284275,7.238602235,7.06227158
E8_1_12,29.25321148,117.7916472,8.575552169,2.96737829
E8_1_13,29.9478035,155.4409898,8.745126636,3.12595191
E8_1_14,40.93991516,157.1657238,11.92160276,3.96478647
E8_1_15,30.22226458,156.746303,8.75925986,3.55238622
F1_1_6,18.45645998,163.1381548,5.756931284,5.58425242
F1_1_7,28.34896354,202.1739524,8.669232624,0.37251712
F1_1_8,19.34470177,167.9814016,6.805446432,2.919461
F1_1_9,22.93351074,140.5660553,7.012096203,10.4654534
F1_1_10,22.18727593,164.9083009,6.938264212,6.8343158
F1_1_11,18.53582487,144.7366338,5.66121816,2.67242294
F1_1_12,21.19085395,157.7209589,6.594800621,3.94672949
F1_1_13,19.92344518,181.20677,6.138107996,2.31724857
F1_1_14,22.07410157,142.413062,7.021489704,4.58188453
F1_1_15,19.35325213,182.7831916,6.163684527,3.55414971
F1_2_5,28.83969113,154.5027362,8.306212575,5.46914739
F1_2_6,26.0186618,137.5591102,9.227619956,2.91730113
F1_2_7,26.30243317,167.2421617,8.892158034,6.51534097
F1_2_8,25.2954911,130.2814121,8.24731067,4.61811753
F1_2_9,28.53814801,170.5692851,10.20642573,5.35252904
F1_2_10,27.89093186,180.9256412,10.0498336,4.52771354
F1_2_11,27.98463088,146.2372866,10.10674963,3.44456462
F1_2_12,28.90601801,168.1540532,10.0321321,8.89802932
F1_2_13,30.17453839,167.5570318,10.27916196,5.69708347
F1_2_14,28.37302891,155.5871603,9.401811755,4.25619949
F1_2_15,25.62056054,164.3849207,8.828544715,4.47511946
F1_3_5,31.12362272,190.9571885,12.10828008,3.49588824
F1_3_6,30.78249392,185.5605972,11.93391583,0.77031341
F1_3_8,30.73965583,185.5567951,11.99538076,5.16608004
F1_3_9,30.25272286,160.1406026,11.62542211,2.52852792
F1_3_10,27.32040221,161.3894731,10.59476603,3.58456848
F1_3_11,24.70178599,149.6821096,9.425129897,1.27443951
F1_3_12,30.52662987,169.7905923,12.06614979,3.52095429
F1_3_13,32.21860043,182.7588455,12.7203014,1.10890514
F1_3_15,29.87182973,171.4859417,11.97082567,4.31210979
F1_4_5,27.37861791,175.2056815,10.27122918,0.03287184
F1_4_6,27.49879724,208.2942607,10.45349567,1.12070081
F1_4_7,26.21714597,222.3386503,9.79066007,0.0778711
F1_4_8,26.1491841,167.7762757,9.706475279,0.96500381
F1_4_9,25.99479486,180.8957413,9.48574803,1.15279307
F1_4_10,25.55399415,175.2305467,9.423716622,0.75182725
F1_4_11,25.20803515,182.4216207,9.330858065,2.0575597
F1_4_12,26.24951647,197.1802674,9.79505737,1.94481763
F1_4_13,27.37846502,184.9497833,10.40732758,0.06863557
F1_4_14,25.83777595,159.2557111,9.50106029,0.10296875
F1_4_15,27.70880036,211.7150005,10.39227028,3.77758759
F1_5_5,29.91331378,294.4981275,9.659805488,1.21353812
F1_5_6,28.45484387,263.8959529,9.378988248,3.55637864
F1_5_7,23.1983978,225.1979531,7.375266492,3.22682961
F1_5_8,26.69245543,259.4268918,8.577666568,4.34331092
F1_5_9,19.85630307,176.989319,6.440231102,4.14791374
F1_5_10,25.19066786,251.6631996,7.610442277,1.60019752
F1_5_11,29.56194481,241.7305836,9.416159247,2.5223805
F1_5_12,15.94975259,152.7010551,5.047241595,4.05911244
F1_5_13,24.31984181,535.1030383,7.758548606,1.60911948
F1_5_14,30.04205224,258.2914535,9.988668527,2.80896524
F1_5_15,26.5914384,281.4898642,7.827196468,4.53753096
F2_1_1,43.782,185.643,9.466,1.15822226
F2_1_2,48.3975,178.3445,10.4195,0.31699041
F2_1_3,48.3,175.3525,9.9665,0.58068853
F2_1_4,42.1835,158.391,9.288,1.21502361
F2_1_5,59.6725,276.7455,10.561,1.04061422
F2_1_6,49.738,198.956,10.396,1.38413235
F2_1_7,46.5715,165.9055,9.86,1.26157138
F2_1_9,41.7695,155.5935,9.1295,1.06534349
F2_1_10,57.996,240.3985,10.8295,0.96941772
F2_1_11,48.505,182.5185,10.121,0.62665565
F2_1_12,44.4145,162.735,9.3315,0.97909089
F2_1_13,52.7845,203.5355,11.173,0.79429077
F2_1_14,48.252,198.0025,10.4455,0.53259075
F2_1_15,73.8805,433.4885,12.711,1.11614516
F2_2_1,55.539,283.7335,11.466,0.24418115
F2_2_2,76.4655,411.585,19.329,0.41063438
F2_2_3,68.4375,407.3725,15.6555,0.91336053
F2_2_4,114.64,761.7235,20.2175,0.68842933
F2_2_5,103.998,714.339,21.4045,0.31659446
F2_2_6,97.8495,566.8,21.2885,0.34725309
F2_2_7,85.6895,500.6325,20.789,0.24002017
F2_2_8,108.28,765.038,19.969,0.26030367
F2_2_9,76.683,408.4395,16.616,0.28407186
F2_2_10,101.7165,517.3515,24.433,0.17065082
F2_2_11,87.4805,464.6105,21.2775,0.27594621
F2_2_12,74.076,341.3475,20.5335,0.76254405
F2_2_13,93.854,507.138,19.7295,1.38188463
F2_2_14,89.359,481.3015,20.299,0.22675427
F2_2_15,99.258,558.777,21.1065,0.22300009
F2_2,76.732,440.114,17.111,0.38701702
F3_1_1,66.165,267.1975,14.5595,2.79903081
F3_1_3,48.8355,110.1195,11.3495,2.83157092
F3_1_4,57.2315,167.6225,10.892,1.83802981
F3_1_5,55.791,222.377,12.319,3.08526052
F3_1_6,72.933,356.8665,13.537,3.13560921
F3_1_7,80.917,440.338,13.179,1.30642734
F3_1_8,58.8795,226.067,13.3735,2.76826235
F3_1_9,73.7115,314.7955,11.6155,1.93863401
F3_1_10,57.6935,233.6005,12.9465,2.03827289
F3_1_11,40.953,76.9045,9.1,2.37441388
F3_1_12,75.786,367.3865,13.765,3.06643302
F3_1_13,65.463,285.933,13.2135,3.58628838
F3_1_14,80.068,409.9775,13.648,2.12582359
F3_1_15,56.863,174.381,10.4775,3.09878616
F3_2_1,61.8415,300.4065,14.931,0.32694968
F3_2_2,62.4985,308.4915,14.66,0.77883597
F3_2_3,86.6425,433.175,19.189,1.32611427
F3_2_4,95.523,584.4095,17.4785,0.68683292
F3_2_5,68.957,286.874,16.9265,0.82421603
F3_2_6,89.1045,445.607,18.7465,0.39913993
F3_2_7,98.2685,502.999,19.9695,0.72582831
F3_2_8,72.163,368.412,15.5035,1.19959218
F3_2_9,74.079,520.5455,14.912,0.19181638
F3_2_11,50.9275,260.691,14.1045,0.42642752
F3_2_12,67.245,385.623,12.276,0.79715535
F3_2_14,87.9735,560.547,15.542,0.56533891
F3_2_15,66.6015,332.1615,14.165,0.08896571
F4_1_5,39.7659591,205.7574348,13.2639127,1.34620929
F4_1_6,39.81523456,214.7159881,12.84487943,1.15578807
F4_1_7,37.8609118,224.4997557,12.45827205,0.15492265
F4_1_8,40.19017135,226.9247137,12.95717944,1.24257502
F4_1_9,35.88555507,198.3202766,12.27505655,1.23118989
F4_1_10,40.12896432,205.3469888,13.31074891,1.24302666
F4_1_11,30.98138951,234.9026779,11.24159534,1.15685076
F4_1_12,35.28079117,152.2101147,12.19147187,3.80345308
F4_1_13,37.55313189,162.3059322,12.12343125,0.95282115
F4_1_14,36.7363151,120.5415744,11.8501745,1.10200971
F4_1_15,37.59784034,181.4902396,12.32111939,0.57206052
F4_2_1,30.88664748,210.1499039,10.08259509,1.93645899
F4_2_5,28.67798995,154.5641701,8.545786811,1.22373487
F4_2_6,28.53678323,164.2257843,8.624193646,0.92634659
F4_2_7,33.94156667,179.787121,10.57094121,0.7998467
F4_2_8,34.76984865,168.2463901,11.01334617,0.83589292
F4_2_9,35.23689795,179.3382063,11.16965844,2.6395929
F4_2_10,32.66693488,161.9455964,9.802810923,1.05706905
F4_2_11,32.84300933,172.2239088,10.36688042,0.89443681
F4_2_12,34.96669123,246.8472061,11.44629995,1.02997322
F4_2_13,35.9423394,173.8677823,11.7065847,1.1408148
F4_2_14,35.65652707,199.6276762,11.15745933,0.64833324
F4_2_15,33.34772725,164.5141508,10.46992247,0.80313876
F5_1_1,63.186,253.764,12.7165,3.2548662
F5_1_2,67.68,267.237,14.1915,3.9336417
F5_1_3,66.035,296.801,12.804,3.99739359
F5_1_4,76.571,314.2135,13.923,2.68835069
F5_1_5,77.4095,392.241,14.856,1.77071839
F5_1_7,79.7925,380.8615,14.081,1.70532101
F5_1_8,61.5385,244.019,12.7145,2.43857391
F5_1_9,73.795,265.9835,14.7875,3.783397
F5_1_10,67.649,248.085,13.7365,5.12343352
F5_1_11,55.174,192.119,12.585,6.29487138
F5_1_12,69.3735,243.788,14.4635,2.22585837
F5_1_13,49.714,177.4915,12.402,4.6313798
F5_1_14,59.208,187.4445,13.6325,1.75665674
F5_1_15,70.6065,282.172,14.1245,4.65193397
F5_2_1,68.3015,357.56,12.811,1.36996597
F5_2_2,61.2985,245.5875,11.1615,1.52726623
F5_2_3,79.295,462.815,13.64,1.37714565
F5_2_5,72.1155,296.458,14.9705,1.48435879
F5_2_6,72.4685,304.693,14.5115,1.34088368
F5_2_7,56.309,213.912,12.019,3.50396672
F5_2_8,94.971,364.6145,17.8155,1.99401213
F5_2_9,72.316,373.6435,12.948,3.29688957
F5_2_10,67.126,290.3895,12.3085,1.92668551
F5_2_11,93.0045,352.408,17.479,0.54937416
F5_2_12,59.486,207.1005,9.3135,0.81659843
F5_2_13,83.6325,319.302,15.8805,1.23965206
F5_2_14,59.8665,262.0615,11.198,0.77244784
F5_2_15,63.116,240.544,11.382,2.57503698
F5_3_1,66.677,215.501,12.341,1.45946923
F5_3_2,75.9745,248.843,14.678,1.1787195
F5_3_3,72.521,192.109,15.3915,0.792637
F5_3_4,90.291,311.4755,15.973,0.95999203
F5_3_5,111.0095,512.3965,16.587,0.75855956
F5_3_6,57.4455,150.862,12.9195,1.83846591
F5_3_7,93.8545,331.9215,16.4415,1.03012658
F5_3_8,68.791,281.307,13.758,1.31395388
F5_3_9,88.804,375.468,16.0065,1.33649103
F5_3_10,64.129,189.5835,12.612,0.8363071
F5_3_11,95.548,425.4295,15.4,1.66914979
F5_3_12,80.761,318.583,14.1365,1.21967141
F5_3_13,53.9995,134.4455,11.62,3.60910528
F5_3_14,67.097,227.2295,14.1085,1.39494103
F5_3_15,70.2735,239.0665,11.9045,0.63941215
F6_1_1,71.8435,445.977,15.658,4.92524006
F6_1_2,71.176,424.0715,18.4945,2.48386359
F6_1_3,74.94,461.6685,16.0375,3.04334446
F6_1_4,66.8985,406.0865,14.388,3.013275
F6_1_5,71.841,445.2545,14.198,2.91520684
F6_1_6,90.2775,667.2875,16.549,1.51109573
F6_1_7,85.481,573.523,16.9535,4.63084877
F6_1_8,103.3045,749.7475,20.5845,3.20522347
F6_1_9,85.482,575.0175,14.851,4.65176224
F6_1_10,94.8365,671.4705,18.543,1.42070151
F6_1_11,108.821,814.6275,16.9985,1.4892505
F6_1_12,93.7575,647.334,16.122,2.20822973
F6_1_13,73.593,478.258,16.317,3.72312783
F6_1_14,73.9285,472.991,15.831,4.27225963
F6_1_15,85.53,572.962,19.0745,3.86092665
Z1_1_5,39.4622804,198.1754817,11.64977445,3.77168863
Z1_1_6,40.84807708,221.7542699,12.27457749,5.03223922
Z1_1_7,38.49893785,186.9780916,11.32426413,0.76094019
Z1_1_9,38.0359739,182.4793635,11.10996602,4.43764244
Z1_1_11,39.46903409,186.6034232,11.40585838,3.0814277
Z1_1_12,43.86317206,200.6366879,12.67714784,2.33566698
Z1_1_13,37.85903467,247.3376147,10.97321127,1.91269051
Z1_1_14,35.21441837,192.0640328,10.19009961,2.92627147
Z1_1_15,33.38012351,199.5192139,9.699982163,2.9354537
Z1_2_6,34.13319632,246.0687069,9.922257212,2.75958693
Z1_2_7,37.12748082,566.9050541,10.63956363,5.6682473
Z1_2_8,31.74164231,507.1460479,9.158340487,1.02735104
Z1_2_9,29.94574245,565.4755649,8.714666175,2.1969899
Z1_2_10,32.19472241,569.1801409,9.192359183,0.80757404
Z1_2_11,37.21218631,645.7756675,10.71956059,6.07724915
Z1_2_12,36.25291098,545.261767,10.3696613,2.85721262
Z1_2_13,31.17656908,586.1987833,8.812905658,2.41929069
Z1_2_14,33.47632045,424.6361283,9.682449844,3.22872605
Z1_2_15,32.68830963,681.333824,9.435045465,4.90295357
Z1_3_1,28.89228243,502.7085848,7.465437598,3.4702404
Z1_3_2,33.92047786,500.7408719,8.603145675,4.13733194
Z1_3_3,29.22434409,568.4086056,7.462928377,1.26805424
Z1_3_4,33.69064428,507.5365648,8.410214003,1.7833545
Z1_3_5,31.61891277,518.0084373,8.059290298,2.24106387
Z1_3_6,35.31165412,462.7740483,9.386769501,1.73955472
Z1_3_7,36.20696217,556.6351668,9.308400784,1.31875441
Z1_3_8,31.25028059,493.378508,8.075339816,9.19573539
Z1_3_9,34.67163541,623.2133435,8.975491985,3.23435605
Z1_3_10,34.08134341,576.8297715,8.894071622,4.99914053
Z1_3_11,26.47245922,498.5936603,6.931400688,4.34578113
Z1_3_12,39.90103478,810.7522836,10.31209996,1.33003317
Z1_3_13,40.19729522,741.8272811,11.46384815,0.88871221
Z1_3_14,41.27304624,703.5790449,10.60849721,4.43006247
Z1_3_15,35.35448259,734.9485859,9.027129174,1.68499488
Z1_4_5,26.24820081,459.8734243,7.357808252,7.97781793
Z1_4_6,26.36807909,503.8001106,7.49451442,12.7339757
Z1_4_7,27.98275908,470.6134551,7.865902724,6.8835105
Z1_4_8,25.97899707,496.2726057,7.185592563,10.7015336
Z1_4_9,25.52736713,548.2390918,7.045894494,10.283748
Z1_4_10,28.86709361,452.9369088,8.020852273,6.90396357
Z1_4_11,26.05746448,499.935443,7.261783821,7.26325114
Z1_4_12,25.12473383,486.6954109,7.063884049,10.0816608
Z1_4_13,24.53515953,511.3102751,6.933579081,8.33662316
Z1_4_14,28.97168405,555.8510112,8.071994358,6.40584489
Z1_4_15,25.58833128,502.2514795,7.025063938,5.79162483
Z2_1_1,77.344,343.1325,10.4695,2.64029263
Z2_1_2,66.124,254.759,10.163,2.55695422
Z2_1_3,80.095,343.382,10.8105,7.277125
Z2_1_4,73.391,329.762,9.607,2.3879476
Z2_1_5,80.767,403.0365,11.3445,4.49168083
Z2_1_6,73.0825,308.0705,10.285,9.31398302
Z2_1_7,69.673,257.499,10.3125,3.77270793
Z2_1_8,60.6055,199.3995,9.392,3.92452716
Z2_1_9,66.0915,261.9705,9.405,6.69884866
Z2_1_11,74.383,295.783,11.6925,4.87256559
Z2_1_12,69.08,248.2615,10.532,6.05389804
Z2_1_13,71.6405,278.0185,10.649,6.48388236
Z2_1_14,81.7535,381.1995,10.9185,2.56001131
Z2_1_15,80.3415,307.739,12.449,2.40498741
Z2_2_1,69.571,196.812,11.7955,5.63495169
Z2_2_2,82.1225,307.033,11.551,1.76170416
Z2_2_3,78.231,293.887,11.053,4.56397242
Z2_2_4,63.4605,171.3115,10.6195,6.43509256
Z2_2_5,70.4645,220.726,11.3335,1.85754761
Z2_2_6,57.296,147.455,10.1045,3.58190384
Z2_2_7,57.8635,131.4765,9.3615,0.9807831
Z2_2_8,68.755,215.4105,10.6295,3.61625811
Z2_2_9,69.683,260.852,9.6395,2.33399683
Z2_2_10,59.727,152.0335,10.297,4.79724562
Z2_2_11,65.3685,179.3165,12.302,2.4589621
Z2_2_12,64.409,159.578,9.8425,17.2384501
Z2_2_13,73.2325,243.9915,13.9465,4.82400501
Z2_2_14,64.047,204.8325,10.0245,3.64202562
Z2_2_15,72.6455,235.0015,13.0905,5.29607306
Z2_2_6d,69.4685,203.46,10.8405,4.47882912
Z3_1_2,78.026,358.2585,11.5395,2.16890205
Z3_1_3,75.857,350.066,10.444,0.28204086
Z3_1_4,63.0955,242.8685,10.3615,5.55467997
Z3_1_6,61.5815,231.8545,10.6625,8.44901465
Z3_1_7,80.782,397.666,11.5625,0.93154375
Z3_1_8,66.391,270.1835,11.107,2.2964122
Z3_1_9,71.517,324.499,10.8095,4.32220766
Z3_1_10,77.466,343.204,12.351,2.42808477
Z3_1_11,75.629,394.039,10.8865,0.67625082
Z3_1_12,70.316,305.3575,11.184,4.16623362
Z3_1_13,64.399,295.8955,10.846,3.81847994
Z3_1_14,133.0445,367.888,13.953,0.40412149
Z3_1_15,81.1465,520.873,10.761,1.13317022
Z4_1_1,71.8615,274.3945,9.9725,3.48835599
Z4_1_2,61.739,199.3945,9.257,2.58192239
Z4_1_3,65.22,250.1555,9.129,2.12363249
Z4_1_4,82.618,215.1315,10.498,2.90168475
Z4_1_5,72.0495,288.4695,9.5265,1.40017472
Z4_1_6,77.4785,309.2635,10.3825,1.33575237
Z4_1_7,71.1235,321.2585,8.4985,1.59424114
Z4_1_8,84.4475,394.7705,11.1155,3.03017868
Z4_1_9,73.2035,271.436,9.6495,3.38708705
Z4_1_10,85.0035,383.2865,10.693,3.35651713
Z4_1_11,81.89,352.068,11.933,3.1457217
Z4_1_12,83.699,358.0075,11.007,3.32929454
Z4_1_13,71.8645,344.856,9.539,3.35077816
Z4_1_14,88.846,393.472,11.3105,1.76770967
Z4_1_15,77.2995,295.243,10.7935,2.30053466
Z4_2_1,101.944,471.971,14.983,8.83438572
