SampleN,Pb_S,Cr_S,Cd_S,As_S,Sb_S,Sn_S,SumTS
E5_1_15,18.107,39.915,0.1865,9.3375,0.2725,3.142,8.14679163
E5_1_16,17.592,36.7235,0.1975,8.9795,0.435,3.1835,5.42978468
E6_1_5,12.13565274,20.77964927,0.273270638,7.734588809,0.509794317,4.186300205,2.27213762
E6_1_6,12.5884386,19.73196347,0.253238211,7.259897734,0.480572467,4.03223661,2.54840314
E6_1_7,12.41531704,20.38770803,0.248992713,7.490655826,0.523574776,4.189460455,4.32821903
E6_1_8,14.43223693,23.59928429,0.297530096,7.8040418,0.600671324,4.628524903,1.19641036
E6_1_9,15.87502556,25.9956104,0.321482349,9.14124192,0.768576732,5.445322745,3.92951746
E6_1_10,17.29164863,29.19218196,0.334823968,9.629001548,0.80288066,5.738606945,6.02009035
E6_1_11,17.56976344,27.42531558,0.387946255,9.526194859,0.780922363,4.562991646,3.35163018
E6_1_12,12.58922548,19.68500184,0.232232546,6.962410662,0.527652715,3.979479408,4.18089096
E6_1_13,13.83594838,23.445427,0.328209743,7.53260435,0.619917438,4.39791231,2.5704992
E6_1_14,11.77984743,18.27229475,0.245279039,6.288215239,0.543460917,3.670521316,3.26890852
E6_1_15,18.07815756,27.80238849,0.346191656,9.447177297,0.751056998,5.786351884,3.91415984
E6_2_5,25.29789271,55.40933212,0.937333093,5.671893516,0.594443984,6.737810945,19.0540675
E6_2_6,22.6563078,66.12097386,0.54718983,6.314910568,0.612358133,7.9859289,14.4963765
E6_2_7,28.50805118,57.01386035,0.833720406,13.01084234,0.960348433,7.449774311,5.40881632
E6_2_8,24.06624836,68.04263295,0.818315095,6.443713917,0.507761689,7.227294127,17.4383453
E6_2_9,21.31448494,62.36993145,0.606293271,5.693881912,0.574140867,6.750853321,8.96830379
E6_2_10,22.85892836,51.38888675,0.791358439,5.143171158,0.572344809,5.734946549,5.1858526
E6_2_11,23.6068958,40.74307403,0.54113861,10.2508234,0.81181302,6.278292671,16.4319692
E6_2_12,29.47242494,51.06269913,0.810887982,11.62630043,0.825943794,6.977147255,8.67977539
E6_2_13,24.24230369,70.6096528,0.7568187,6.979668417,0.606419808,8.163906864,13.9920023
E6_2_14,32.16755979,56.93416193,1.114929918,6.519166466,0.668868054,7.188965329,17.3927396
E6_2_15,34.95260991,61.03603178,1.33923322,6.642832309,0.715108331,7.535689127,15.3950345
E6_2_16,23.89981237,45.28896165,0.635495246,10.56164514,0.877321121,6.506239939,1.5181785
E7_1_5,31.84066813,10.93839398,0.211591197,4.463661553,0.479090165,5.674466693,5.72107581
E7_1_6,36.96910309,13.07906084,0.201477553,5.887211468,0.553402278,6.317977612,5.43271814
E7_1_7,35.61836927,14.59725439,0.143823339,6.182255287,0.559147765,6.768325983,11.2438111
E7_1_8,36.39142639,12.34386467,0.160780351,5.868019854,0.554275842,6.69675681,14.1728544
E7_1_9,35.31977856,12.4397693,0.155549489,5.190300193,0.540744115,6.338687214,6.73847658
E7_1_10,37.19684123,16.58326089,0.133657958,5.91668294,0.620475432,7.056552809,8.81256465
E7_1_11,37.74982718,11.23861814,0.177081729,4.331361233,0.486392237,7.046191195,6.87017432
E7_1_12,31.63328901,9.31913337,0.489948258,4.057446552,0.415868811,5.239094537,4.56409357
E7_1_13,31.60674417,19.38226791,0.140187963,4.133017439,0.474101892,5.951013344,8.08756718
E7_1_14,41.3971453,9.663232654,0.161944799,4.99540448,0.544865955,6.513357423,2.29500721
E7_1_15,44.85223348,8.113639904,0.625578413,4.04227424,0.510945835,6.423496499,16.4390904
E8_1_5,31.29905419,30.24142734,0.330392795,7.210416123,0.9694245,3.595966298,2.96926041
E8_1_6,18.76073204,26.6254597,0.289658691,6.051706353,0.727912074,3.172479598,1.51328592
E8_1_7,17.00638711,28.47389828,0.323465277,6.630965905,0.903752024,3.474447319,10.9567105
E8_1_8,19.7622723,31.10207743,0.304645231,7.600213561,0.806869469,3.744484727,4.66316004
E8_1_9,16.94119857,28.75966587,0.309231288,7.217020918,0.974549599,3.479454613,1.58708779
E8_1_10,19.1008292,29.71615637,0.320628739,7.303073523,1.057498939,3.71183499,2.45889122
E8_1_11,11.77882892,19.11883359,0.212964652,4.668113202,0.126680176,0.346884697,7.06227158
E8_1_12,15.50883516,25.11609615,0.260994482,6.067984218,0.706233201,2.900576513,2.96737829
E8_1_13,16.70012718,27.17103332,0.241041458,6.428552335,0.680255391,3.076031273,3.12595191
E8_1_14,21.06344679,36.62785551,0.358371113,8.523489381,1.038128526,4.632650847,3.96478647
E8_1_15,16.12220077,26.37032364,0.281496424,6.352186648,0.835958579,3.132097079,3.55238622
F1_1_6,12.74097259,15.26695842,0.229835354,4.158223196,0.352030042,3.234654043,5.58425242
F1_1_7,20.2726249,23.7236629,0.380026878,6.066967368,0.599220478,4.920620477,0.37251712
F1_1_8,15.33685676,16.75789783,0.290779979,4.377452879,0.155683041,1.019223342,2.919461
F1_1_9,14.16965927,20.99377326,0.261993976,5.602028061,0.483733698,4.372868301,10.4654534
F1_1_10,13.64222716,18.59102656,0.17483901,4.902751916,0.401025967,3.626729891,6.8343158
F1_1_11,12.58745467,15.76463397,0.249147317,4.151543032,0.325992957,2.950079629,2.67242294
F1_1_12,16.67046961,17.53951121,0.282653932,4.523284271,0.439724443,3.445918011,3.94672949
F1_1_13,16.00372731,16.60717364,0.30887353,4.346378408,0.384586586,3.428049274,2.31724857
F1_1_14,16.49693297,18.39388924,0.270074337,4.955806318,0.120920223,1.780702674,4.58188453
F1_1_15,13.88154507,16.49515822,0.314205469,4.133207603,0.067138932,0.355310623,3.55414971
F1_2_5,12.51621535,21.26129609,0.262466433,5.412369902,0.340954947,6.229014546,5.46914739
F1_2_6,16.02983461,20.41035909,0.244655227,6.403493828,0.44782824,5.646170873,2.91730113
F1_2_7,17.50752158,23.11431293,3.146472722,6.113767634,0.412239161,5.877704355,6.51534097
F1_2_8,11.78789948,19.86097978,0.140428474,5.357038545,0.358283138,5.276381984,4.61811753
F1_2_9,16.77827007,23.07969375,0.200860222,6.97904455,0.470119077,6.251512879,5.35252904
F1_2_10,17.26247144,22.24970265,0.182097844,6.85340282,0.464483584,6.23481292,4.52771354
F1_2_11,17.10032326,22.44315233,0.203509544,6.835804281,0.40274501,5.833116659,3.44456462
F1_2_12,18.29005109,23.30556724,0.206396563,6.912589886,0.460294298,6.203660091,8.89802932
F1_2_13,19.13461498,24.38885356,0.250732636,7.012057628,0.510021296,6.14130365,5.69708347
F1_2_14,17.32496517,22.63917807,0.242317831,6.556903244,0.448567466,5.980371193,4.25619949
F1_2_15,16.09462348,20.95687255,0.220093988,5.90172667,0.4450582,5.336135095,4.47511946
F1_3_5,20.06008019,27.99146817,0.261628235,11.57368599,0.742040149,6.150636469,3.49588824
F1_3_6,21.74563851,27.91367826,0.238671236,11.30526886,0.720479693,6.427896404,0.77031341
F1_3_8,21.98433581,27.37291366,0.385448244,11.36966486,0.802212211,6.391230817,5.16608004
F1_3_9,20.63931555,27.38416546,0.241349886,10.99385689,0.779618746,6.307308213,2.52852792
F1_3_10,19.63913461,24.21397783,0.237045637,10.16984694,0.792729799,5.812093626,3.58456848
F1_3_11,16.81479031,22.36350782,0.20439546,9.102850404,0.711811009,5.220838938,1.27443951
F1_3_12,21.09703156,28.14821845,0.257237009,11.762491,0.86310158,6.556683349,3.52095429
F1_3_13,21.99875764,28.66818988,0.275282141,11.95497328,0.911212246,6.533845511,1.10890514
F1_3_15,21.04869245,27.15610935,0.272971424,11.37618056,0.820265685,6.312457895,4.31210979
F1_4_5,19.86696325,24.84055731,0.325521653,7.127155954,0.627607232,6.350600542,0.03287184
F1_4_6,19.38831787,24.91713041,0.338036379,7.35791762,0.591994259,5.576010447,1.12070081
F1_4_7,17.84058019,24.06020427,0.341378796,6.665495373,0.488906915,5.396644701,0.0778711
F1_4_8,17.49195513,22.90766523,0.274820267,6.576075913,0.43123793,5.383655154,0.96500381
F1_4_9,17.23228606,22.85532224,0.29980851,6.612891466,0.477275284,5.297628547,1.15279307
F1_4_10,17.09734283,22.78703742,0.295949195,6.756539286,0.541755227,4.993899432,0.75182725
F1_4_11,17.01628821,22.30400106,0.285412876,6.547304112,0.473016944,5.061619848,2.0575597
F1_4_12,17.39925511,23.30002466,0.292776114,6.825909234,0.598687136,5.29373291,1.94481763
F1_4_13,18.52423999,25.45137318,0.315053718,7.178060455,0.563455782,5.593193044,0.06863557
F1_4_14,17.31411943,22.43904613,0.301821652,6.67071432,0.381710121,5.126217982,0.10296875
F1_4_15,18.48084937,25.05798584,0.3065283,7.214549285,0.26907952,4.995057425,3.77758759
F1_5_5,16.00274957,27.31007001,0.246973172,6.863578586,0.297537188,5.486367013,1.21353812
F1_5_6,15.80249975,25.66973152,0.285079844,6.904168372,0.379879643,5.294542023,3.55637864
F1_5_7,12.18683363,20.49343761,0.217540754,5.149134793,0.350521015,4.657613404,3.22682961
F1_5_8,14.41811511,23.20950578,0.231516511,6.15613546,0.350385076,5.358727839,4.34331092
F1_5_9,10.28468121,17.28576827,0.177289349,4.246400657,0.200946659,3.4916403,4.14791374
F1_5_10,12.31100282,23.88025361,0.24634835,4.807835737,0.260639273,5.426573246,1.60019752
F1_5_11,15.80241583,26.31428236,0.243430727,6.320443328,0.325693209,5.648649759,2.5223805
F1_5_12,8.112387348,14.04233455,0.115926457,3.158991229,0.157338647,3.163459212,4.05911244
F1_5_13,14.05347317,23.14938025,0.206900753,5.057058729,0.376138454,6.241287705,1.60911948
F1_5_14,16.09802102,27.1246528,0.277426642,7.056118729,0.415442888,5.42406944,2.80896524
F1_5_15,13.01632904,22.94692533,0.231557116,4.840479577,0.283824764,5.577705302,4.53753096
F2_1_1,19.2565,33.688,0.4135,10.353,0.343,2.4185,1.15822226
F2_1_2,21.0195,37.084,0.405,9.9385,0.324,2.614,0.31699041
F2_1_3,19.891,36.609,0.384,9.7755,0.593,2.6285,0.58068853
F2_1_4,18.213,32.9615,0.3195,8.985,0.5415,2.4995,1.21502361
F2_1_5,16.182,43.523,0.3165,9.3965,0.585,2.4975,1.04061422
F2_1_6,19.7565,38.0155,0.3265,9.602,0.3005,2.599,1.38413235
F2_1_7,19.8895,35.308,0.372,8.8975,0.372,2.515,1.26157138
F2_1_9,15.5105,32.6345,0.321,8.4795,0.696,2.122,1.06534349
F2_1_10,16.787,41.797,0.3215,10.118,0.7745,2.4985,0.96941772
F2_1_11,19.838,37.0945,0.345,9.39,0.333,2.5915,0.62665565
F2_1_12,18.556,39.947,0.328,8.437,0.2865,2.581,0.97909089
F2_1_13,22.379,36.9935,0.3345,10.6595,0.559,2.658,0.79429077
F2_1_14,18.683,37.3045,0.331,8.9905,0.3085,2.5695,0.53259075
F2_1_15,23.2005,53.504,0.257,16.007,0.6995,3.019,1.11614516
F2_2_1,12.693,39.7605,0.3055,12.0525,1.048,2.5085,0.24418115
F2_2_2,19.0495,61.5305,0.2965,17.1945,0.522,2.6575,0.41063438
F2_2_3,15.334,54.394,0.2325,14.65,0.48,2.625,0.91336053
F2_2_4,19.3945,84.843,0.3045,20.336,0.5875,3.2705,0.68842933
F2_2_5,18.99,80.7955,0.2695,18.8835,0.8025,3.057,0.31659446
F2_2_6,20.4495,75.695,0.326,19.9535,0.573,2.9495,0.34725309
F2_2_7,20.5925,68.522,0.331,17.9065,0.5435,2.8445,0.24002017
F2_2_8,19.666,80.6615,0.2945,19.0055,0.7575,3.253,0.26030367
F2_2_9,24.287,63.2395,0.325,14.737,0.3525,3.107,0.28407186
F2_2_10,24.473,80.13,0.3435,22.661,0.64,3.0705,0.17065082
F2_2_11,20.623,68.9305,0.2625,17.882,0.501,2.792,0.27594621
F2_2_12,17.753,57.5715,0.2265,13.1785,0.488,2.5985,0.76254405
F2_2_13,17.7965,70.906,0.246,16.7285,0.5605,2.878,1.38188463
F2_2_14,21.642,69.5855,0.3285,18.504,0.5485,3.0605,0.22675427
F2_2_15,16.824,74.2615,0.2575,15.9165,0.4175,2.89,0.22300009
F2_2,16.906,60.465,0.231,15.6445,0.3825,2.687,0.38701702
F3_1_1,21.0015,51.734,0.443,12.9405,0.476,2.819,2.79903081
F3_1_3,18.8815,38.5185,0.457,9.9955,0.8765,2.4195,2.83157092
F3_1_4,16.838,42.5545,0.4055,9.721,0.5515,2.3575,1.83802981
F3_1_5,18.1175,42.3045,0.3525,12.7495,0.4535,2.533,3.08526052
F3_1_6,18.508,55.346,0.3695,14.4495,0.4365,2.9405,3.13560921
F3_1_7,18.219,57.6985,0.4535,14.3885,0.667,8.381,1.30642734
F3_1_8,19.901,45.199,0.379,14.195,0.447,2.5085,2.76826235
F3_1_9,16.263,52.4165,0.4035,12.187,0.5615,2.686,1.93863401
F3_1_10,19.2185,43.5475,0.361,13.7235,0.443,2.5445,2.03827289
F3_1_11,14.9365,30.358,0.343,9.0355,0.675,2.0045,2.37441388
F3_1_12,18.057,54.126,0.3445,15.1265,0.5095,2.8425,3.06643302
F3_1_13,17.4845,47.689,0.3475,14.0405,0.436,2.699,3.58628838
F3_1_14,18.152,58.0905,0.3745,14.411,0.49,2.964,2.12582359
F3_1_15,16.209,41.692,0.3985,10.7715,0.5695,2.349,3.09878616
F3_2_1,18.028,49.1235,0.187,9.3675,0.5445,2.4615,0.32694968
F3_2_2,18.731,50.0875,0.2565,9.473,0.516,2.5365,0.77883597
F3_2_3,22.554,67.719,0.195,13.068,0.558,3.069,1.32611427
F3_2_4,20.865,72.411,0.233,13.146,0.677,3.0485,0.68683292
F3_2_5,22.4095,56.6155,0.21,12.9675,0.676,2.637,0.82421603
F3_2_6,24.031,69.3235,0.1845,14.252,0.515,3.098,0.39913993
F3_2_7,23.5155,75.475,0.188,15.374,0.5885,3.222,0.72582831
F3_2_8,19.2095,56.4655,0.2095,10.7295,0.563,2.704,1.19959218
F3_2_9,22.8805,55.418,0.3425,11.392,0.6185,2.5705,0.19181638
F3_2_11,20.564,45.3635,0.296,11.746,0.587,2.287,0.42642752
F3_2_12,15.952,50.2695,0.237,8.643,0.3785,2.5415,0.79715535
F3_2_14,20.2425,63.987,0.248,11.5135,1.1025,3.1135,0.56533891
F3_2_15,18.099,51.0415,0.2485,9.4385,0.3785,2.5365,0.08896571
F4_1_5,23.36632509,29.72706495,0.189715566,14.00666172,0.775619158,5.576786186,1.34620929
F4_1_6,22.39027666,29.50639528,0.18990104,12.09396765,0.68651796,5.711479893,1.15578807
F4_1_7,24.55949749,32.2798527,0.251148972,12.22119028,0.830446198,5.580907861,0.15492265
F4_1_8,23.44459508,30.43482929,0.20218239,12.25413539,0.790077725,5.76920418,1.24257502
F4_1_9,22.93058519,41.39102943,0.24813888,13.84653704,0.914760728,5.887947952,1.23118989
F4_1_10,24.90746588,31.4690564,0.195071912,14.13512599,0.888016421,5.857801114,1.24302666
F4_1_11,20.27263782,27.54743177,0.31494488,10.7064688,0.528674045,5.271972282,1.15685076
F4_1_12,21.70002456,27.97667154,0.160335356,10.67380179,0.645311817,5.579093793,3.80345308
F4_1_13,22.9668278,28.54775432,0.19327409,12.87020168,0.698403316,5.532146151,0.95282115
F4_1_14,22.85747149,27.53023405,0.166984817,13.0135245,0.824485037,5.09280914,1.10200971
F4_1_15,23.34896404,31.7081754,0.190972143,12.3157433,0.880206704,5.821238414,0.57206052
F4_2_1,16.71429007,26.34869559,0.185226339,6.030146132,0.407782476,5.691051388,1.93645899
F4_2_5,14.37608569,23.42911233,0.184817999,5.606867868,0.365870494,5.382345254,1.22373487
F4_2_6,14.34187483,23.85087624,0.207227626,5.964995188,0.378003567,5.348415104,0.92634659
F4_2_7,17.61126614,28.22983636,0.233544716,6.920980477,0.406319405,5.495477069,0.7998467
F4_2_8,18.08968612,29.43380394,0.250059488,7.065304087,0.465052891,5.538811698,0.83589292
F4_2_9,18.39519744,29.46972902,0.219001901,7.409603328,0.520032712,5.611198885,2.6395929
F4_2_10,16.73455314,26.68358749,0.211101457,6.912228851,0.556830054,5.509715894,1.05706905
F4_2_11,17.49945822,27.83144551,0.246465304,7.575511572,0.557565181,5.314622742,0.89443681
F4_2_12,18.64114915,29.62804467,0.245836134,7.594463241,0.464130489,6.661160743,1.02997322
F4_2_13,18.93093828,31.45736799,0.23538964,7.580703896,0.477077404,5.534867365,1.1408148
F4_2_14,18.60874521,30.67662079,0.221478053,7.851662653,0.474139197,5.533180612,0.64833324
F4_2_15,17.4087821,27.86560129,0.222761686,7.345320604,0.528425167,5.345143255,0.80313876
F5_1_1,17.5025,44.599,0.3235,11.3945,0.6025,2.5655,3.2548662
F5_1_2,18.8445,49.253,0.3795,12.3105,0.512,2.5295,3.9336417
F5_1_3,18.1525,47.6095,0.378,10.573,0.7145,2.5725,3.99739359
F5_1_4,17.276,54.092,0.286,12.6615,0.621,2.7085,2.68835069
F5_1_5,14.8455,56.376,0.3435,11.4905,0.3105,2.5645,1.77071839
F5_1_7,18.224,56.2115,0.3575,11.255,0.467,2.844,1.70532101
F5_1_8,17.6495,46.2445,0.368,10.185,0.6585,2.5315,2.43857391
F5_1_9,19.1095,53.531,0.346,21.5955,0.6075,2.672,3.783397
F5_1_10,17.333,48.496,0.3085,11.638,0.5645,2.461,5.12343352
F5_1_11,18.7475,40.542,0.3515,10.095,0.498,2.3545,6.29487138
F5_1_12,18.4425,51.4115,0.3085,11.9965,0.529,2.608,2.22585837
F5_1_13,18.789,38.0975,0.345,10.1825,0.7585,2.347,4.6313798
F5_1_14,20.4165,44.816,0.404,11.7,0.856,2.587,1.75665674
F5_1_15,18.173,52.7045,0.335,10.7565,0.363,2.593,4.65193397
F5_2_1,18.064,50.3275,0.2165,15.7235,1.1195,2.8105,1.36996597
F5_2_2,14.426,44.8905,0.293,8.909,0.4445,2.3425,1.52726623
F5_2_3,22.197,58.7175,0.2615,16.73,1.29,3.2555,1.37714565
F5_2_5,16.548,59.671,0.3365,7.1425,0.3155,2.678,1.48435879
F5_2_6,15.995,59.021,0.353,6.939,0.3855,2.6675,1.34088368
F5_2_7,14.6105,46.5505,0.201,5.325,0.273,2.3705,3.50396672
F5_2_8,19.675,70.992,0.395,11.0635,0.532,2.794,1.99401213
F5_2_9,18.1875,52.195,0.232,15.3895,0.5405,3.606,3.29688957
F5_2_10,14.3535,47.785,0.285,9.825,0.4475,2.486,1.92668551
F5_2_11,18.6865,68.1955,0.3505,11.5415,0.893,2.776,0.54937416
F5_2_12,10.079,43.159,0.1685,4.3935,0.161,2.3355,0.81659843
F5_2_13,16.893,61.4265,0.3185,9.9405,0.6925,2.612,1.23965206
F5_2_14,13.35,45.061,0.3695,9.9935,0.8815,2.439,0.77244784
F5_2_15,14.7615,47.224,0.2625,8.6455,0.327,2.4065,2.57503698
F5_3_1,12.403,47.7765,0.3935,8.7025,0.396,2.0715,1.45946923
F5_3_2,13.654,55.1675,0.407,10.214,0.397,2.305,1.1787195
F5_3_3,14.903,55.4375,0.419,10.5195,0.4095,1.915,0.792637
F5_3_4,15.831,65.8635,0.4925,10.9935,0.4985,2.536,0.95999203
F5_3_5,16.4425,76.175,0.5225,11.6175,0.953,2.992,0.75855956
F5_3_6,14.3665,44.6185,0.43,8.666,0.511,1.93,1.83846591
F5_3_7,16.527,67.757,0.536,11.3205,0.7845,2.223,1.03012658
F5_3_8,17.2795,51.286,0.262,9.67,0.43,1.949,1.31395388
F5_3_9,17.1805,64.7215,0.5595,11.352,0.6645,3.58,1.33649103
F5_3_10,13.585,47.506,0.4065,8.706,0.4005,2.065,0.8363071
F5_3_11,15.6475,67.691,0.5415,10.841,0.7325,2.749,1.66914979
F5_3_12,14.456,56.89,0.424,10.224,0.6375,2.4865,1.21967141
F5_3_13,12.542,40.755,0.3815,8.036,0.366,1.8475,3.60910528
F5_3_14,13.729,47.7545,0.2035,11.3755,0.6685,2.3505,1.39494103
F5_3_15,13.429,50.2975,0.4295,8.798,0.667,2.2485,0.63941215
F6_1_1,18.7585,61.951,0.491,10.3025,0.495,8.0805,4.92524006
F6_1_2,19.126,61.3365,0.508,10.8105,0.487,7.9435,2.48386359
F6_1_3,20.014,63.0285,0.4315,10.3465,0.4705,2.7505,3.04334446
F6_1_4,17.88,56.89,0.377,9.4875,0.4085,2.441,3.013275
F6_1_5,17.1275,58.3975,0.376,9.541,0.406,2.516,2.91520684
F6_1_6,19.9975,75.298,0.4265,11.427,0.6685,2.989,1.51109573
F6_1_7,19.345,68.6615,0.415,10.467,0.3935,2.872,4.63084877
F6_1_8,20.566,81.839,0.489,13.003,0.7705,8.088,3.20522347
F6_1_9,18.576,69.616,0.384,10.5015,0.3555,2.8355,4.65176224
F6_1_10,18.6995,73.9665,0.3765,11.2165,0.409,3.0055,1.42070151
F6_1_11,18.873,85.097,0.417,13.232,0.5095,3.4875,1.4892505
F6_1_12,19.7805,75.79,0.493,11.8505,0.459,8.1085,2.20822973
F6_1_13,18.911,61.949,0.3975,9.7235,0.452,2.6325,3.72312783
F6_1_14,18.639,63.848,0.3975,10.0075,0.496,2.644,4.27225963
F6_1_15,19.0465,72.2075,0.414,10.9715,0.487,2.8635,3.86092665
Z1_1_5,19.97748358,33.98389063,0.20374905,12.53332756,0.943678517,5.659658448,3.77168863
Z1_1_6,20.34966628,34.87501869,0.208033531,12.8931426,0.855832611,5.97792011,5.03223922
Z1_1_7,18.87641889,33.31087346,0.176047962,12.2851976,0.842575792,5.889388639,0.76094019
Z1_1_9,18.57645909,33.57047593,0.172575285,11.86749468,0.804555173,10.08064976,4.43764244
Z1_1_11,19.01550236,33.9775517,0.166562564,12.40617105,0.871872096,5.967224279,3.0814277
Z1_1_12,21.94387946,38.37643335,0.229767459,13.92769596,1.057184366,6.098074287,2.33566698
Z1_1_13,18.45760788,32.29222155,0.214305818,11.9706733,0.884298236,6.595080319,1.91269051
Z1_1_14,16.89048336,30.63694001,0.171167427,10.93873022,0.639783623,5.765754581,2.92627147
Z1_1_15,17.03387939,28.35330382,0.179425475,10.41883822,0.717258131,5.536859348,2.9354537
Z1_2_6,16.72050121,29.68270258,0.1390191,10.82955576,0.701408743,5.627683141,2.75958693
Z1_2_7,19.74465321,33.32646582,0.200614318,11.41739607,0.857663128,6.776911367,5.6682473
Z1_2_8,16.72611706,28.78985693,0.236968954,9.868785741,0.744879646,6.357973483,1.02735104
Z1_2_9,15.77717676,29.40565091,0.173214823,9.383058749,0.507086476,5.432023081,2.1969899
Z1_2_10,16.29313725,28.72304562,0.158907515,10.03133403,0.571013427,5.599717886,0.80757404
Z1_2_11,18.7293992,32.46885469,0.188047201,11.54314371,0.745068571,6.583622524,6.07724915
Z1_2_12,17.83958137,31.98482558,0.192637271,11.14737308,0.63114543,6.247037795,2.85721262
Z1_2_13,15.45228416,27.43857619,0.170195534,9.398385699,0.604041408,5.630163833,2.41929069
Z1_2_14,16.92068729,29.33018665,0.188352764,10.55037229,0.75434684,5.593295752,3.22872605
Z1_2_15,17.15291753,27.89619124,0.204339064,10.51175136,0.921508065,5.923389815,4.90295357
Z1_3_1,10.87711895,25.88048578,0.097356451,8.192712247,0.53268428,6.068173416,3.4702404
Z1_3_2,12.18658671,29.61034999,0.116412583,9.26409473,0.581223443,6.046904411,4.13733194
Z1_3_3,11.34168426,25.92795156,0.118382075,8.118891084,0.606559189,5.486580905,1.26805424
Z1_3_4,13.17471565,28.53821122,0.217310687,10.2698558,0.737193578,6.181406831,1.7833545
Z1_3_5,11.8963087,27.43111205,0.127677647,9.10853213,0.56849249,5.971286948,2.24106387
Z1_3_6,14.41408904,30.24005182,0.142188116,9.975768606,0.607887747,5.735439657,1.73955472
Z1_3_7,14.33044904,31.4566716,0.146478884,10.07206112,0.694094534,6.304700637,1.31875441
Z1_3_8,13.00881433,27.8559031,0.109274039,8.643134638,0.635798123,5.580429627,9.19573539
Z1_3_9,14.79361092,30.53390566,0.190440072,9.878175518,0.749073932,6.402081138,3.23435605
Z1_3_10,14.43222908,28.72080643,0.142447634,9.751121041,0.754464697,5.733867136,4.99914053
Z1_3_11,12.56111894,22.7113042,1.436392509,7.554829238,0.525356029,4.605861283,4.34578113
Z1_3_12,17.18904873,34.05379413,0.175859564,10.73101751,0.781752564,6.804329901,1.33003317
Z1_3_13,20.15736431,35.04738527,0.1943021,12.58916136,0.838695355,7.001729619,0.88871221
Z1_3_14,17.19126349,36.40313011,0.259120257,11.05588763,0.815679758,7.111156603,4.43006247
Z1_3_15,18.15090235,31.11293004,0.168564978,9.843226064,0.810629085,7.125094969,1.68499488
Z1_4_5,13.57546665,24.17358631,0.2339668,8.144639787,0.631648657,5.517504867,7.97781793
Z1_4_6,13.6377535,24.08759296,0.226386474,8.223320218,0.611482745,5.612161148,12.7339757
Z1_4_7,14.45272314,25.01028541,0.214864181,8.854387152,0.641634612,6.051112781,6.8835105
Z1_4_8,13.27723705,23.14299759,0.202481218,7.907284273,0.598403685,5.885188537,10.7015336
Z1_4_9,13.17752374,23.5086824,0.233229923,7.87308571,0.618842286,5.948155012,10.283748
Z1_4_10,14.87498356,26.24020733,0.253331919,8.959838192,0.68610029,5.950003553,6.90396357
Z1_4_11,13.39009184,23.10133873,0.221301824,8.254005271,0.60704123,5.733194319,7.26325114
Z1_4_12,12.97818399,22.28748613,0.176221195,7.952467386,0.618831798,5.643399439,10.0816608
Z1_4_13,13.22463629,22.51504187,0.181822581,7.849931879,0.59389703,5.313316803,8.33662316
Z1_4_14,14.99820444,25.42879755,0.235074731,8.971187769,0.663865374,6.105092435,6.40584489
Z1_4_15,13.79081892,24.2650839,0.230893563,7.954634013,0.609631537,5.917831054,5.79162483
Z2_1_1,13.3785,59.423,0.263,10.6805,0.676,4.0085,2.64029263
Z2_1_2,14.2255,53.4315,0.2495,9.443,0.621,2.847,2.55695422
Z2_1_3,15.005,61.1505,0.2645,10.6355,0.7225,3.1925,7.277125
Z2_1_4,14.0825,55.876,0.253,9.41,0.803,3.195,2.3879476
Z2_1_5,14.906,61.66,0.261,10.457,0.6725,3.214,4.49168083
Z2_1_6,14.1765,56.5455,0.2515,9.772,0.6465,2.971,9.31398302
Z2_1_7,14.6145,54.9155,0.255,9.793,0.6345,2.9205,3.77270793
Z2_1_8,13.9865,49.167,0.248,9.277,0.771,2.774,3.92452716
Z2_1_9,13.701,52.1675,0.249,9.1905,0.622,2.8,6.69884866
Z2_1_11,15.8855,57.118,0.2745,11.828,0.696,3.044,4.87256559
Z2_1_12,15.031,53.3635,0.2735,10.2455,0.685,2.9135,6.05389804
Z2_1_13,13.645,55.4155,0.2555,11.1275,0.5465,2.856,6.48388236
Z2_1_14,15.7955,62.2545,0.273,11.5115,0.7405,3.2945,2.56001131
Z2_1_15,14.866,64.425,0.27,11.8655,0.615,2.999,2.40498741
Z2_2_1,17.496,54.2295,0.2825,12.607,0.556,2.821,5.63495169
Z2_2_2,17.138,62.6975,0.2875,12.723,0.63,3.2095,1.76170416
Z2_2_3,16.9915,60.277,0.2905,12.0675,0.5835,3.0695,4.56397242
Z2_2_4,17.1885,50.432,0.2825,11.256,0.5875,2.9725,6.43509256
Z2_2_5,16.648,55.504,0.2805,11.6605,0.5975,3.1765,1.85754761
Z2_2_6,16.1065,45.1255,0.282,10.599,0.901,2.691,3.58190384
Z2_2_7,14.804,45.3475,0.2505,10.83,0.47,2.477,0.9807831
Z2_2_8,16.066,53.968,0.267,11.359,0.7355,2.975,3.61625811
Z2_2_9,14.6465,52.4875,0.254,10.3415,0.5755,2.7675,2.33399683
Z2_2_10,15.6625,48.0065,0.263,10.705,0.5225,2.652,4.79724562
Z2_2_11,15.3795,47.559,0.2725,11.6585,0.563,2.6725,2.4589621
Z2_2_12,15.919,48.558,0.2685,12.0745,0.5155,2.565,17.2384501
Z2_2_13,16.1835,54.6215,0.2875,12.306,0.585,2.9695,4.82400501
Z2_2_14,15.2955,50.52,0.2665,10.796,0.5755,2.8535,3.64202562
