SampleN,Ga_S,Rb_S,Li_S,Sr_S,Ba_S,Be_S,Cs_S,Ni_S,Sc_S,Ge_S,Hf_S,Nb_S,Ti_S,Zr_S,SumTS
C2_3_4,11.744,39.8925,28.4705,60.5795,180.4605,1.2715,4.7485,22.2285,6.095,2.285,0.346,4.109,1223.5,11.911,2.18015866
C2_3_5,13.67,52.7195,34.4575,80.7075,233.189,1.365,6.011,27.383,7.445,3.821,0.4115,4.722,1598.0,14.4515,1.94962146
C2_3_6,13.7,55.653,32.492,91.775,262.3895,1.615,6.208,27.0135,7.4785,3.7695,0.536,4.676,1343.0,16.3875,2.63312128
C2_3_7,9.9745,32.0285,24.3295,61.6565,154.471,1.183,4.2105,20.362,4.895,1.836,0.129,2.978,987.0,4.974,2.06513137
C2_3_8,15.451,65.3545,37.284,99.511,282.5005,1.901,6.679,29.7395,9.0845,4.1465,0.674,4.511,2909.5,19.1605,1.6003764
C2_3_9,13.313,52.6775,31.5125,80.5325,235.7985,1.3035,6.1305,26.8705,7.002,3.445,0.2865,4.034,1248.5,10.6625,2.31284372
C2_3_10,10.4685,30.2155,27.962,47.1945,139.335,1.2535,3.9195,22.028,5.3175,2.4445,0.121,4.02,1114.5,6.3185,2.57820055
C2_3_11,13.3455,50.67,31.4655,79.246,228.9835,1.4105,6.0925,27.832,7.2125,3.9305,0.229,4.407,1333.0,10.0,2.89358939
C2_3_12,12.9715,54.0295,33.977,151.731,275.7455,1.4375,6.1775,28.069,7.6535,3.5835,0.409,4.27,1884.0,14.125,4.70722714
C2_3_13,14.074,55.801,34.804,86.357,242.417,1.4455,6.155,29.3025,8.0425,3.932,0.4665,4.8405,1385.0,15.6835,1.98731377
C2_3_14,14.126,57.9085,33.325,80.1805,256.764,1.466,5.925,26.792,7.925,3.8395,0.617,4.04,1369.0,16.8345,2.47281571
C2_3_15,14.1735,58.2545,34.955,87.861,261.8695,1.4765,6.4655,28.3085,8.2365,3.856,0.551,4.7865,1438.0,17.07,2.02644209
C3_1_1,4.719432396,17.03807179,15.94767339,14.72951062,122.9951237,0.860403541,2.328542837,19.40795284,3.309835432,0.767726216,0.050645925,1.122481628,459.9727228,2.344468921,0.75690167
C3_1_2,4.898384528,17.73688801,16.39662668,16.45456115,123.581104,0.791954193,2.531401996,21.05030308,3.502835108,0.810181355,0.061525635,1.156236765,480.0765004,2.908596686,2.26219127
C3_1_3,8.336856636,30.45429327,28.10124272,26.00027893,213.5074131,1.437089461,4.096254654,39.05969977,5.960419133,1.367081347,0.166686736,2.232905151,826.9721366,6.549036783,2.77016987
C3_1_4,5.259558582,18.81785537,17.66434926,18.15648944,129.15261,0.80472316,2.62674096,19.84406414,3.719147238,0.816595835,0.054453426,1.162818217,499.1260608,2.615322579,3.36959591
C3_1_5,4.769806999,17.25636772,15.55631122,15.63401703,116.1577983,0.852430048,2.40023996,19.92789933,3.373097157,0.744399925,0.04807207,1.056675555,451.131461,2.333546232,4.03425261
C3_1_6,9.691894586,33.91281618,31.00722603,31.74084706,224.0823584,1.679996601,4.35058682,37.04097888,7.552351916,4.599244384,0.105641696,2.334042873,1004.441566,4.72656193,4.93372907
C3_1_7,8.725353322,30.75253118,26.61530878,29.70423668,224.2191307,1.356939224,3.867214008,35.69670601,6.640789341,3.76210583,0.114904886,2.283744174,883.364893,5.200123603,4.61698535
C3_1_8,8.226371238,30.03309015,24.37557288,27.71683439,212.6651084,1.34120371,3.835296953,40.55823698,6.638285974,3.393839034,0.141156269,2.306490564,870.8839379,6.583053946,2.31304111
C3_1_9,7.3394271,27.0089151,24.65880998,23.8454417,192.5645522,1.217226578,3.675779908,31.43166796,5.213151099,1.162042221,0.162242749,2.06576844,725.628879,6.903847184,1.26271653
C3_1_10,6.882675354,25.15263598,23.74100702,24.23482875,175.7534948,1.140051613,3.544595215,28.70734105,4.996890663,1.094839232,0.10549042,1.793653549,673.2977735,4.780901636,2.15336363
C3_1_11,7.924013094,28.71106097,25.22965927,25.41554131,199.2512454,1.109589404,3.867423321,29.47861763,5.450549513,1.174405675,0.161839477,1.984416888,759.2611801,5.851001293,5.32812908
C3_1_12,8.485823755,30.74730501,27.62271847,26.80544776,211.0964663,1.385877706,4.236972258,31.787646,5.955184656,1.30510529,0.129125788,1.962542218,810.3714549,4.586921349,2.15011473
C3_1_13,8.147888879,30.13287292,26.36191605,25.57051207,207.4938031,1.373011185,4.271862268,29.93275458,5.819439937,1.253796667,0.089832498,1.6004844,772.2453795,4.334266522,2.8191988
C3_1_14,8.102142082,29.863088,27.27288335,26.83398969,218.2862857,1.345538277,4.14932754,29.73591602,5.878652128,1.251196725,0.128762462,1.829820825,772.6531844,5.285133874,1.70121196
C3_1_15,6.944305804,24.8708931,22.76912935,22.52261481,180.3676828,1.100612517,3.485022265,26.14514768,4.92536772,1.050465127,0.103908651,1.685817099,650.7840734,4.631125398,2.17286812
C3_2_1,6.000047345,23.99865644,17.32991851,19.96094159,212.4268119,0.807126273,3.459523795,29.51564101,4.591737856,0.984960707,0.095604023,1.341938113,577.235487,4.260497348,1.52207055
C3_2_2,8.361956944,33.438902,24.79468186,30.63693296,419.5447676,1.425430652,4.725268662,34.92928411,6.251860827,1.360745528,0.153333071,2.203338576,802.4812914,6.307047405,1.25912625
C3_2_3,8.617879163,34.25633998,25.39432319,29.72627993,472.3008559,1.324511534,4.875642924,65.49251496,6.319151985,1.438949504,0.143174402,2.191613131,814.6239032,6.094062115,8.03108721
C3_2_4,8.781504547,35.04699506,24.65285193,28.48005118,419.7407908,1.5014743,4.799972322,54.76155338,6.908525863,3.000946103,0.146929449,2.261165624,902.1319276,6.391460464,2.23672063
C3_2_5,8.623170443,34.83365908,25.18096654,29.05136081,457.6011197,1.52625253,4.963456118,47.92702042,6.35409552,1.45596604,0.173463312,2.33601727,843.3038177,6.800371571,2.73053043
C3_2_6,8.468913734,33.69035887,24.97714442,27.90934985,328.7525284,1.38607563,4.679516736,42.7288399,6.213473736,1.40871969,0.142932534,2.077099819,804.139847,5.933776503,7.26687573
C3_2_7,8.154511786,32.457665,22.72372701,25.91223223,307.5474545,1.461900405,4.276338276,37.15179286,6.341007451,2.575218613,0.096555907,1.94125282,814.940214,4.917174314,5.63871692
C3_2_8,9.055458178,36.21312558,25.02736575,29.21496061,347.6170447,1.557678826,4.732422497,38.40488489,6.925450175,2.755879608,0.162111624,2.351144744,925.0649178,7.082973314,1.95857049
C3_2_9,7.860817949,31.85689194,20.80268536,24.30023982,262.7942024,1.142278544,4.229121246,34.15304967,6.0132939,2.285768989,0.128730033,1.950132857,806.9231419,5.992562657,6.05822439
C3_2_10,8.682249557,34.85300708,24.46433457,26.66692653,341.3323954,1.385124468,4.747519959,39.27032368,6.511480599,2.406831457,0.136567077,2.168955162,882.1941343,6.520794788,7.5636624
C3_2_11,8.092264034,32.64366308,22.35606393,24.14086111,264.5786372,1.64503993,4.496326883,37.96082491,6.251305011,2.317367681,0.142791514,2.122134356,844.1301066,6.433187201,7.10651794
C3_2_12,7.255386381,28.9670002,20.59133654,22.2134324,242.7993574,1.244331198,4.010229119,32.35499768,5.687551644,1.9643857,0.108146039,1.761029245,740.6759847,5.114334368,1.72277832
C3_2_13,8.022316604,32.37705896,22.37266781,26.89220979,289.0532607,1.427359327,4.454148016,35.3239886,6.188350332,2.161496817,0.10249584,2.015683992,801.7295232,5.0903115,2.29496137
C3_2_14,7.522466856,31.3544163,20.73445313,24.54689056,300.967138,1.4271489,4.235403699,33.71153568,5.775969381,2.000382556,0.142376746,2.015851745,775.9521096,5.915810738,7.19838632
C3_2_15,8.258793866,32.83868768,21.99998874,24.74430144,234.8149596,1.332542126,4.461421392,36.03692203,6.138135185,2.074507068,0.139237348,2.111624581,832.1404683,6.403428935,1.91185046
C3_3_1,2.740295543,9.676713934,7.249751415,67.02527946,70.31419602,0.301222223,1.635892397,10.99835156,1.91029248,0.802104108,0.042954143,0.770572105,278.0789606,1.812023935,3.34782893
C3_3_2,2.85293702,9.989893232,7.138131105,66.25863513,69.85153306,0.352812523,1.693303144,11.06588797,2.015627,0.821745566,0.04766284,0.942204744,292.823035,2.196549016,5.08807029
C3_3_3,2.979905941,10.61536061,6.836491944,69.94643358,73.77130917,0.381019595,1.742062818,11.52094439,2.065984989,0.812922812,0.04099967,0.751609149,294.9641838,2.060879567,1.65727255
C3_3_4,2.925435994,10.54551108,7.086700894,73.7091514,74.3639221,0.383736433,1.711905318,11.43820692,1.97289735,0.805936864,0.048008339,0.834313994,290.0797512,2.052366405,11.3495064
C3_3_5,3.28678959,11.63221901,8.015917719,74.24765062,81.39155948,0.416875516,1.917468914,12.38349028,2.211634367,0.917974818,0.044623432,0.824997832,313.0423329,1.897212314,9.12385778
C3_3_6,4.214905986,15.02367959,10.37920627,79.97595556,99.90792924,0.517763378,2.374626787,16.05383378,2.900903333,1.187577652,0.036979832,1.045385605,399.78452,1.791327472,3.33441405
C3_3_7,3.191627405,11.07912374,7.834575533,75.82733118,77.59607593,0.399300357,1.731394704,12.02437031,2.139564797,0.877445264,0.022973566,0.861701699,301.8312786,1.309348308,1.40825369
C3_3_8,2.896303426,10.78942321,6.934085953,64.53181336,72.6849209,0.327619069,1.785709809,12.28970682,1.994754254,0.850868681,0.048249594,0.814613337,297.6883335,2.086022322,8.02947917
C3_3_9,2.590393905,9.358293841,6.112611197,55.80568815,63.35239953,0.306058746,1.528865959,9.936011109,1.754977165,0.705441931,0.039194017,0.702797548,261.8723557,1.826608945,3.4909486
C3_3_10,2.85642506,10.48103226,6.724270435,65.31512161,72.63530507,0.333922382,1.746723043,11.06973421,1.944059821,0.827885255,0.047114972,0.773627925,290.9456641,2.17513768,11.6099775
C3_3_12,2.848256787,10.87753357,6.569365817,59.60610376,69.54831173,0.375698622,1.780399514,23.31101513,1.919501302,0.859567605,0.068249719,0.909571985,306.5069687,2.622343237,8.33619249
C3_3_13,3.135718988,11.946297,7.306720644,71.56856276,76.98129788,0.327893137,1.9870678,13.74446602,2.206250165,0.920971753,0.068954791,0.784318377,343.2653163,2.949356833,5.14429551
C3_3_14,3.080596489,11.45443912,7.255896915,64.31302528,75.41206889,0.295480834,1.875473028,12.08564137,2.17602212,0.889227035,0.067919287,0.682588368,328.29226,2.729304645,12.1021853
C3_3_15,2.819846818,10.21872276,6.603754861,58.15575191,69.05312422,0.353832478,1.620298728,10.8094744,1.857632471,0.796797248,0.03902551,0.743174925,276.1366229,1.814253805,6.80823859
D1_1_1,11.574,42.662,27.7425,115.8155,189.7375,1.1785,5.7565,27.0,6.5515,3.7735,0.2265,4.087,1508.5,7.7935,3.09074293
D1_1_2,9.7485,32.566,23.6135,100.933,156.781,1.0135,4.8625,24.632,4.997,3.202,0.2725,3.2175,1055.5,3.424,3.4245826
D1_1_3,14.1475,53.4815,42.5315,154.3655,209.6555,1.48,6.129,31.301,8.95,4.524,0.257,4.438,1149.0,12.36,6.45916733
D1_1_4,12.579,50.3365,32.6545,122.8645,206.961,1.4445,5.953,27.389,7.6125,3.8815,0.381,4.602,1500.5,13.02,2.52562148
D1_1_5,13.9265,54.178,35.679,124.7765,223.615,1.5225,6.2995,28.9225,8.4205,4.1875,0.4785,4.829,1580.5,15.797,2.59008023
D1_1_6,13.066,51.9095,31.4285,116.6945,216.355,1.2125,6.069,27.124,7.645,3.948,0.524,4.236,1547.5,14.677,3.2900164
D1_1_7,13.6795,52.3945,41.2955,123.986,202.74,1.57,5.8465,28.8935,8.6105,4.2705,0.366,4.143,1100.5,14.011,1.18214422
D1_1_8,12.171,45.7335,32.272,112.092,190.705,1.0905,5.6595,27.2165,7.2335,3.807,0.345,4.6215,1449.0,12.5535,1.52138023
D1_1_9,14.8915,58.7895,39.442,124.4045,223.5855,1.615,6.0445,28.4565,9.2655,4.317,0.4165,3.253,1760.0,14.6555,2.72126498
D1_1_10,15.025,57.7965,43.145,130.7845,219.722,1.6545,6.3465,31.201,9.359,4.53,0.2975,3.582,1207.0,12.643,4.57951982
D1_1_11,13.637,51.9535,39.3395,119.904,200.383,1.437,5.822,29.2135,8.6505,4.3215,0.3435,4.1305,1031.5,13.899,3.12807097
D1_1_12,13.648,50.0495,38.6015,121.9695,194.277,1.398,5.8065,29.7135,8.284,4.418,0.254,4.0215,994.0,11.834,2.33516884
D1_1_14,,,,,,,,,,,,,,,2.15060592
D2_1_1,5.295216977,23.92570143,26.81468408,52.97155585,95.72844463,0.880360066,3.350094459,23.86158376,4.14757172,2.825533427,0.099092465,2.04634871,752.4403416,2.834926828,0.65341443
D2_1_2,5.77227506,25.16876881,28.64053347,56.89912355,100.6884764,1.068813932,3.448389812,25.55812327,4.530382894,2.909920767,0.111020437,2.347657772,800.2892394,3.314626192,0.60383613
D2_1_3,5.626004597,24.79199596,29.90875027,58.99136674,97.95402889,0.92267853,3.404745685,25.28128439,4.504226707,2.731728625,0.086903962,1.847792587,801.6305807,2.941459743,0.47987713
D2_1_4,5.781383051,25.36109392,29.63215498,58.9607796,101.907124,0.880144083,3.436834225,25.75198453,4.475593529,2.617796114,0.091841107,2.114696016,776.2482985,2.990554634,0.66220949
D2_1_5,6.058781879,26.8752539,29.63814999,61.65251878,106.6938376,0.942562605,3.590043682,27.47814238,4.617552811,2.692369127,0.108075137,2.202907345,819.9581991,3.470515386,0.44207692
D2_1_6,5.657098726,24.89686265,28.35613042,57.12096658,95.40817867,0.910761936,3.283663806,25.669167,4.488124189,2.445193752,0.080128327,1.913250292,811.0925085,2.833353022,1.80361269
D2_1_7,6.030720568,27.02636272,30.72724293,59.60778755,103.5097542,1.137513393,3.541481796,27.37820611,4.846224689,2.46296877,0.103026335,2.072864779,849.7542708,3.467615372,1.57654778
D2_1_8,3.847220854,16.39695504,19.34811445,37.8501064,66.20886762,0.686902395,2.053817956,17.50156184,3.002034453,1.502481049,0.03108491,1.2570496,525.4193754,1.37785235,0.80089519
D2_1_9,3.616693464,15.50057857,18.01261786,37.31915734,62.75316716,0.520476643,1.93760934,16.34741872,2.857260288,1.362274385,0.025391442,1.096435593,508.2216172,1.130681867,0.65425885
D2_1_10,4.236577542,18.32058162,21.48037743,42.94872074,72.03172977,0.726142913,2.236911623,19.46011009,3.364040939,1.545017766,0.035929541,1.377385457,560.4521483,1.543616642,0.85140201
D2_1_11,4.606683887,19.76038327,22.88000808,46.5721275,76.50423575,0.706727552,2.419849442,20.70958246,3.713143328,1.64189146,0.039082111,1.240902452,647.2308177,1.723216233,1.72878365
D2_1_12,3.541201544,15.73523417,17.51515475,35.56674605,62.38391966,0.586798631,1.987138342,16.10616577,2.811148997,1.26208097,0.030460757,1.081939437,488.8079713,1.349441493,2.24601036
D2_1_13,4.246451243,18.76159961,21.16736654,43.75672371,78.38890121,0.659267391,2.430054057,19.5921432,3.267356481,1.450344999,0.050474551,1.235633092,576.434256,1.966777873,1.67423555
D2_1_14,3.955718463,17.90908574,19.94294429,42.34564018,74.94489828,0.692341311,2.337169821,18.49698838,3.096069196,1.348854802,0.054869323,1.219838652,556.6383273,2.237107925,2.75630899
D2_1_15,3.473903162,15.10402685,17.01665228,34.71493169,61.38287186,0.48976566,1.899837526,15.37603798,2.718904002,1.139124279,0.023750737,0.884006403,465.7051525,1.012415448,2.49807364
D2_2_1,3.670933748,16.10801077,16.68772427,47.77033278,74.10280107,0.600146189,2.337735295,16.10875853,2.753076827,1.399291819,0.046191854,1.155679355,467.3102028,1.707979396,1.4200936
D2_2_2,3.786484851,16.29211223,17.14127978,47.42683522,74.8984612,0.584832353,2.376116409,16.11366615,2.862725712,1.458802393,0.056796476,1.097853696,480.6559636,2.099198819,1.5323692
D2_2_3,4.167170863,17.62907829,17.51893283,51.63072401,80.24136026,0.580032278,2.494510852,17.71604799,3.206389573,1.534920175,0.049284946,1.186382129,526.8552444,1.976416982,1.50317172
D2_2_4,4.014473828,16.95667999,16.61306762,53.27156446,79.0942423,0.62291012,2.375590943,17.49077693,2.94911593,1.373664963,0.033436051,1.018551958,491.9627246,1.673926683,1.47309498
D2_2_5,4.237389873,18.50698394,18.6095854,51.26535032,80.68566463,0.68888773,2.619878858,17.83787701,3.180409565,1.541593376,0.04571656,1.23247404,527.6318009,1.818576216,2.45955994
D2_2_6,4.340178171,18.3479061,18.31213698,53.47465933,83.21950297,0.654847325,2.578166285,18.34583765,3.18119331,1.605374158,0.038122773,1.20733795,525.8754343,1.64174191,2.92013651
D2_2_7,4.71383614,20.73849743,20.29785883,58.14151982,91.8117948,0.695239717,2.862632464,19.84662423,3.533990889,1.74771539,0.076853204,1.420941407,595.4722923,2.706215594,1.18911426
D2_2_8,3.857171731,16.60917798,16.92608822,49.35223744,77.10601242,0.56905281,2.36296721,17.40951583,2.890760538,1.408754616,0.053522614,1.081698301,463.9432518,1.799345738,1.30773091
D2_2_9,4.447350882,19.27298845,18.8914736,55.16710782,92.1969793,0.612916001,2.699107096,18.97261175,3.341674469,1.593006347,0.068936703,1.23136473,515.8702115,2.276142284,0.88994066
D2_2_10,3.82874826,16.26269386,16.45892763,47.69797868,73.81972501,0.500489885,2.250788714,16.0911768,2.788890161,1.364088413,0.042405212,1.062562532,471.3041251,1.498241761,2.50306224
D2_2_11,4.217117566,18.39575417,18.51084815,50.45838421,83.38693836,0.596943858,2.587037787,18.33904892,3.086764568,1.507393054,0.053776943,1.170983751,498.4599675,2.412421371,1.56808546
D2_2_12,3.975131425,17.44080547,16.84376064,50.85862628,77.3489206,0.547699401,2.453894946,17.18956772,2.963623685,1.441712885,0.045820613,1.156991889,499.7514078,1.784737004,3.32594368
D2_2_13,3.590741028,15.72639101,15.69909121,43.67704049,71.77125509,0.56147664,2.193872408,15.78007235,2.64947378,1.289385625,0.046819392,1.026299266,429.5033197,1.629522572,3.01611147
D2_2_15,3.828111194,17.01052231,16.20669038,44.91823357,76.55663147,0.576132714,2.372172147,16.92583956,2.897503656,1.387715234,0.057088118,1.128686557,473.1945519,1.919251141,1.69486375
D2_3_1,4.906441011,19.6974524,20.56755442,60.80321727,88.50632592,0.71459376,2.854714038,21.40307626,3.710154433,1.822981036,0.075925179,1.601364477,629.6615001,2.241904468,2.08147617
D2_3_2,4.970429532,19.45719778,19.54026037,59.45013527,88.12716081,0.729472362,2.828527002,21.02095032,3.535097923,1.810331873,0.069194242,1.429766118,629.6459941,2.283961805,1.07558705
D2_3_3,5.158736643,20.65100916,21.08500129,61.45684292,89.7703526,0.708937408,2.898867497,22.17066914,3.885821843,1.940305027,0.058019726,1.425184109,664.2124139,1.97387825,1.55189725
D2_3_5,5.472961278,21.87390662,22.22956689,64.49585025,95.6628116,0.879290572,3.111402627,22.72703706,3.986093558,2.012503501,0.065595337,1.486409743,694.4253165,2.310638459,1.32805053
D2_3_6,4.827700047,19.64459781,19.9184902,55.95182885,84.12823855,0.740770838,2.844368471,21.16013762,3.566155444,1.774970957,0.076015061,1.412512677,615.066589,2.412528223,2.54088759
D2_3_7,4.732709692,19.11815907,19.98636304,57.11666188,85.67842782,0.703697053,2.789278786,20.57179629,3.438883672,1.847825637,0.087957844,1.382229738,594.5209652,2.892415072,2.06873179
D2_3_8,5.198772421,21.20845219,21.39230678,64.8730301,93.79637536,0.73377119,3.001366137,22.29105726,3.781435379,2.01728063,0.070822111,1.351814161,660.7671202,2.252813477,3.15215381
D2_3_9,5.333031417,21.14802421,21.52904017,61.01782147,93.66818914,0.81540611,2.980239759,22.77756016,3.876625312,1.978840398,0.075610271,1.42395781,658.9253298,2.353529469,3.14769871
D2_3_10,5.056006786,20.38503186,20.37628791,60.62092359,89.2140845,0.803257211,2.962680537,21.26784046,3.728743332,1.875248839,0.07303326,1.411436207,649.3963469,2.583151379,2.69951074
D2_3_11,5.218013677,20.42571866,20.87684953,62.96131064,89.70531076,0.781447979,2.911110209,22.15435553,3.845850492,1.903024175,0.049873982,1.317397741,660.38483,1.669700754,2.09414755
D2_3_12,5.27958601,20.99347056,21.43898961,64.07306265,93.60477728,0.762245,2.912884944,22.00059287,3.906513034,1.878182696,0.078905568,1.445354458,683.4774074,2.73182021,2.58460343
D2_3_13,4.697041481,19.62988884,19.26382077,58.72131881,87.61685875,0.748032474,2.826381933,20.07237383,3.51313626,1.836148009,0.093187841,1.5366182,625.1750266,2.999085914,3.27699339
D2_3_14,4.865912148,20.3841776,20.39016146,60.0714709,88.96183427,0.684626642,2.967072039,21.86306308,3.621927749,1.887162914,0.075306181,1.387887613,632.7177161,2.425097262,1.6355821
D2_3_15,5.05381917,20.6455385,20.91194298,61.03204834,92.38800583,0.694020698,2.940644316,21.54403029,3.675218309,1.952193763,0.075971185,1.444009104,656.3069683,2.600374057,5.45810878
D3_1_1,10.5385,38.411,32.153,113.433,141.591,1.1105,4.3195,23.2135,6.5055,3.3625,0.413,3.11,779.0,12.5715,1.43685992
D3_1_2,9.2925,33.031,28.2035,107.1515,131.7295,1.3045,4.109,22.3475,5.429,3.045,0.6975,3.0165,886.5,11.2065,1.62929226
D3_1_3,10.9055,36.7945,35.1685,124.7785,138.5815,1.2555,4.5355,25.667,6.4865,3.68,0.3965,3.443,810.5,12.1415,2.91605212
D3_1_4,10.191,33.469,31.6125,114.633,130.9475,1.075,4.4535,24.9305,6.0625,3.4885,0.406,3.472,860.5,11.8685,5.30445715
D3_1_5,10.989,37.5465,35.548,116.9405,139.5465,1.1555,4.532,25.546,6.559,3.6845,0.397,3.3815,828.0,12.723,2.585736
D3_1_6,10.701,35.8015,34.0165,119.926,135.6205,1.183,4.509,25.0205,6.369,3.5655,0.3995,3.363,827.5,12.107,1.54121891
D3_1_7,10.603,35.07,32.4355,120.9185,137.8725,1.8135,4.547,24.426,6.2855,3.4445,0.732,3.441,930.5,12.6585,1.82880064
D3_1_8,11.492,39.811,34.762,122.027,152.634,1.215,4.799,26.0645,6.8295,3.7135,0.409,3.0575,810.0,12.703,2.99636237
D3_1_10,8.5265,28.8625,27.5685,98.0295,115.782,1.6345,3.932,21.459,4.883,2.8645,0.689,2.9575,876.0,10.4705,2.28637726
D3_1_11,11.764,42.0155,35.969,130.669,161.882,1.198,4.8775,26.508,7.362,3.7755,0.426,3.3665,904.5,13.2005,1.3300767
D3_1_12,24.5265,90.612,68.79,48.9875,296.9995,3.434,8.4875,42.7145,14.5125,6.6325,0.5115,4.2955,1275.5,20.8895,1.56524699
D3_1_13,10.62,35.714,32.782,121.11,139.3205,1.3355,4.245,24.506,6.0665,3.632,0.272,3.3235,874.5,8.944,1.17542882
D3_1_14,11.004,36.1145,34.9795,121.89,140.313,1.2435,4.595,25.373,6.5045,3.669,0.4,3.391,822.0,12.5895,2.61787657
D3_1_15,13.332,49.9745,40.0695,130.069,186.738,1.2265,5.0795,27.01,8.3265,4.0265,0.4805,3.676,936.0,15.0295,2.85551429
D4_1_1,14.4935,48.869,43.7545,96.2765,179.323,1.961,5.851,33.1765,9.153,5.1295,0.3065,4.0645,1006.0,13.807,2.75678141
D4_1_2,14.715,49.6635,43.9065,95.85,181.8765,1.7695,5.894,32.3705,8.9455,5.1565,0.2625,3.9985,913.5,12.7245,1.33712878
D4_1_3,14.368,44.8575,44.8,94.92,166.3715,1.8355,5.713,34.944,8.7725,5.2385,0.223,4.0535,1002.5,11.666,0.98381214
D4_1_5,13.75,46.2995,42.0395,92.825,170.7825,1.796,5.548,31.1715,8.3845,4.7725,0.282,3.8165,811.5,12.8685,0.90687228
D4_1_6,17.099,66.7895,47.952,114.423,237.7965,2.086,6.7565,34.185,11.1075,5.461,0.5175,3.728,977.5,17.96,1.35801261
D4_1_7,15.9745,58.7185,45.9125,102.287,204.988,1.889,6.1595,32.5595,10.251,5.292,0.4615,3.8715,1176.0,16.853,1.15114423
D4_1_8,15.5855,55.067,45.1995,113.283,194.665,2.023,6.0675,34.578,10.0535,5.321,0.397,4.139,988.0,16.011,1.87561201
D4_1_9,13.6155,43.3975,41.804,94.1055,163.709,1.802,5.551,32.538,8.186,4.9235,0.2135,4.0625,822.5,11.1065,1.17644645
D4_1_10,13.4285,41.81,39.053,91.4885,158.7095,1.5505,5.185,30.863,8.0505,4.827,0.2375,3.769,1059.5,11.4425,2.21556408
D4_1_12,15.717,56.576,46.848,107.3335,199.586,1.9015,6.267,33.926,10.3745,5.281,0.409,4.0185,1261.5,16.3415,1.08396668
D4_1_13,13.7865,46.5315,41.2665,91.8885,167.5565,1.6955,5.344,30.0595,8.4085,4.7045,0.3145,3.887,1113.5,13.275,1.58027404
D4_1_14,15.0285,52.3895,45.4695,102.863,191.0045,1.7965,6.131,33.031,9.308,5.1825,0.3245,3.9825,989.5,14.38,0.91136081
D4_1_15,16.1675,55.838,47.8615,111.035,199.377,1.9475,6.2975,34.383,10.0995,5.5515,0.3805,4.191,1421.0,15.8825,0.78265525
D5_1_1,10.413,28.8515,29.8,56.155,155.24,1.9055,3.841,26.894,5.6135,3.784,0.3905,1.4115,409.0,4.161,8.19560365
D5_1_2,13.4655,41.563,44.0,67.423,180.669,2.354,4.6115,26.874,7.565,4.324,0.6455,2.5125,860.5,13.2955,3.0191563
D5_1_3,14.156,44.4855,48.729,72.478,189.929,2.515,4.7265,27.658,8.19,4.3085,0.7415,2.858,892.0,15.7555,4.93434492
D5_1_4,9.8705,27.7835,27.6665,54.118,150.9085,1.956,3.4605,25.9845,5.3265,3.48,0.3755,0.9055,325.0,3.456,4.15276071
D5_1_5,10.8915,31.287,35.3685,59.8485,157.6875,2.165,4.0425,27.886,6.197,3.935,0.446,1.994,470.5,7.16,4.0119959
D5_1_6,14.8555,46.5925,52.7835,76.8765,199.184,2.387,5.0265,29.704,8.642,4.468,0.7105,3.0735,913.5,16.1325,4.3347593
D5_1_7,11.045,32.158,35.79,61.895,165.878,2.179,4.2865,29.149,6.336,4.08,0.427,2.008,492.0,6.072,4.52488857
D5_1_8,11.5475,34.9045,37.939,64.2275,171.8885,2.2975,4.5045,29.0315,6.3155,3.9465,0.4175,1.7195,515.5,5.4005,5.5733946
D5_1_9,11.5285,34.124,37.8995,63.5905,177.261,2.214,4.6,31.066,6.704,3.9735,0.4025,1.7245,484.0,5.2285,3.71103333
D5_1_10,12.135,37.285,38.598,66.1395,185.742,2.0175,4.8465,31.237,6.7665,3.9915,0.3935,1.482,447.5,4.452,3.16642247
D5_1_11,12.002,36.935,38.324,62.836,184.095,2.19,4.7705,30.7505,6.879,3.9705,0.396,1.639,462.5,4.4475,1.07784389
D5_1_12,12.5325,36.752,42.5535,69.1295,187.863,2.4525,4.8935,33.69,7.705,4.4605,0.433,2.1845,487.0,7.0025,2.28595972
D5_1_14,11.695,34.993,40.093,60.809,172.3125,2.4365,4.5625,30.6695,6.92,4.256,0.4585,2.2015,585.5,7.4845,1.55952839
D5_1_15,9.028,24.817,28.2765,53.9035,145.592,1.993,3.457,27.066,5.1225,3.5475,0.3855,1.2685,367.5,3.877,6.69047406
D5_2_1,12.8885,50.435,41.743,91.314,213.233,2.0055,6.314,30.902,8.4715,4.0695,0.6785,3.6145,1268.5,14.2285,2.74705745
D5_2_2,12.332,48.8025,37.653,90.326,216.5185,2.001,6.2835,30.336,7.788,3.876,0.7055,3.64,1110.5,14.3225,9.9239627
D5_2_3,14.0,48.4405,42.0875,99.994,223.8935,1.6235,6.6045,36.322,8.4815,4.441,0.3135,3.6975,1022.5,9.174,6.81500013
D5_2_4,11.445,43.374,37.853,88.8185,185.351,2.1065,5.9535,30.556,7.202,3.7315,0.594,3.5805,1143.5,11.7535,5.27706666
D5_2_5,12.155,51.355,39.825,96.8895,235.6015,2.1375,6.3,29.8145,7.9295,3.7325,0.7325,3.583,1150.5,14.647,4.01323753
D5_2_6,10.395,40.845,34.7205,79.901,173.5605,1.8395,5.4415,26.659,6.4735,3.341,0.6355,3.226,979.5,11.9255,7.81164254
