SampleN,Ga_S,Rb_S,Li_S,Sr_S,Ba_S,Be_S,Cs_S,Ni_S,Sc_S,Ge_S,Hf_S,Nb_S,Ti_S,Zr_S,SumTS
A5_2_1,5.080265033,19.18149075,16.92052929,73.34668764,88.17597326,0.596886568,2.970837431,21.57408075,3.639743765,1.643105586,0.24629845,2.345828638,1026.349538,7.203821697,11.5534482
A5_2_2,5.381996289,20.06604126,17.64695711,74.8969298,90.79946669,0.648056832,3.086388576,21.06403411,3.790074929,1.789124598,0.266773922,2.585826226,1080.0886,8.067381971,14.0181308
A5_2_3,4.679250787,15.61031897,15.28313929,65.06892301,78.57705664,0.588081821,2.550452715,20.13754778,3.324981424,1.754032414,0.255111678,2.835998076,1150.405321,7.312799601,14.3742917
A5_2_4,4.96231426,18.51355768,16.91533564,73.3794036,87.81997611,0.699121646,2.92656254,21.68862668,3.571812991,1.71520207,0.247271302,2.611586731,1064.310923,7.376791937,13.7902942
A5_2_5,4.85605172,16.78044169,15.3075864,69.24484479,88.81897533,0.631575163,2.625586284,19.11050289,3.359715093,1.709125607,0.278328653,2.491316458,1068.092473,7.868790171,13.8006457
A5_2_6,5.615460104,21.80104656,18.99423694,80.32447128,100.5419963,0.818421253,3.446326529,23.65192599,3.926199091,1.885787259,0.25681558,2.502062398,1091.130701,7.810621628,15.9131394
A5_2_7,3.085702601,11.03117273,11.01411642,47.41769328,53.58144265,0.460253584,1.872634585,13.29628104,2.11955874,1.087950667,0.112871092,1.342483662,552.6264521,2.898304923,9.52888762
A5_2_8,3.088936069,11.84813253,10.57484097,50.68014636,56.98745707,0.419736938,1.978838702,13.55085562,2.199717922,1.113997859,0.099441612,1.181673372,573.4246636,3.325034653,12.3230494
A5_2_9,3.885959601,14.09595957,12.50685192,61.47111646,67.51143002,0.443994205,2.42277883,16.16137551,2.660111187,1.379140677,0.125556705,1.25609058,707.5242897,4.297048503,10.2371666
A5_2_10,2.736970343,9.424255384,8.007256637,44.12023277,45.95454701,0.353668535,1.587443145,11.56531696,1.912690522,0.960959827,0.090909386,0.814675654,508.4175527,3.071488634,10.5598095
A5_2_11,2.79393895,10.38148758,7.867500795,45.30449753,49.92187311,0.291690241,1.74361062,11.9608329,1.875657932,0.927747373,0.097928968,1.03727073,516.9299232,3.213177581,2.64643363
A5_2_12,3.268418717,12.39752345,8.647329652,51.74224693,62.69705907,0.321184068,2.083718681,13.85519899,2.221086627,1.076952152,0.096998097,1.314157548,599.1862609,3.341943731,12.8053526
A5_2_13,2.917795643,10.46931811,7.869178485,46.97378014,52.49745785,0.337545063,1.773065534,12.22670448,1.907816972,0.992157653,0.113509699,1.038993452,524.6732183,3.714143555,9.17975548
A5_2_14,3.515456302,13.41228936,9.352021793,53.50730135,64.66656667,0.349912797,2.205106817,14.30305989,2.268405588,1.111997608,0.082009709,0.904959265,574.5517312,2.999004357,15.323941
A5_2_15,2.961896531,11.2683171,7.983567384,47.54813172,54.5527237,0.306786964,1.895012308,12.67737444,2.018458753,0.979329178,0.06581153,0.829251186,516.3859554,2.35697955,14.6181507
A5_2_16,3.743417872,13.81876542,9.93839356,56.34433876,66.48488616,0.344954401,2.235643153,15.30839335,2.48189183,1.272749792,0.10051763,1.142637701,698.5652264,3.461980835,11.4306093
A5_3_4,4.04698385,16.27838554,10.61421819,62.4374202,72.80536217,0.375144056,2.692762803,16.82156347,2.660648491,1.279608521,0.106923159,1.053300042,694.8016559,3.776944345,13.1229181
A5_3_5,4.260574982,16.01636334,10.78946134,64.99899632,73.59067082,0.427068365,2.686130995,16.94966089,2.762346031,1.342382926,0.120576027,1.142557407,742.9434425,4.349627939,5.89808975
A5_3_6,3.274977781,12.28507875,8.275749664,51.60462173,56.41458035,0.322733511,2.05601723,13.04812799,2.153179455,1.084074871,0.108675996,0.923432822,584.9150459,3.471115487,8.17340101
A5_3_7,3.396742737,12.82004365,8.113077856,53.76579255,58.14101445,0.339648029,2.124854406,13.85594448,2.211077685,1.110829809,0.109074337,1.06763973,610.3059915,3.925063943,11.2357642
A5_3_8,3.061883209,11.36199606,7.605046276,49.20653376,51.54868318,0.358168236,1.908083519,12.34450055,2.08847104,1.026569183,0.148486619,1.139222046,547.1603281,3.953941923,6.71893528
A5_3_9,3.063933437,11.24909231,8.111643141,49.35935401,52.74524868,0.355853668,1.893102731,12.55594573,2.028687367,1.020217094,0.088809938,0.854818878,546.6323242,2.946748346,14.8336788
A5_3_10,4.332432251,16.56130276,11.34782545,69.74639091,75.0821668,0.498625676,2.775899563,17.36686337,2.877909019,1.382476362,0.13106653,1.219824871,756.2771444,4.516380036,7.89675979
A5_3_11,3.85396605,14.46829391,10.03237827,61.54912638,69.2899156,0.337083379,2.431272573,15.52274829,2.525308552,1.202039693,0.116172511,1.094502767,665.5639278,3.735095171,9.28840264
A5_3_12,3.984568708,14.85079749,9.715453938,63.97481794,70.17142981,0.445962504,2.428374021,16.18401142,2.642203878,1.255660506,0.11267044,1.13802887,697.5525624,3.839152046,11.5495939
A5_3_13,3.450713333,13.03505954,8.820708697,56.39494529,61.94617633,0.316843952,2.167990361,14.10173905,2.269781224,1.135355709,0.116212936,1.076436342,602.898202,3.744012793,11.0298568
A5_3_14,4.196706092,15.97117776,10.84530164,69.26391801,78.27890145,0.476928146,2.727391622,18.37308466,2.777368755,1.384467424,0.180857891,1.457502661,758.1329067,5.729816493,13.2416985
A5_3_15,4.017432026,15.15185973,10.68999366,67.14385588,74.98479001,0.394608224,2.60062671,18.13750113,2.65993457,1.354756134,0.19056339,1.453585808,725.7586431,5.925730738,10.8381637
B2_2_8,13.5835,40.6015,31.265,30.143,126.1785,1.1005,2.886,24.3185,7.9155,4.201,0.146,4.9485,1474.0,7.107,0.86013661
B2_2_9,14.3825,45.8485,28.21,32.256,134.9025,1.286,2.914,24.196,8.4605,4.328,0.279,3.9095,1509.0,9.185,2.53586201
B2_2_10,13.869,43.3835,29.555,34.618,131.3385,1.0605,2.959,24.733,7.854,4.108,0.2535,4.813,1529.5,8.7345,0.81259666
B2_2_11,15.672,44.1265,31.4635,34.4965,131.6545,1.5935,2.9355,24.874,8.628,5.0185,0.286,4.939,1696.5,9.969,1.20238711
B2_2_12,13.297,37.956,27.8825,31.8685,114.6895,1.213,2.6395,22.5695,7.401,4.2585,0.215,4.4475,1585.0,8.194,2.93275107
B2_2_13,16.231,41.436,34.381,32.442,130.39,1.3905,2.9685,23.8725,7.7435,5.0795,0.192,5.024,1778.0,8.078,2.57547244
B2_2_14,16.046,42.1705,30.039,31.416,125.965,1.2685,2.744,24.838,8.424,5.4265,0.2965,5.855,1582.0,9.4625,1.98345004
B2_2_15,13.435,38.551,33.0355,30.236,124.9575,1.346,2.782,23.6335,7.595,4.2675,0.1475,5.241,1525.5,7.165,0.80849201
B2_3_1,17.8585,37.3275,30.3885,35.3115,135.372,1.482,3.6585,26.498,6.8365,6.29,0.2615,4.529,1870.0,9.43,3.92223082
B2_3_2,16.8075,39.0075,33.6195,35.88,139.9655,1.162,3.782,29.2895,7.613,5.9045,0.1915,4.939,1804.0,8.3595,1.99140431
B2_3_3,14.1265,39.54,30.9945,38.1945,146.1695,1.6245,3.786,27.2675,7.23,4.588,0.245,4.89,1900.0,9.7295,2.50644711
B2_3_4,14.2105,32.1355,29.5085,32.6545,123.0265,1.1225,3.2655,26.338,6.6825,4.653,0.19,4.557,1420.5,7.571,2.09653015
B2_3_6,13.7965,31.6995,28.924,31.288,124.1545,1.2445,3.4175,27.956,6.0165,4.495,0.057,3.644,1295.0,2.879,0.54716445
B2_3_7,13.1705,32.704,31.637,32.9745,131.113,1.3065,3.546,29.1035,6.3705,4.2635,0.1105,4.325,1475.5,5.7735,3.00859392
B2_3_9,17.0535,45.0785,38.848,41.84,166.2665,1.4885,4.327,33.7155,8.7585,5.68,0.2585,5.5285,1877.0,10.1465,1.81311299
B2_3_10,13.9775,33.942,31.081,34.1775,130.611,1.264,3.394,33.496,6.6295,4.585,0.152,4.464,1518.5,6.9565,1.21997383
B2_3_11,13.0385,33.601,29.612,33.561,128.8245,1.206,3.498,26.0365,6.4305,4.1455,0.1485,4.136,1488.0,6.3995,2.06810664
B2_3_12,13.8935,41.717,31.3265,37.8655,151.381,1.195,3.7555,27.0875,7.718,4.285,0.3545,4.4745,1815.0,10.2275,1.6341739
B2_3_13,15.4495,38.929,34.443,38.031,141.8,1.3165,3.927,30.582,7.628,4.942,0.2025,5.2135,1674.0,8.294,1.27781695
B2_3_14,14.025,35.3535,25.957,50.442,146.3745,1.0225,3.5915,22.014,5.7895,4.0825,0.266,4.1435,1493.0,9.707,3.52892555
B3_1_5,2.08411928,8.975715212,6.866749963,29.26509108,48.599857,0.258114349,1.127335146,9.407621623,1.311398315,0.660676965,0.058321246,0.645777271,229.8274974,1.470907135,0.84982267
B3_1_6,2.063559032,9.169758781,7.040279799,29.75226273,49.06960894,0.238613391,1.163238449,9.542099119,1.388687526,0.654498113,0.056339244,0.635849541,235.0818267,1.485770415,1.0154581
B3_1_7,1.892590363,8.100008667,6.466003078,28.45589358,45.62087598,0.273546033,1.016157861,8.670138118,1.172222972,0.556801224,0.049797539,0.561983143,208.1042195,1.338217214,1.14023282
B3_1_8,2.625023363,11.33338888,8.775046652,37.62186157,61.52289903,0.368205418,1.437496571,12.17344817,1.649242445,0.849835719,0.068055796,0.754492609,283.0221841,1.838675333,0.94787888
B3_1_9,1.97877039,8.691167089,6.993988343,29.05499794,46.43987122,0.261494326,1.103516719,9.28711589,1.254969428,0.590169311,0.04884547,0.57168798,217.0865163,1.356492684,1.49296155
B3_1_10,1.940172595,8.298184044,6.98829025,27.60622913,44.7292373,0.256515047,1.061945821,8.761234997,1.215830096,0.595370704,0.049579526,0.556727623,217.4412926,1.365255675,1.58529708
B3_1_11,2.626842756,11.16907542,8.980364126,35.92882436,60.90488,0.340587167,1.418225413,11.76994612,1.636164615,0.847674798,0.066239307,0.743961616,282.7159474,1.774705084,1.98900487
B3_1_12,2.121835756,9.040295107,7.397248519,29.44356985,48.21845619,0.211843978,1.147563308,9.801293637,1.319534785,0.663995156,0.049512866,0.598044753,228.2634412,1.448435951,1.93724039
B3_1_13,1.696010852,7.330451103,5.906591177,25.85230315,41.78032415,0.18185874,0.921537046,7.726307755,1.074092609,0.546304283,0.048420804,0.486443405,186.8790861,1.199785097,1.1756118
B3_1_14,2.274436441,9.900880769,7.979904523,32.26536341,53.56378311,0.289007243,1.24076899,10.40998641,1.424839997,0.743973549,0.05743847,0.649912931,248.4924613,1.556510496,1.96029139
B3_2_5,3.881618009,13.65773117,11.23609516,31.00940093,61.17738463,0.379924278,1.631094313,15.74642107,2.640543236,1.41295088,0.093526559,1.746740223,757.7759666,3.08520633,3.0177288
B3_2_6,3.705241254,13.4365739,10.83673059,26.6505443,57.39135699,0.424851297,1.645877253,13.42530883,2.532339294,1.415894329,0.086098274,2.680676315,634.7566734,2.868388338,4.36629786
B3_2_7,3.816135566,14.46906692,11.08009983,30.01621954,59.9115978,0.445531187,1.726888044,14.46784773,2.621348772,1.410704043,0.095283551,1.814750009,704.250653,3.113715086,3.06934659
B3_2_8,3.894794151,12.88077097,9.793974683,28.36644608,55.28082175,0.364414465,1.55462979,13.65797035,2.47325543,1.542754654,0.082125198,1.57059483,690.1879303,3.00038696,4.43310655
B3_2_9,4.172826147,15.25659965,11.59057305,29.56013763,69.86122567,0.449739055,1.854589175,14.7743275,2.752761301,1.538825098,0.064066603,1.536544647,670.0351099,2.72638844,5.54839835
B3_2_10,4.648337856,16.6163711,13.05220927,34.75824074,69.59107858,0.485187854,1.959326749,16.8184957,3.040531591,1.63949323,0.072443176,1.623232759,766.4373771,2.808847825,3.57391581
B3_2_11,4.212891387,16.04502557,12.9078138,32.3363253,71.38340391,0.396101345,1.987404782,15.7441053,2.80737189,1.485911992,0.045950462,1.253713053,667.7073111,1.851246925,4.69591199
B3_2_13,4.245862257,15.67066849,12.41150235,33.1181285,68.41934591,0.423151018,1.924009696,15.79567312,2.864649276,1.497119476,0.053193689,1.391837525,702.2483906,2.328312066,3.39249889
B3_2_14,4.118417018,15.68623752,11.86611843,32.31996859,72.07757114,0.456443454,1.988789789,15.42345468,2.787394838,1.398823035,0.091079473,1.819460234,691.321231,3.050596961,4.46871695
B3_2_15,4.404875356,16.34045678,12.97155904,36.72234371,77.77940908,0.53638012,2.005708108,16.17036552,2.918979424,1.580941069,0.094342697,1.516578412,697.785425,3.10743786,7.89368061
B3_3_5,5.69210485,24.78472442,18.34175296,50.72020394,114.0365829,0.709929154,3.120445719,21.56420533,4.014818594,1.642237305,0.064927704,1.652801355,768.740483,1.84081747,0.69650165
B3_3_6,5.653823007,24.42164473,17.79046076,50.56117971,116.6459424,0.667056211,3.061461858,21.22660766,4.034532478,1.624719486,0.063038242,1.643511327,758.8902254,1.782254363,1.17551942
B3_3_7,6.12614459,26.27443116,18.83711278,48.71559179,121.632977,0.780955447,3.319160901,23.20804713,4.342304937,1.796865558,0.077299739,1.797802295,805.315511,2.208869811,2.51494815
B3_3_8,5.772192874,24.92300067,18.68423551,48.52449905,117.841809,0.668739525,3.193731086,21.55096203,4.102625852,1.704083842,0.089849174,1.876642634,792.4391964,2.715240552,0.45407133
B3_3_9,5.321228387,23.1493474,16.95784931,44.10011711,108.1043002,0.559386018,2.997741526,20.04681227,3.765187442,1.534924262,0.077822917,1.75028179,725.6512542,2.22018814,0.8273304
B3_3_10,5.218639599,22.33172667,16.63614886,45.92803777,106.4838001,0.710642534,2.89925645,19.6860411,3.642990518,1.528875411,0.081228233,1.654659218,715.8836824,2.408806483,0.86805331
B3_3_11,5.003904186,21.73219047,16.03570085,42.16731111,101.5763685,0.528956285,2.788778199,18.99422486,3.52141406,1.414682708,0.081233491,1.590300514,683.0203242,2.363184012,1.13340464
B3_3_13,5.642440833,23.48200426,17.51483618,46.40575118,111.8315746,0.579912686,3.036103563,21.53163376,3.914704895,1.627384135,0.086293231,1.783267562,747.8158577,2.619168282,0.51373908
B3_3_14,6.048649246,24.99165558,18.30884292,48.60322715,116.4891176,0.604117784,3.178774599,21.63701403,4.151408664,1.762428141,0.06919738,1.724793906,789.3899019,2.238477215,0.69984957
B3_3_15,5.703220098,23.17223842,23.51655627,44.71907592,106.7369685,0.782361535,2.876089501,23.12604967,4.196838254,3.055981146,0.091020908,2.007755968,868.3656672,2.36093076,0.23996605
C1_1_1,8.516862452,6.542618942,8.495331698,17.5117251,150.859467,0.526635805,1.181959723,27.17701433,15.44136937,3.180247591,0.057409034,1.881964794,3241.129074,0.694979966,9.28917591
C1_1_2,9.955184809,5.555254694,7.775702111,20.20920343,134.7596037,0.545876012,0.945797516,34.8676171,18.37444117,3.368603115,0.064728359,1.176201495,3088.819465,1.064545494,18.1656021
C1_1_3,10.00033287,7.850367268,7.732381897,23.45282275,181.6361351,0.542684339,1.396491049,36.39939863,17.31499867,3.280878496,0.042491738,1.539321334,3168.490906,0.791360412,13.3148562
C1_1_4,10.27692426,7.338114774,9.071161365,23.14270629,173.8740012,0.574211669,1.223490205,39.76057067,19.38036516,3.488907434,0.080774108,1.549830778,3175.685775,0.821720543,5.48009605
C1_1_5,8.984038408,6.624972698,10.16427703,23.81704217,116.8429187,0.60886655,0.895696258,49.3338574,19.29474119,3.817355873,0.056945817,1.780166957,3809.485736,0.899824152,14.2906471
C1_1_6,8.671483216,8.669479866,10.08120041,26.96560869,130.8342061,0.597998313,1.367216851,55.02437573,17.19268893,3.523201039,0.092277733,1.931368288,4232.16005,1.837127687,6.55533934
C1_1_7,11.09987777,8.915851936,10.25287874,25.95451631,210.5884889,0.630207873,1.573967319,43.19481167,20.87659507,4.035193442,0.072109744,2.00358055,3663.296709,1.260302159,7.73165642
C1_1_8,11.20695886,11.04400167,10.89453641,23.36855057,303.8231704,0.607365566,1.874620802,46.3553294,19.94701659,4.03066921,0.035320583,1.399758944,3329.354785,0.499381924,3.16567685
C1_1_9,8.559382979,6.686855487,7.617756207,19.39422846,148.254011,0.505602785,1.066952503,33.99890247,16.62255356,3.168741576,0.044693671,2.011400791,2835.628215,0.819735137,3.88428563
C1_1_10,11.43790828,18.73773112,10.60495341,24.94371363,250.3970492,0.760186447,3.494584828,33.78824184,19.46338016,4.04907185,0.051130984,2.729787606,3634.274256,0.784259515,9.92776122
C1_1_11,12.24493343,5.617608992,10.58876105,26.34938441,152.1520705,0.687831818,1.092844176,44.88962928,23.13746911,4.332310303,0.131010953,1.755760068,6148.096737,1.965051388,15.1166877
C1_1_12,10.43972251,8.024717051,9.525180692,22.02588546,181.5938476,0.653413385,1.411379966,34.40040389,19.32612858,3.724103801,0.057582287,2.037708657,3632.379192,0.974036309,11.6129034
C1_1_13,12.74645026,16.28394211,10.87763992,29.72356061,321.6809653,0.797064049,3.095327447,51.99718297,23.79595609,4.983449995,0.084553984,1.890260669,2961.889377,1.472555761,8.44888142
C1_1_14,13.22203683,12.8829471,12.40510286,27.18790616,360.7849197,0.711011409,2.319401325,62.31401184,23.49764121,4.785860476,0.081753467,1.400617144,2491.77989,1.488266784,5.17560108
C1_1_15,11.46131705,10.93466148,10.70862526,26.18558153,254.2256951,0.605496044,1.907286212,51.9013332,21.15738204,4.141693789,0.072387116,1.692259564,2241.902774,1.352162509,9.26339787
C1_2_1,6.784091111,25.73690418,18.18920718,17.86848003,127.6042514,0.893292539,3.510465906,24.88624183,4.853786854,2.064214875,0.064267283,1.89977556,770.6365774,2.771290948,10.7044857
C1_2_2,7.323394812,28.15528621,20.67890386,20.05762651,132.6615011,1.273173479,3.920775193,26.00228908,5.086514976,2.13728516,0.115377883,2.114894423,834.0366571,5.196104063,6.13841237
C1_2_3,5.383654853,21.81999584,12.36159162,10.86185578,85.65569634,0.844034542,2.588413646,15.44305905,3.313129795,1.632288479,0.040540033,3.176001008,709.9528124,1.66977699,3.73709508
C1_2_4,7.555966759,29.38631345,20.35550834,19.90376881,135.3722716,1.202995645,4.094242307,25.05561555,4.992991352,2.281195602,0.104691029,3.372682286,898.5253509,4.175653044,5.51472793
C1_2_5,6.319599012,25.48231141,16.92657894,16.71705536,109.7961267,1.177385997,3.358459076,22.96975844,4.136250169,1.903102939,0.071316641,2.755208186,777.0482924,3.217215159,3.46969329
C1_2_6,6.833886628,28.19638582,18.86041161,18.26299291,124.9923127,1.126171708,3.733342226,23.99253766,4.616529255,2.083909078,0.11295637,2.798850732,844.6708014,4.45499088,1.32017311
C1_2_7,6.834930352,26.45292184,19.41757501,18.24671828,126.9726712,1.158095729,3.695029565,23.49656549,4.683757257,2.073328055,0.112714134,3.646095744,796.8054526,4.750477714,8.9922877
C1_2_8,6.004613507,24.41509935,15.69444288,15.84101426,108.4220115,1.020925321,3.108914614,20.43796369,3.910293114,1.838855672,0.059787339,2.773735693,746.5375649,2.758331369,4.31284145
C1_2_9,6.540306065,26.76251214,17.2775069,16.34230027,113.0976888,1.026698234,3.433440196,21.74687892,4.217624783,1.948437394,0.045706589,2.377511889,760.2452555,2.058827514,7.39142619
C1_2_10,5.330529127,21.68369417,12.97423728,12.6321327,89.6222993,0.796330366,2.694543237,16.48759255,3.319650332,1.638698181,0.043525358,2.563182407,662.2859242,1.490309502,4.46507626
C1_2_11,6.819309288,26.96504223,17.59340548,16.5992226,119.6864046,1.107429304,3.616588059,21.15309111,4.345313028,2.070880493,0.085185049,3.421705962,806.4483751,3.469363448,5.66848097
C1_2_12,7.059578077,27.5626692,18.36675244,18.11961701,129.0251179,1.235209208,3.818586556,23.50184421,4.619822024,2.077515949,0.091938886,2.893442404,825.3737472,3.816414947,3.20702526
C1_2_13,7.085165939,27.69282996,18.81334812,20.60320715,140.5078358,1.049891006,3.837737774,26.46860204,4.78995501,2.056921038,0.102176637,2.509914428,812.8149679,4.378623167,10.3059194
C1_2_14,6.131176761,24.90156539,16.36424619,12.05198905,91.68702796,1.035733491,2.834924515,19.03825119,4.065953215,3.587148126,0.074409979,4.037422999,832.9701288,2.43168843,0.56000093
C1_2_15,7.422890274,28.60493103,20.7669046,18.73691361,118.5208242,1.330805065,3.585699902,24.87294983,5.218687643,4.004656131,0.076764602,3.420876571,938.3087216,3.402087743,5.18236306
C1_3_1,4.555244657,18.26167092,11.56972229,10.80580572,79.83604875,0.785047934,2.142072188,14.79991501,3.155893294,1.545396268,0.030357088,1.350065068,484.8194222,1.296974457,0.29673571
C1_3_2,4.705799853,19.10582678,11.76190314,10.89680924,80.02024415,0.758341448,2.240513778,15.77161708,3.194168449,1.557990606,0.040465476,1.354070534,495.1082824,1.693885696,1.84663183
C1_3_3,4.781561552,18.16907306,12.50554068,12.66008603,82.26176421,0.786621064,2.056542993,15.96135068,3.101483772,1.417867856,0.027406529,2.204526643,747.3766027,1.147316521,0.93398731
C1_3_4,4.942434295,20.07129912,13.02957878,12.14260869,92.43712355,0.713323827,2.323105521,16.10911893,3.432240638,1.39950863,0.052678466,1.62545896,525.0673675,1.595728071,0.59626432
C1_3_5,4.489740371,18.29561866,11.15724778,10.77495891,87.94162889,0.658184325,2.143717818,14.96841078,3.073399954,1.230422712,0.025561511,1.240116811,473.9223102,1.064333541,0.41726575
C1_3_6,4.771169576,19.09797747,12.12726302,11.44266316,86.18530322,0.727263847,2.227118009,15.68020103,3.2322471,1.214977214,0.030484272,1.386964404,499.0824412,1.260156187,0.59047946
C1_3_7,4.95323779,20.71581925,12.53185238,11.50765439,89.31131242,0.804286526,2.333008297,14.97707541,3.33198227,1.185275937,0.026616772,1.358620356,514.0998883,1.07960126,1.71318651
C1_3_8,4.539227826,18.02112828,11.490069,10.5048597,80.73081055,0.706263418,2.092917545,13.92088526,2.990568305,1.090219533,0.032370106,1.334960328,477.2200823,1.310407357,0.50795346
C1_3_9,4.439375969,17.57788159,11.32344036,10.11173586,77.7480079,0.644852756,2.124228926,14.27283921,2.958212527,1.009632862,0.03564925,1.42430543,464.5995283,1.471860992,6.03187482
C1_3_10,4.382615199,15.61285879,11.51490023,11.50807776,77.18508925,0.740873224,1.895613414,14.01296591,2.971020279,0.944341287,0.034085501,1.883078047,794.1985882,1.353584047,0.62284484
C1_3_11,4.772939621,18.65424291,12.77736517,11.00114867,74.51614901,0.857292004,2.076627795,15.48709424,3.510885648,2.544173151,0.071190615,1.971849866,536.2215547,1.497595887,1.38036505
C1_3_12,5.608002447,21.4671411,14.88259609,11.86433965,89.68559818,0.913007362,2.427343821,18.47693252,4.312265262,2.724622861,0.041616986,1.633277959,615.3109493,1.558068023,2.23891639
C1_3_13,4.654014756,18.53620105,12.45417775,11.32989955,86.91638157,0.703863115,2.150040759,16.89114638,2.969827627,0.957663964,0.040743279,1.549183254,490.4783247,1.450230356,2.61995987
C1_3_14,4.614736623,18.77866146,12.1703087,13.90757951,83.43331368,0.791924864,2.198289624,17.34397031,3.077993194,0.889129645,0.036974823,1.394400045,493.8739522,1.484183572,1.51622875
C1_3_15,2.122465099,8.350505933,5.26460662,5.878732118,41.35952636,0.352176347,0.963713667,22.32602111,1.349320724,0.415929547,0.041919785,0.926354887,209.014069,0.778645525,1.5520063
C2_1_1,11.9315,33.2805,31.605,43.881,133.4695,1.908,3.84,28.281,6.4485,4.593,0.5195,3.173,702.0,8.137,2.38389827
C2_1_2,14.1925,39.7815,35.832,45.7205,142.4465,2.1135,4.2595,32.0475,7.8575,5.189,0.435,3.4565,870.5,5.954,0.68918522
C2_1_3,11.1735,28.079,29.1195,30.909,117.5945,2.059,3.372,29.002,5.7895,4.2775,0.4385,1.951,612.5,4.7435,6.1817862
C2_1_4,12.127,31.1715,34.3495,35.0145,121.3035,2.191,3.564,30.3335,6.885,4.772,0.4675,2.9165,656.5,7.245,3.38751591
C2_1_5,14.501,35.704,37.826,38.7945,137.4095,2.61,4.035,32.2215,7.9405,5.622,0.495,3.6715,767.5,8.77,1.44121211
C2_1_6,13.0535,32.0155,34.6415,35.7285,124.1485,2.2095,3.6225,30.425,7.092,5.003,0.476,3.4965,836.5,7.994,1.8547526
C2_1_7,14.534,37.617,39.2565,43.3505,145.4835,2.4315,4.3535,34.9605,8.406,5.487,0.4895,3.71,859.0,8.8805,3.44259623
C2_1_8,13.9635,34.4615,37.4595,42.856,143.3745,2.4425,3.7755,32.0335,7.874,5.161,0.4855,3.228,713.0,8.309,2.03475667
C2_1_9,13.6335,38.555,33.2965,41.79,136.3185,1.9875,4.093,29.8765,7.4795,4.89,0.426,3.2235,789.0,5.491,1.94103142
C2_1_10,13.216,34.783,36.8045,36.317,132.2745,2.1675,3.909,31.3105,7.6195,4.9685,0.458,3.013,688.0,7.128,3.57848379
C2_1_11,12.9845,33.8805,34.939,34.6535,127.4075,2.2895,3.8365,30.8925,7.274,5.0195,0.455,2.9495,723.5,6.3255,0.85772091
C2_1_12,12.361,31.5525,33.855,35.738,120.714,2.21,3.555,29.364,6.8645,4.858,0.459,2.955,743.0,7.1225,1.60478838
C2_1_13,13.4235,32.4115,34.997,37.6955,130.707,2.2505,3.747,31.941,7.1365,5.2735,0.468,2.9735,935.5,6.9,1.32266646
C2_1_14,12.8055,37.2035,37.889,64.707,164.264,2.311,4.3835,32.472,7.341,4.4775,0.4865,2.751,785.0,6.7175,1.60005689
C2_1_15,13.3275,35.249,36.3645,37.7505,132.9095,2.222,4.1965,32.241,7.6495,4.9995,0.4345,2.968,787.0,6.5745,2.44242539
C2_2_1,12.982,46.7465,29.542,72.7565,194.3015,1.422,5.115,23.9085,7.352,3.649,0.5305,4.2455,1222.5,15.63,4.94815433
C2_2_2,13.467,46.6325,31.5795,66.709,197.8015,1.2575,5.351,25.356,7.306,4.065,0.5275,5.59,1366.5,15.7425,7.99257962
C2_2_3,14.448,62.8455,39.3845,115.9945,180.9455,1.632,6.8815,30.896,8.9295,4.099,0.5825,4.2505,1255.5,16.7115,2.41763553
C2_2_4,14.922,51.15,37.404,77.5495,208.905,1.664,5.6255,30.446,8.4525,4.1555,0.401,4.8825,1467.5,11.1505,2.77650221
C2_2_5,11.282,37.6395,24.9705,66.152,169.315,1.1145,4.379,21.279,5.997,3.7035,0.395,4.1115,1165.5,12.284,6.96729446
C2_2_6,15.0825,63.104,44.2905,290.814,328.0905,1.5985,6.7345,32.5545,9.8445,3.052,0.499,4.2035,1381.0,16.0835,3.53108632
C2_2_7,13.4415,46.569,28.9105,63.4405,193.4375,1.392,5.028,24.3995,7.1145,3.9735,0.552,4.7945,1404.5,16.1165,6.8556172
C2_2_8,11.897,40.257,27.293,67.8955,187.2985,1.398,4.8405,23.157,6.3845,3.485,0.4,4.294,1200.5,12.989,9.29138855
C2_2_10,14.2195,60.373,39.597,116.405,171.4725,1.585,6.868,30.61,8.4845,4.0175,0.528,4.2235,1302.5,16.068,7.95873383
C2_2_11,12.6295,42.981,29.4135,65.6705,184.284,1.3525,4.797,23.0965,6.683,3.981,0.581,4.743,1231.5,16.0365,6.35992176
C2_2_12,13.6285,47.6995,31.318,64.962,206.4225,1.3665,5.284,25.4455,7.429,3.9435,0.568,4.7715,1291.5,16.6795,4.15025084
C2_2_14,11.732,38.4385,25.865,64.3585,166.403,1.1965,4.575,22.092,6.078,3.665,0.3525,4.5755,1272.0,12.2355,4.00473282
C2_2_15,12.6865,44.334,26.582,61.1995,187.321,1.1935,4.499,21.1665,6.909,3.6845,0.607,4.4045,1231.0,16.403,7.41239649
C2_3_1,14.177,55.2845,33.7175,85.2255,246.21,1.5045,6.2435,27.85,7.807,3.889,0.4095,4.845,1165.0,14.3415,1.85412971
C2_3_2,14.2075,55.2695,34.1655,77.8,242.813,1.5125,6.369,28.8555,7.8325,4.083,0.3935,4.7135,2604.0,14.131,1.62396768
C2_3_3,8.2575,19.62,19.1655,46.283,136.629,1.0835,2.1205,27.381,4.089,1.411,0.0275,1.0305,229.5,1.627,1.96391958
