SampleN,Y_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Th_S,SumTS
C2_3_9,14.3805,36.469,76.675,8.395,32.141,6.184,1.1485,5.298,0.6775,3.667,0.6505,1.765,1.471,12.923,2.31284372
C2_3_10,12.347,31.682,66.369,7.364,28.0585,5.422,0.9555,4.636,0.587,3.121,0.544,1.4995,1.213,10.4555,2.57820055
C2_3_11,14.54,36.941,80.593,8.5925,32.668,6.324,1.181,5.4005,0.69,3.7315,0.658,1.7845,1.491,12.9945,2.89358939
C2_3_12,14.1425,35.3235,75.8235,8.2425,31.412,6.1705,1.141,5.191,0.668,3.5745,0.643,1.7435,1.453,13.541,4.70722714
C2_3_13,15.344,36.915,78.5415,8.528,32.6315,6.244,1.1735,5.354,0.6945,3.749,0.667,1.825,1.523,12.7535,1.98731377
C2_3_14,14.4235,34.997,74.0775,8.033,30.627,5.8905,1.109,5.0405,0.645,3.542,0.6355,1.7315,1.4525,12.2765,2.47281571
C2_3_15,15.8945,39.605,84.6625,9.15,34.9405,6.755,1.2495,5.768,0.738,4.0085,0.719,1.9635,1.6335,13.801,2.02644209
C3_1_1,7.19785741,14.83641317,31.69322808,3.462389693,13.1981224,2.592006343,0.494274273,2.323519855,0.297532343,1.552842554,0.272857508,0.726658377,0.572633366,4.570415986,0.75690167
C3_1_2,7.724739988,16.68738334,34.50947195,3.767926454,14.38118515,2.764348225,0.525350216,2.496851786,0.3275608,1.642008555,0.292180145,0.752542437,0.610190338,5.057876554,2.26219127
C3_1_3,13.13887854,27.32794481,55.68562116,6.114246593,23.16328341,4.506197438,0.867122641,4.173524628,0.536558717,2.74837698,0.483063968,1.305727549,1.037300864,8.355558709,2.77016987
C3_1_4,8.243944998,17.50643395,36.22922344,3.935519214,14.88648394,2.883385607,0.554641383,2.66111343,0.340723913,1.76169421,0.309003999,0.805460919,0.651104876,5.184564273,3.36959591
C3_1_5,7.777746208,16.32818864,33.09857231,3.664888393,13.88970512,2.666036487,0.512398611,2.479146434,0.31444898,1.61033077,0.282270482,0.753067678,0.596412647,4.757917216,4.03425261
C3_1_6,14.19782313,27.17460554,55.39936145,6.273052679,23.51716239,4.612111381,0.935228363,4.5864118,0.555272537,2.732438011,0.4888375,1.29007909,1.04914379,7.146670699,4.93372907
C3_1_7,13.27567364,24.87339087,50.07857599,5.694410514,21.40716312,4.153852674,0.843927959,4.139043775,0.49703767,2.54663865,0.450537287,1.182703597,0.954396632,6.517539583,4.61698535
C3_1_8,12.84486136,23.43922163,47.41542552,5.388190386,20.40090776,3.974255755,0.819854799,3.975944282,0.47410845,2.393785032,0.425231378,1.143600933,0.920403013,6.27415051,2.31304111
C3_1_9,11.74751909,23.9979752,50.45464743,5.399596667,20.46994037,3.994228814,0.78173699,3.68073564,0.482327827,2.440190022,0.43541363,1.171695019,0.942700774,7.233391059,1.26271653
C3_1_10,11.3122282,23.82558941,48.87843351,5.35391335,20.14506015,3.949367765,0.756082306,3.637338641,0.464743419,2.379325963,0.424206374,1.107488631,0.916616566,7.444219088,2.15336363
C3_1_11,11.7077616,24.89924792,52.13630997,5.596539906,21.09488477,4.107384311,0.801837806,3.779313092,0.487912752,2.474105813,0.43093372,1.168276372,0.954453225,7.432627271,5.32812908
C3_1_12,13.2822757,27.81237839,56.97024157,6.191948484,23.46038384,4.544559227,0.885388393,4.168351692,0.540097442,2.776980458,0.492405978,1.299653066,1.067370801,8.197015978,2.15011473
C3_1_13,12.01729939,26.22415071,56.43421789,5.898268374,22.05719939,4.284237189,0.828653362,3.936043922,0.510285333,2.587871022,0.45332733,1.207988454,0.987612753,7.998804902,2.8191988
C3_1_14,12.4047222,27.61453217,58.21024104,6.146886755,23.40352303,4.56336154,0.877354482,4.055692414,0.529369265,2.661143285,0.4673222,1.263618388,1.036297257,8.281754962,1.70121196
C3_1_15,11.31531747,23.77471551,48.63261173,5.291138985,19.9023673,3.87681838,0.753324244,3.56996794,0.462952891,2.365727713,0.419644488,1.087843712,0.896161319,7.286218883,2.17286812
C3_2_1,10.45013901,21.14051733,41.98244774,4.640728224,17.62860316,3.463924151,0.690739243,3.247121829,0.427405049,2.164061702,0.386389579,1.007782319,0.830499425,6.032417691,1.52207055
C3_2_2,15.08916767,30.01724672,58.82584494,6.616422129,25.03295786,4.947602695,1.006209268,4.644101706,0.600181165,3.051572959,0.543973469,1.428076507,1.170260466,8.329620552,1.25912625
C3_2_3,15.1360923,29.69062537,58.87012414,6.54360329,25.01417235,4.955722004,1.021186183,4.601456713,0.60291922,3.067200427,0.553611741,1.465048253,1.176540688,8.466308667,8.03108721
C3_2_4,15.05415609,27.85566636,55.36601539,6.268874776,23.80125746,4.656630065,1.004524045,4.67688785,0.578567603,2.903493761,0.523286388,1.381882232,1.116158584,7.820536626,2.23672063
C3_2_5,15.31586772,30.36744066,60.73386471,6.705253465,25.68085429,5.043073642,1.028524276,4.694605415,0.604953743,3.117727324,0.557043993,1.490503394,1.191272554,9.097463605,2.73053043
C3_2_6,15.44275909,30.5330937,60.314977,6.716723395,25.5128215,5.059071803,1.013042465,4.680465634,0.611450309,3.155785172,0.562387842,1.473179996,1.177343408,8.661661379,7.26687573
C3_2_7,14.02968328,26.22931159,52.2328857,5.878739078,22.3038207,4.408385109,0.919103137,4.369229698,0.531964721,2.690290752,0.488826559,1.2856326,1.024529553,6.978948883,5.63871692
C3_2_8,15.18931041,28.60831631,56.62652449,6.369510338,24.33655345,4.788708163,0.991780536,4.794682476,0.584393369,2.969178793,0.536078821,1.481052834,1.146518757,7.790697843,1.95857049
C3_2_9,13.4161644,25.56881837,50.98500389,5.718485408,21.65188123,4.239643357,0.87609688,4.233308218,0.51232117,2.591864254,0.468449107,1.248377236,1.007201812,6.842432504,6.05822439
C3_2_10,14.79853834,28.4229994,57.10370567,6.326661406,24.0459441,4.697126781,0.988327806,4.77305908,0.580037729,2.928988018,0.5238301,1.374725436,1.105332415,7.901407189,7.5636624
C3_2_11,14.21686225,27.29765441,54.57381763,6.063900633,23.36947165,4.648722944,0.949622757,4.567068173,0.559501361,2.829107147,0.510844079,1.354856659,1.071931337,7.831508085,7.10651794
C3_2_12,12.65848548,24.44107958,48.98082278,5.442027115,20.66354047,4.087343689,0.821490887,4.072033362,0.490275708,2.525101849,0.448873697,1.189089955,0.968055755,6.807921839,1.72277832
C3_2_13,14.18077918,27.53203328,55.20887484,6.069516591,23.08882017,4.525889671,0.929853469,4.514230133,0.552897642,2.792808836,0.502997249,1.333030597,1.054838784,7.483160331,2.29496137
C3_2_14,13.66242295,25.97697624,51.88886,5.766701493,22.05671572,4.357810342,0.895476663,4.316670567,0.528489651,2.709677501,0.486992676,1.286812249,1.034478414,7.224660804,7.19838632
C3_2_15,14.20093273,28.86551039,58.19209027,6.367014309,24.04734592,4.684413844,0.930085823,4.663812325,0.566476792,2.848637288,0.511349653,1.369868308,1.091398188,8.038363104,1.91185046
C3_3_1,4.788825871,10.6053448,20.92990279,2.52983498,9.478098339,1.86407707,0.366335837,1.728769161,0.216651769,1.09948235,0.193520467,0.503040331,0.404502101,3.159668867,3.34782893
C3_3_2,4.800906879,10.53660631,21.42847859,2.564979747,9.564418754,1.898158808,0.354261942,1.711115637,0.216612274,1.102712033,0.19289076,0.499315164,0.399247677,3.322726276,5.08807029
C3_3_3,5.326617633,11.19937622,21.98171184,2.68945921,10.02596605,2.005425179,0.378728493,1.880454335,0.226609426,1.17905215,0.207866992,0.542121041,0.430436492,3.593274154,1.65727255
C3_3_4,5.233417743,11.23860296,22.05596755,2.731950606,10.36532806,2.023990267,0.379993282,1.84804631,0.236224157,1.18814291,0.209704717,0.534816307,0.431624761,3.422162221,11.3495064
C3_3_5,5.843884679,12.94132887,25.67709364,3.109611177,11.5305559,2.216074157,0.423848717,2.105999072,0.26694343,1.331406022,0.229542069,0.598115554,0.477774611,3.865694573,9.12385778
C3_3_6,7.073186567,15.25775204,31.25060122,3.669997233,13.78582994,2.652340403,0.519107027,2.503601878,0.318909375,1.592256981,0.28427534,0.743856263,0.591081708,4.419138652,3.33441405
C3_3_7,5.53472763,11.67946441,23.29703555,2.811954902,10.54987057,2.059691093,0.384707871,1.944540053,0.245752836,1.226983322,0.216755069,0.579625091,0.460901772,3.34230635,1.40825369
C3_3_8,5.110867246,11.33147417,22.69516261,2.711744798,10.28423239,1.981962733,0.368296535,1.822609029,0.229372919,1.150107418,0.205669718,0.523530025,0.424677128,3.577211563,8.02947917
C3_3_9,4.527346265,9.630727273,19.37266877,2.293101337,8.577470531,1.6352428,0.3158449,1.558032631,0.197973228,0.990923891,0.173924841,0.461304364,0.36888076,3.16430055,3.4909486
C3_3_10,4.97566864,10.54235839,21.34421888,2.551758369,9.611322744,1.903431917,0.359449607,1.728497885,0.218261494,1.095708649,0.196127833,0.508457628,0.402983237,3.214892217,11.6099775
C3_3_12,4.985337742,10.76517037,21.85503009,2.596346616,9.781182897,1.877320906,0.368742088,1.745603899,0.221398028,1.123266536,0.198405116,0.520706243,0.425307619,3.521214011,8.33619249
C3_3_13,5.699516317,12.79082225,25.62536087,3.040788713,11.44413016,2.238414669,0.409267616,2.054340224,0.25624094,1.283902106,0.226292474,0.590313412,0.470692917,4.111004963,5.14429551
C3_3_14,5.283619695,11.72915815,24.15398957,2.818820728,10.51528581,2.071082795,0.386633571,1.888615322,0.238969988,1.195967271,0.205908283,0.54971947,0.445892848,3.510194077,12.1021853
C3_3_15,4.799619961,10.62223055,21.54120355,2.49913434,9.381265106,1.833247859,0.346439336,1.70521856,0.212617086,1.067211597,0.18567836,0.487047857,0.4068892,3.124423261,6.80823859
D1_1_1,13.959,33.9055,70.837,7.8315,29.9615,5.853,1.0635,4.9525,0.629,3.4055,0.594,1.614,1.331,11.5665,3.09074293
D1_1_2,11.9405,29.232,60.957,6.882,26.4975,5.2015,0.941,4.3585,0.556,2.9215,0.516,1.37,1.12,9.623,3.4245826
D1_1_3,16.3955,35.851,74.358,8.191,31.035,6.01,1.078,5.0205,0.6405,3.4335,0.6015,1.648,1.3685,11.6215,6.45916733
D1_1_4,14.79,34.5735,71.952,7.9685,30.578,5.9855,1.1105,5.0525,0.6515,3.5095,0.6235,1.712,1.42,11.88,2.52562148
D1_1_5,15.961,37.336,78.9315,8.6615,33.2915,6.405,1.1675,5.4505,0.699,3.7795,0.6735,1.8315,1.5135,12.948,2.59008023
D1_1_6,14.609,35.3915,74.208,8.158,31.1725,6.0485,1.088,5.1305,0.6505,3.516,0.624,1.694,1.411,12.1335,3.2900164
D1_1_7,15.2935,34.177,70.553,7.6965,29.262,5.6045,1.0135,4.6885,0.596,3.225,0.5655,1.5665,1.317,11.129,1.18214422
D1_1_8,14.3725,33.999,71.1635,7.81,29.972,5.7725,1.05,4.94,0.6315,3.425,0.6015,1.633,1.3615,12.236,1.52138023
D1_1_9,15.82,37.267,76.2615,8.3645,31.444,5.977,1.0445,4.95,0.6265,3.3595,0.5845,1.6045,1.3355,11.881,2.72126498
D1_1_10,16.6285,37.6865,78.2645,8.6055,32.6045,6.234,1.111,5.1515,0.65,3.471,0.6055,1.648,1.36,12.0075,4.57951982
D1_1_11,15.6705,34.14,70.8705,7.7505,29.3605,5.631,1.02,4.753,0.609,3.2945,0.582,1.6025,1.3365,11.0105,3.12807097
D1_1_12,15.4515,34.7855,72.5155,7.9565,30.3065,5.7745,1.032,4.83,0.6095,3.261,0.5695,1.558,1.2845,11.414,2.33516884
D1_1_14,,,,,,,,,,,,,,,2.15060592
D2_1_1,8.91612311,18.44867338,37.971796,4.39640517,16.43882308,3.187755315,0.618731754,3.327309418,0.392203257,1.872777492,0.32965254,0.867229308,0.683407864,5.062457329,0.65341443
D2_1_2,9.479138893,19.65683361,40.00361208,4.654283365,17.33683174,3.352928606,0.641759576,3.496516809,0.407789159,1.921403061,0.345931916,0.908907992,0.701178457,5.241838467,0.60383613
D2_1_3,9.062682934,18.77399111,38.33565678,4.401063192,16.42606983,3.198309008,0.606329968,3.274860318,0.38376083,1.833562363,0.330705048,0.858951948,0.67368575,5.233888048,0.47987713
D2_1_4,9.387510559,18.51538283,38.42918698,4.380357002,16.39409054,3.223123944,0.614013018,3.272791797,0.391056199,1.864241344,0.337340503,0.900607679,0.697623481,5.126108349,0.66220949
D2_1_5,9.703663393,19.65905175,40.34054841,4.64784181,17.98874552,3.43943518,0.650588978,3.496784952,0.413523166,2.0052677,0.361729958,0.919621708,0.722649773,5.317587721,0.44207692
D2_1_6,9.014726603,17.67601362,35.87637825,4.112863777,15.32495356,2.966860863,0.586269409,3.059665815,0.362293951,1.733329097,0.314091852,0.79828001,0.643235738,4.562019104,1.80361269
D2_1_7,9.561499028,19.21711551,39.55502852,4.521047745,16.88721015,3.242032344,0.628816402,3.374516328,0.396691956,1.889929776,0.330755326,0.879290686,0.697778568,5.449906668,1.57654778
D2_1_8,6.023403217,11.74307114,23.84570589,2.749370612,10.26059368,2.007203932,0.373920932,1.977540597,0.235599011,1.143286538,0.198943424,0.523990487,0.420484555,2.823279173,0.80089519
D2_1_9,5.746417859,10.85157769,22.06170223,2.537654096,9.395319163,1.877753297,0.349782082,1.88628172,0.227072511,1.063657078,0.185565981,0.496549357,0.381467523,2.591195243,0.65425885
D2_1_10,6.417194368,12.65103158,25.79106189,2.898406996,10.78675052,2.058293523,0.39995752,2.084667917,0.251047423,1.196142949,0.218287331,0.555341155,0.430581366,2.781120827,0.85140201
D2_1_11,7.209129572,13.34323666,27.13368198,3.085606791,11.48862113,2.239289132,0.430060627,2.284773987,0.272154481,1.281266583,0.233386438,0.615352568,0.483703187,3.209909014,1.72878365
D2_1_12,5.75141626,11.2380905,23.0864175,2.600622334,9.619021889,1.840706564,0.357362787,1.913697816,0.227281577,1.091906574,0.196994539,0.515492155,0.409496508,2.961840638,2.24601036
D2_1_13,7.00490293,13.75498457,28.70384345,3.225021947,11.985023,2.336683373,0.458232032,2.387672329,0.294553914,1.387007193,0.243034036,0.645538929,0.516500517,3.713408771,1.67423555
D2_1_14,6.533481471,12.92382206,26.42676521,2.973135415,11.11698317,2.173451446,0.421126678,2.211604854,0.263468272,1.286781515,0.227876452,0.597833787,0.471585623,3.443647444,2.75630899
D2_1_15,5.47349509,10.75137619,21.93502145,2.465169819,9.266742429,1.780508876,0.338692651,1.779287799,0.215676088,1.046985272,0.184792725,0.48436374,0.38043648,2.579831953,2.49807364
D2_2_1,6.158621797,12.06407582,24.4103705,2.898081399,10.89622152,2.157323142,0.412406336,2.126948026,0.271625702,1.288118936,0.230009618,0.591861977,0.487105364,3.557060876,1.4200936
D2_2_2,6.351882591,12.97738152,26.5868296,3.097220907,11.67490529,2.278588256,0.426960977,2.233299162,0.277463015,1.347704935,0.238934817,0.605936644,0.484148456,4.19409066,1.5323692
D2_2_3,6.844956586,13.64280107,27.48082482,3.191500751,11.97554855,2.362494864,0.454585974,2.35951691,0.28704671,1.410133113,0.251658882,0.649571857,0.530462229,4.136727347,1.50317172
D2_2_4,6.522559971,13.05229297,26.2505275,3.010079111,11.28746671,2.246787991,0.438646016,2.251477176,0.273234946,1.326980809,0.235360832,0.606805267,0.488980881,3.467084414,1.47309498
D2_2_5,6.989378729,13.57924041,27.7605251,3.255600571,12.21791161,2.389809673,0.459075692,2.367860659,0.29782437,1.445389409,0.254789342,0.653206702,0.542144732,3.831765592,2.45955994
D2_2_6,7.054697735,14.16961125,28.88161324,3.327351535,12.5201124,2.454453434,0.466697108,2.423242695,0.297453021,1.472758692,0.258353939,0.691962641,0.536395641,4.216364087,2.92013651
D2_2_7,7.736786928,15.72377173,31.81824205,3.674954092,13.88947066,2.741188623,0.536045882,2.698440899,0.328304537,1.629703458,0.285280729,0.754903147,0.609534686,4.539408295,1.18911426
D2_2_8,6.42546933,12.66530229,25.54899657,2.957309116,11.04372861,2.218302334,0.42660516,2.198079533,0.268606103,1.32135621,0.233595692,0.602184069,0.502510974,3.63823073,1.30773091
D2_2_9,7.307784383,14.1968831,28.85375152,3.361850367,12.55687157,2.501005589,0.479667346,2.477911486,0.303387955,1.49099291,0.26521101,0.70335887,0.572966047,4.014169287,0.88994066
D2_2_10,6.29385659,12.68755859,25.76840103,2.950941881,11.08130726,2.184140852,0.412980697,2.160058516,0.262083999,1.288799393,0.228260934,0.608986289,0.488203822,3.628783039,2.50306224
D2_2_11,6.945370153,13.19539303,26.63719378,3.092045074,11.7399287,2.296016276,0.457167867,2.29804679,0.287205159,1.394926161,0.252005032,0.651510392,0.522480626,3.793544326,1.56808546
D2_2_12,6.619069174,13.17348511,27.05647356,3.111177166,11.71482548,2.30962639,0.444091737,2.270281886,0.279875757,1.378076673,0.245104344,0.639655108,0.51972765,3.884320754,3.32594368
D2_2_13,5.977470707,11.38229847,23.0331397,2.694117315,10.22303225,2.003943568,0.395380634,2.018933901,0.24555128,1.20432599,0.215292467,0.562507361,0.461460207,3.191539329,3.01611147
D2_2_15,6.440956196,12.48521407,25.41694141,2.916245534,11.02425826,2.23068615,0.427680032,2.166177511,0.270079892,1.326127062,0.239045135,0.626951601,0.494309523,3.673153521,1.69486375
D2_3_1,8.614063292,18.15581251,37.02535402,4.260717618,15.95902487,3.083697137,0.581183055,3.064947827,0.371211284,1.808024256,0.317134064,0.850764459,0.675570671,5.020912883,2.08147617
D2_3_2,8.409802237,18.3622822,37.08689689,4.214958403,15.77537345,3.016741901,0.570628942,2.995648523,0.360019025,1.737768012,0.312338976,0.811877942,0.657511876,5.286780695,1.07558705
D2_3_3,9.008041454,19.10033314,38.82376034,4.465472151,16.60092561,3.162488082,0.583766161,3.119854097,0.383025986,1.853892409,0.332214076,0.878490053,0.700916772,5.464984111,1.55189725
D2_3_5,9.403197271,20.14218198,40.53682456,4.625879696,17.55837147,3.432014031,0.631490264,3.360256911,0.408948772,2.005134038,0.349162848,0.888675973,0.72013295,5.83076087,1.32805053
D2_3_6,7.962351453,17.06856535,34.76771552,4.006811538,14.99731622,2.938164999,0.542035694,2.827893095,0.344575218,1.682621916,0.296502311,0.7937895,0.64821232,4.927598643,2.54088759
D2_3_7,8.33275258,18.29596229,37.45775471,4.283181905,16.01375509,3.132777818,0.558570611,3.068229946,0.367951457,1.777836848,0.315790373,0.822240435,0.646562754,5.652868954,2.06873179
D2_3_8,9.281736051,19.61659623,40.07819623,4.601441547,17.26134258,3.326930548,0.616744301,3.242528263,0.397008695,1.912296422,0.344996289,0.890722705,0.717028902,5.293610192,3.15215381
D2_3_9,9.123178638,20.43675332,41.54004026,4.724686263,17.63953296,3.45023497,0.627166542,3.364305613,0.401079706,1.912906968,0.344269244,0.878542433,0.719919114,6.003602446,3.14769871
D2_3_10,8.72104961,19.09378006,38.65372897,4.397238045,16.53697956,3.161910321,0.581906766,3.061133362,0.372135598,1.806222277,0.32372822,0.848238406,0.669281152,5.558211084,2.69951074
D2_3_11,9.088903338,19.97849672,40.86766198,4.612858643,17.30578059,3.374266888,0.60923511,3.227996182,0.387301275,1.90674084,0.332435163,0.877887991,0.695903273,5.264383404,2.09414755
D2_3_12,9.320181568,19.23735846,39.03292478,4.489380454,16.79038403,3.254077638,0.600366619,3.181476803,0.389208285,1.9127583,0.3336708,0.89893257,0.713796574,5.646161329,2.58460343
D2_3_13,8.309329971,18.15209637,37.34432984,4.28600956,15.973625,3.077279187,0.568897026,2.975676625,0.363326208,1.7658261,0.316206694,0.819969826,0.647352574,5.874388799,3.27699339
D2_3_14,8.612750809,18.35968988,37.56662488,4.322011577,16.38816665,3.174931086,0.588052693,3.047428239,0.371064807,1.829564482,0.324849928,0.859187941,0.6805914,5.439798434,1.6355821
D2_3_15,8.766950294,19.98952082,40.5746686,4.53360475,16.81591364,3.22789998,0.598556502,3.196572988,0.387581582,1.845083167,0.324529885,0.85434987,0.69773541,5.675313812,5.45810878
D3_1_1,12.5565,27.1125,56.6725,6.2575,23.9295,4.6155,0.8485,3.8865,0.497,2.6785,0.4795,1.3105,1.085,8.073,1.43685992
D3_1_2,11.4835,27.517,58.0735,6.4175,24.417,4.711,0.8985,4.0275,0.6825,2.823,0.698,1.4665,1.197,9.3155,1.62929226
D3_1_3,13.1655,28.581,59.884,6.5865,25.2695,4.8865,0.8895,4.1575,0.5255,2.861,0.502,1.375,1.131,8.553,2.91605212
D3_1_4,12.69,28.334,58.7475,6.4315,24.6555,4.786,0.8675,4.077,0.515,2.7435,0.484,1.3265,1.0935,8.544,5.30445715
D3_1_5,13.188,28.443,59.389,6.539,24.884,4.8155,0.871,4.019,0.5145,2.7915,0.496,1.3525,1.122,9.1725,2.585736
D3_1_6,13.077,29.1325,61.0935,6.756,25.6635,4.932,0.885,4.137,0.527,2.8545,0.5015,1.369,1.1485,9.957,1.54121891
D3_1_7,12.8805,31.1795,65.8705,7.2855,27.5125,5.2635,0.978,4.4365,0.737,3.0915,0.742,1.5955,1.3055,11.15,1.82880064
D3_1_8,13.328,30.203,63.2105,6.924,26.23,5.049,0.9175,4.2415,0.538,2.894,0.5055,1.386,1.138,10.224,2.99636237
D3_1_10,11.3765,26.0025,54.7045,6.122,23.3505,4.509,0.853,3.85,0.669,2.7925,0.694,1.463,1.2055,8.8695,2.28637726
D3_1_11,13.875,30.098,62.9795,6.955,26.581,5.1135,0.9445,4.295,0.552,2.985,0.523,1.4395,1.189,10.385,1.3300767
D3_1_12,15.987,40.429,95.931,8.992,33.2355,6.23,1.1425,4.912,0.604,3.157,0.54,1.4635,1.196,13.663,1.56524699
D3_1_13,12.9385,28.7005,60.0885,6.602,25.279,4.8585,0.8715,4.0625,0.521,2.81,0.4975,1.369,1.1255,8.5435,1.17542882
D3_1_14,12.9315,29.1855,60.754,6.6555,25.454,4.8755,0.883,4.106,0.518,2.8005,0.489,1.3545,1.123,8.7825,2.61787657
D3_1_15,14.6955,32.9345,69.1415,7.558,28.947,5.54,0.998,4.598,0.5835,3.1635,0.5655,1.5475,1.299,10.1535,2.85551429
D4_1_1,15.408,32.529,67.22,7.632,28.912,5.58,1.0125,4.697,0.5995,3.1795,0.558,1.499,1.266,10.5105,2.75678141
D4_1_2,15.425,33.606,69.331,7.9105,29.862,5.7025,1.02,4.7765,0.6045,3.2025,0.5625,1.4995,1.2565,11.5165,1.33712878
D4_1_3,15.198,31.8235,65.147,7.414,28.13,5.4505,0.971,4.5905,0.5825,3.074,0.538,1.4445,1.189,10.034,0.98381214
D4_1_5,14.5935,31.2,63.6765,7.2055,27.1305,5.244,0.943,4.443,0.567,2.9885,0.5295,1.419,1.1875,10.461,0.90687228
D4_1_6,17.0095,35.659,72.8405,8.2305,31.0435,5.9305,1.0905,4.9915,0.6425,3.4265,0.612,1.649,1.386,11.714,1.35801261
D4_1_7,16.4005,34.674,71.0155,7.9855,30.1355,5.756,1.034,4.8405,0.6185,3.2885,0.5845,1.571,1.3285,11.5905,1.15114423
D4_1_8,16.2545,34.9885,71.4955,8.0835,30.48,5.798,1.048,4.8795,0.6185,3.289,0.586,1.5645,1.3175,11.2265,1.87561201
D4_1_9,15.0465,32.2305,66.665,7.588,28.7395,5.544,0.993,4.6765,0.5935,3.1495,0.557,1.4895,1.2525,10.7875,1.17644645
D4_1_10,14.1475,30.1975,62.107,7.0065,26.423,5.1185,0.9115,4.3105,0.5515,2.864,0.507,1.3505,1.131,9.6865,2.21556408
D4_1_12,16.3645,33.967,69.406,7.849,29.544,5.7075,1.0395,4.8525,0.623,3.3055,0.584,1.572,1.3195,11.534,1.08396668
D4_1_13,14.6675,30.6275,63.069,7.156,27.059,5.172,0.933,4.406,0.5665,3.0085,0.535,1.4325,1.207,10.2775,1.58027404
D4_1_14,15.8485,34.0105,69.986,7.941,29.963,5.7865,1.0455,4.88,0.621,3.2875,0.5755,1.5505,1.2965,11.2995,0.91136081
D4_1_15,16.7205,35.4145,72.9605,8.2105,30.8265,5.9285,1.0585,4.974,0.634,3.348,0.5915,1.5815,1.322,11.957,0.78265525
D5_1_1,12.044,28.198,61.8855,7.023,27.084,5.3815,0.987,4.5355,0.7305,2.9505,0.7085,1.449,1.1385,10.349,8.19560365
D5_1_2,13.8935,32.896,70.83,7.8405,29.897,5.82,1.055,4.779,0.772,3.224,0.757,1.592,1.2735,11.5565,3.0191563
D5_1_3,14.289,32.9145,71.106,7.789,29.6675,5.84,1.097,4.823,0.7765,3.2485,0.7615,1.624,1.309,11.2455,4.93434492
D5_1_4,11.4195,25.192,54.5205,6.2235,24.0765,4.843,0.9105,4.103,0.6875,2.7515,0.6675,1.3455,1.056,8.872,4.15276071
D5_1_5,12.466,28.1415,60.8505,6.868,26.248,5.239,0.9895,4.48,0.729,2.962,0.7085,1.465,1.161,10.3415,4.0119959
D5_1_6,14.5145,34.1445,73.9735,8.1125,30.515,5.9075,1.1075,4.8645,0.782,3.2915,0.769,1.6505,1.3355,11.9935,4.3347593
D5_1_7,12.6535,27.958,61.9365,6.9925,27.0695,5.3525,1.0165,4.5825,0.7475,3.0445,0.7175,1.4865,1.1765,10.239,4.52488857
D5_1_8,13.1065,28.2935,61.904,6.9765,27.3335,5.4735,1.054,4.6525,0.754,3.109,0.734,1.537,1.2135,10.194,5.5733946
D5_1_9,13.274,28.3215,62.0295,7.025,27.2195,5.4655,1.053,4.684,0.7575,3.1165,0.732,1.519,1.2,10.0345,3.71103333
D5_1_10,13.4285,27.9935,61.843,7.0425,27.2645,5.481,1.0715,4.6675,0.7575,3.1675,0.74,1.5505,1.2255,10.029,3.16642247
D5_1_11,13.1175,28.401,62.3715,7.071,27.6025,5.5225,1.084,4.7145,0.7585,3.1145,0.734,1.5405,1.2155,9.796,1.07784389
D5_1_12,14.0825,29.275,64.1215,7.2285,28.0025,5.6615,1.1005,4.8275,0.782,3.2325,0.7535,1.5755,1.256,10.743,2.28595972
D5_1_14,13.3825,28.755,64.336,7.2615,28.0715,5.632,1.0675,4.837,0.765,3.2015,0.7435,1.5635,1.2405,10.5995,1.55952839
D5_1_15,11.3125,24.4075,53.3365,6.13,23.788,4.8125,0.923,4.1485,0.6865,2.735,0.6695,1.3435,1.054,8.963,6.69047406
D5_2_1,14.8295,32.4905,69.0695,7.6625,29.1325,5.6035,1.067,4.7295,0.775,3.3,0.782,1.696,1.381,11.3595,2.74705745
D5_2_2,14.6345,33.8315,70.7475,7.8355,29.7695,5.7765,1.082,4.8595,0.791,3.423,0.799,1.75,1.4275,12.402,9.9239627
D5_2_3,15.5565,33.3565,69.088,7.7325,29.355,5.728,1.046,4.756,0.603,3.191,0.556,1.5055,1.228,11.0045,6.81500013
D5_2_4,13.6745,30.4295,64.546,7.152,27.2505,5.3315,1.0195,4.5415,0.752,3.208,0.762,1.633,1.334,10.9965,5.27706666
D5_2_5,14.286,31.132,66.1585,7.2365,27.8725,5.431,1.0515,4.638,0.7715,3.3345,0.7955,1.7215,1.419,11.4765,4.01323753
D5_2_6,12.661,28.528,60.8225,6.721,25.4585,4.991,0.955,4.284,0.716,3.043,0.7375,1.5745,1.2735,10.4865,7.81164254
D5_2_8,14.319,32.436,67.8255,7.5255,28.5195,5.5645,1.07,4.718,0.777,3.334,0.791,1.7275,1.408,11.3305,3.25343155
D5_2_9,14.6835,32.709,69.045,7.6525,28.733,5.5965,1.07,4.698,0.7725,3.2975,0.784,1.679,1.369,10.998,7.53742623
D5_2_10,14.012,31.0785,66.6625,7.3245,27.68,5.3965,1.0305,4.583,0.7595,3.2585,0.7695,1.662,1.3475,11.087,3.86161792
D5_2_11,13.996,31.398,66.857,7.436,28.304,5.5285,1.0605,4.7085,0.7745,3.337,0.7915,1.685,1.381,11.143,8.07512872
D5_2_12,13.855,31.5875,66.4785,7.3595,27.8015,5.4025,1.032,4.57,0.7575,3.2105,0.77,1.653,1.356,11.126,9.41963296
