SampleN,Li_S,Be_S,Na_S,Mg_S,K_S,Ca_S,Sc_S,Ti_S,V_S,Cr_S,Mn_S,Fe_S,Co_S,Ni_S,Cu_S,Zn_S,Ga_S,Ge_S,As_S,Rb_S,Sr_S,Y_S,Zr_S,Nb_S,Mo_S,Cd_S,Sn_S,Sb_S,Cs_S,Ba_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Hf_S,Pb_S,Th_S
E8_1_14,15.87397233,0.74626369,157.1657238,6367.470912,3998.738409,6294.224839,5.190466375,546.8431105,40.93991516,36.62785551,306.0784915,26190.64008,11.92160276,27.39860155,49.7760379,48.81110055,6.140350705,1.461482304,8.523489381,30.17473926,28.35206285,10.49299074,1.754899149,1.456236807,0.43161027,0.358371113,4.632650847,1.038128526,4.716871569,134.3200566,21.7895892,44.60734176,4.876470968,18.67426654,3.637305872,0.769136483,3.390869367,0.443992071,2.310516406,0.408395741,1.093659113,0.875538694,0.040693969,21.06344679,8.979051507
E8_1_15,11.21730388,0.675781975,156.746303,4780.138229,2976.228145,5374.971864,3.664149878,402.6238143,30.22226458,26.37032364,233.857166,19867.92186,8.75925986,19.71819682,43.04695857,37.97684505,4.557024786,1.043924242,6.352186648,21.86664247,25.39477043,7.810991927,1.161607633,1.069128252,0.330661088,0.281496424,3.132097079,0.835958579,3.466869542,101.1193009,17.2184724,34.55388584,3.743122249,14.34652715,2.747075877,0.578498107,2.554851981,0.331671797,1.714190275,0.305858659,0.798806581,0.657624932,0.030869579,16.12220077,5.103848222
F1_1_6,7.894583667,0.530569056,163.1381548,2327.189803,1571.770781,8316.843362,2.115668912,184.1727654,18.45645998,15.26695842,180.437194,13552.59227,5.756931284,13.362816,37.7326467,31.97121206,3.580484538,0.60244623,4.158223196,13.92150105,18.95179601,6.561460269,0.766039504,0.674565042,0.225106407,0.229835354,3.234654043,0.352030042,1.815215549,93.1851334,12.34503884,26.31539436,3.068457488,12.07551053,2.46174671,0.513221086,2.271530687,0.289413488,1.457101117,0.250428459,0.643617336,0.477061154,0.020493995,12.74097259,3.194474034
F1_1_7,11.5203461,0.701464349,202.1739524,3497.671283,2447.543398,15177.34395,3.231652835,290.0261001,28.34896354,23.7236629,275.0360258,20336.32921,8.669232624,19.58011461,35.40755575,52.68569174,5.40039598,0.94887783,6.066967368,20.6509297,30.50074553,10.05805484,1.182707179,1.036565934,0.397956708,0.380026878,4.920620477,0.599220478,2.700621599,134.0519304,19.40302125,40.82019592,4.810543291,18.94633492,3.803452266,0.801551664,3.456505421,0.443523832,2.24268814,0.391898799,0.992618202,0.743675185,0.039070795,20.2726249,5.106487186
F1_1_8,9.268511886,0.557882566,167.9814016,2799.801324,1629.42654,13163.17198,2.359262277,128.6836454,19.34470177,16.75789783,225.0514266,14886.85364,6.805446432,15.12590582,34.55569478,42.1878458,3.850049653,0.721429722,4.377452879,13.11259065,23.05056273,7.711610292,1.233996792,0.440824005,0.255840271,0.290779979,1.019223342,0.155683041,1.756017994,101.4377607,13.81282138,29.6178754,3.429688802,13.58061413,2.780541086,0.591151831,2.531528645,0.33527828,1.669580211,0.289678985,0.740844574,0.573840979,0.031401919,15.33685676,4.085545097
F1_1_9,11.82101824,0.679751878,140.5660553,2876.269699,1788.568236,5844.958024,2.799186257,230.6250522,22.93351074,20.99377326,221.2931441,16409.01275,7.012096203,16.29283465,29.96460453,29.73890161,4.393021065,1.242174353,5.602028061,16.39357937,16.57264791,8.121149711,1.577660318,1.102390881,0.678801798,0.261993976,4.372868301,0.483733698,2.231840454,102.6425637,15.01431394,31.29617894,3.911858114,15.02831481,3.109135668,0.680685872,2.914209326,0.420794138,1.863067493,0.378027449,0.86216933,0.672488036,0.093991607,14.16965927,4.490290198
F1_1_10,11.53700057,0.701441132,164.9083009,2944.525074,1535.464146,13224.17844,2.767667233,223.8743992,22.18727593,18.59102656,216.2534958,15997.6881,6.938264212,15.8413871,31.0637272,27.70027618,4.417883613,1.085111298,4.902751916,15.43898105,26.60352863,7.709081071,2.155862305,0.86701181,0.220111291,0.17483901,3.626729891,0.401025967,2.196420422,106.7476909,13.89836614,29.37328818,3.581361614,13.98672961,2.904112698,0.617627699,2.712675538,0.351100424,1.739610012,0.303579961,0.778411957,0.596472283,0.069002061,13.64222716,4.383187492
F1_1_11,9.294947606,0.586401789,144.7366338,2453.288861,1465.52265,7564.67443,2.204534197,181.2116484,18.53582487,15.76463397,185.594853,12976.46311,5.66121816,13.11437797,26.3061232,30.04789786,3.570359431,0.928530723,4.151543032,13.55168253,17.95897099,6.41084809,0.634966505,0.643429978,0.093915303,0.249147317,2.950079629,0.325992957,1.744041267,93.74427969,11.7036705,24.2123026,2.995817157,11.67726398,2.400959936,0.503557042,2.205340242,0.27831469,1.42346851,0.246247766,0.637730375,0.484664231,0.019578251,12.58745467,2.889299612
F1_1_12,10.80780189,0.525684298,157.7209589,2865.996132,1731.669998,7801.179309,2.558151723,218.0264006,21.19085395,17.53951121,198.5061274,14934.52974,6.594800621,14.97447098,24.57030675,35.38417476,4.006026342,1.02371074,4.523284271,15.59744555,18.70501356,7.412345458,0.88647617,0.788053061,0.116130099,0.282653932,3.445918011,0.439724443,2.00284818,99.24400001,13.25571179,27.40207233,3.359396877,13.14606723,2.681162106,0.566785074,2.549736662,0.324438317,1.642004908,0.289711029,0.73485602,0.566312203,0.030892915,16.67046961,3.672602434
F1_1_13,9.435057208,0.543742632,181.20677,2753.489125,1792.459178,8443.92665,2.374485881,203.7629915,19.92344518,16.60717364,204.0711251,13908.17645,6.138107996,13.95644761,29.19518708,42.05787242,3.859556937,0.947166235,4.346378408,14.53422943,21.13894214,7.137146718,0.434273153,0.692731142,0.074585,0.30887353,3.428049274,0.384586586,1.809354321,117.2379706,12.63755562,25.36745533,3.182342821,12.39596732,2.535707522,0.547583033,2.37362154,0.30209818,1.54500237,0.271860286,0.697354664,0.539663585,0.016400418,16.00372731,2.664894402
F1_1_14,10.37178552,0.690266621,142.413062,3121.394807,1709.027784,7304.644338,2.824333563,149.4077519,22.07410157,18.39388924,226.9214534,15983.08179,7.021489704,16.1369715,27.53141386,29.94959679,4.194857322,1.175911126,4.955806318,15.17940156,16.9999255,7.666218135,2.386994381,0.438222372,0.056309412,0.270074337,1.780702674,0.120920223,1.973778226,97.29098632,13.30433654,27.8833489,3.3999235,13.17241579,2.690451148,0.578459088,2.542021852,0.323993598,1.656143788,0.293977782,0.733823707,0.565843759,0.054740268,16.49693297,4.266934923
F1_1_15,10.00187182,0.452143235,182.7831916,2905.943847,1665.22977,10313.05453,2.480834441,129.4694141,19.35325213,16.49515822,227.2392334,13498.95592,6.163684527,14.33209107,28.75238426,35.95865363,3.768271223,1.006902229,4.133207603,13.22915629,20.63788484,7.038811974,1.274955032,0.310941751,0.037699117,0.314205469,0.355310623,0.067138932,1.747176768,104.5191605,12.04796151,24.82032132,3.052588041,11.86997252,2.426737881,0.517453177,2.265891583,0.287419709,1.466526822,0.257634676,0.656128501,0.49003756,0.032822773,13.88154507,3.646491458
F1_2_5,14.27737628,0.532936081,154.5027362,3645.163061,2102.603575,2352.106308,3.110031643,307.2733534,28.83969113,21.26129609,411.0814035,20159.77103,8.306212575,19.38624616,19.33575459,28.12386819,5.027379904,1.541369798,5.412369902,18.82223198,8.859629694,8.606160494,3.211610363,0.637316028,0.077730487,0.262466433,6.229014546,0.340954947,2.5343937,81.83655604,20.03589903,41.4614868,5.240577629,20.35140489,4.043936568,0.834050667,3.583776214,0.433215652,2.070772164,0.352339658,0.865294263,0.635115501,0.10456077,12.51621535,6.298879734
F1_2_6,14.44900941,0.658418111,137.5591102,3236.053028,2026.016219,1945.303532,3.023055926,301.6184209,26.0186618,20.41035909,335.8321257,19410.68246,9.227619956,17.96234531,21.56377381,27.78214221,4.930420895,1.494734572,6.403493828,20.38985675,9.142754642,7.874916507,1.472235429,0.699745613,0.204113657,0.244655227,5.646170873,0.44782824,2.719724907,91.29530336,19.41359777,42.27100214,4.946361312,18.9510142,3.717900287,0.714027525,3.286445655,0.393982534,1.872787003,0.322941187,0.812750842,0.610155418,0.033916833,16.02983461,6.01873518
F1_2_7,14.18172707,0.66355993,167.2421617,3293.158472,1988.04087,2274.590094,3.000713094,291.7668886,26.30243317,23.11431293,363.815427,19341.42337,8.892158034,19.02584137,21.84009037,31.50033386,4.928966343,1.427219116,6.113767634,20.24394155,8.978698733,8.23413712,1.234380936,0.64170519,0.163673502,3.146472722,5.877704355,0.412239161,2.616818968,88.78273677,19.21319298,41.78106851,4.903803208,18.95814937,3.72034502,0.758039953,3.34592255,0.409987972,1.971739565,0.340348163,0.863251434,0.629263487,0.023070321,17.50752158,5.439945201
F1_2_8,13.96937791,0.599583664,130.2814121,3398.886548,1990.786373,2132.225383,2.973082266,299.709311,25.2954911,19.86097978,370.1612835,19212.08677,8.24731067,18.55137105,18.11510797,26.58312251,4.757807458,1.452613243,5.357038545,18.15160025,8.306360488,7.838401453,3.70395704,0.629430975,0.094670715,0.140428474,5.276381984,0.358283138,2.521078149,74.86970914,18.95288885,39.93630962,4.851402441,18.58037238,3.656647094,0.711129386,3.231080981,0.389849925,1.875570495,0.321767563,0.80159776,0.579215707,0.120516855,11.78789948,6.290487515
F1_2_9,15.8620016,0.554300566,170.5692851,3541.170101,2160.064402,2375.487938,3.246730731,339.5636241,28.53814801,23.07969375,410.9513162,21584.29644,10.20642573,19.44282313,24.87233643,30.86399848,5.292363847,1.555615365,6.97904455,21.76502771,9.826043975,8.572983906,1.663094465,0.715148792,0.292120917,0.200860222,6.251512879,0.470119077,2.908940913,89.91859598,20.62487024,44.64378725,5.196272537,19.97406469,3.943642805,0.775078218,3.478781555,0.423783309,2.040796249,0.348556588,0.878648854,0.653721,0.037400797,16.77827007,6.602928658
F1_2_10,15.57521782,0.671161132,180.9256412,3601.102109,2270.132679,2616.403246,3.179979125,319.0454811,27.89093186,22.24970265,385.3034049,21333.00701,10.0498336,19.71775706,27.78693672,33.06195643,5.342735071,1.534912511,6.85340282,21.31244309,10.48308858,8.515542082,1.492868008,0.661985611,0.192468545,0.182097844,6.23481292,0.464483584,2.79157508,97.15341905,20.66348274,44.52930663,5.201287875,19.90637898,3.885226262,0.772636925,3.446530043,0.409426296,2.010521974,0.343664407,0.870895408,0.640895747,0.032195979,17.26247144,6.064748
F1_2_11,15.20164391,0.656562818,146.2372866,3608.628101,2167.281537,2346.698202,3.190519178,284.0604883,27.98463088,22.44315233,393.3375449,20897.40001,10.10674963,19.39112033,21.70085423,30.18223995,5.370826544,1.546805439,6.835804281,21.1983475,10.649479,9.013813009,0.865588893,0.526652998,0.201124317,0.203509544,5.833116659,0.40274501,2.739793741,90.59818902,20.90835761,45.16743227,5.253641293,20.06157667,3.945258927,0.791393114,3.529910169,0.427106751,2.107784972,0.359819977,0.912301696,0.672506287,0.017782984,17.10032326,5.749117182
F1_2_12,16.35108467,0.642955009,168.1540532,3817.373251,2296.214393,2585.871616,3.341270833,320.133934,28.90601801,23.30556724,352.4262381,21739.64938,10.0321321,20.20408187,24.84673686,32.01118589,5.587464616,1.593064762,6.912589886,22.27436324,11.92842387,9.14271595,1.113875871,0.624150927,0.181198861,0.206396563,6.203660091,0.460294298,2.864594135,116.9102146,20.34697164,43.84843832,5.098511116,19.71605663,3.91787007,0.809275417,3.532398486,0.4329696,2.114172643,0.369398604,0.91930882,0.687004153,0.025883898,18.29005109,5.858494094
F1_2_13,16.00451549,0.777510598,167.5570318,3767.589491,2236.747063,2936.551069,3.474499612,328.1555485,30.17453839,24.38885356,429.8838537,22148.16677,10.27916196,20.32746694,25.0743104,31.48387746,5.655303427,1.602911956,7.012057628,22.27985206,12.31564607,10.04550487,1.89925489,0.736417201,0.213805054,0.250732636,6.14130365,0.510021296,2.933172436,129.7685197,22.39820951,47.65173259,5.638723916,21.70864698,4.256788012,0.886615208,3.807710003,0.472525746,2.305930707,0.393234623,0.991920124,0.745344713,0.038476879,19.13461498,6.102766646
F1_2_14,14.33390974,0.668663503,155.5871603,3569.280884,2172.274337,2785.792535,3.248577089,313.265289,28.37302891,22.63917807,416.7380045,20902.86886,9.401811755,19.23341781,23.99250938,29.92983888,5.271153206,1.562019449,6.556903244,20.44119515,11.34458974,8.773580969,2.129240095,0.668038789,0.191490519,0.242317831,5.980371193,0.448567466,2.685445668,110.9087968,21.14062738,45.23579939,5.243871234,20.13086934,3.91254783,0.785580191,3.495649094,0.427059328,2.069048436,0.354265401,0.89337077,0.680494938,0.051536732,17.32496517,6.171366176
F1_2_15,13.66537063,0.726083146,164.3849207,3215.103051,1926.610713,2897.828361,2.878024828,308.0138483,25.62056054,20.95687255,432.8991004,18724.5807,8.828544715,17.34855424,24.24940131,26.29425507,4.576986386,1.349791846,5.90172667,18.38521362,12.65719817,8.047693202,2.760629748,0.768346559,0.123321998,0.220093988,5.336135095,0.4450582,2.459003635,102.3463845,18.08776715,39.44033469,4.52911394,17.47504742,3.399413889,0.70912122,3.063942846,0.376835607,1.877330347,0.323335494,0.8252612,0.612136575,0.078259002,16.09462348,5.281616652
F1_3_5,27.59016837,1.064241503,190.9571885,6748.367789,3464.089785,11187.88226,4.234070032,296.0553587,31.12362272,27.99146817,522.8511648,29965.98286,12.10828008,29.27926344,38.23675959,42.06214344,6.117265859,1.974616815,11.57368599,25.31684113,25.98127861,10.93074963,2.636804847,0.578930214,0.078350035,0.261628235,6.150636469,0.742040149,3.431836226,106.2360147,17.83050359,35.93648316,4.620100942,18.32057865,4.15453536,0.902775554,3.882022548,0.537924107,2.454119491,0.462786363,1.091554381,0.845627057,0.088537705,20.06008019,6.812163333
F1_3_6,25.51609366,0.950272857,185.5605972,6359.388301,3352.927373,9729.210832,4.082442085,292.6761827,30.78249392,27.91367826,497.8363619,28919.96768,11.93391583,29.26924498,43.34348633,42.54667911,6.227528432,1.914311428,11.30526886,25.79841551,30.73114461,11.64394813,2.245415642,0.794268825,0.129704817,0.238671236,6.427896404,0.720479693,3.502670481,113.334089,18.72179,37.72846456,4.843594359,19.40577776,4.281546139,0.891503846,4.071060483,0.519134192,2.600447639,0.451115119,1.139915492,0.831456121,0.062541743,21.74563851,7.122653889
F1_3_8,26.26238777,1.036236856,185.5567951,6246.471079,3345.453318,7295.719221,4.17778338,300.4471311,30.73965583,27.37291366,542.7575766,29415.58065,11.99538076,29.3327101,40.52591679,42.31519085,6.161827253,1.921034223,11.36966486,25.34474598,24.28799711,11.45857778,4.108040214,0.772770558,0.12624813,0.385448244,6.391230817,0.802212211,3.490302614,117.9955653,18.20458311,36.1252536,4.710203644,18.95719868,4.243020939,0.8801837,4.082460056,0.514641493,2.587301659,0.455801622,1.117834655,0.829297769,0.091398265,21.98433581,7.296876022
F1_3_9,25.80414004,0.961759793,160.1406026,6245.125775,3312.882754,8975.545791,3.977713312,310.5119555,30.25272286,27.38416546,481.5563034,28332.96832,11.62542211,28.06406927,37.17413166,40.22004281,5.937810491,1.930091598,10.99385689,25.01357114,26.56498465,11.03997285,2.976768645,0.7679888,0.042104348,0.241349886,6.307308213,0.779618746,3.455589993,106.367567,18.22349709,36.31002826,4.678830188,18.71351366,4.113896093,0.86139064,3.878601451,0.49818044,2.471058307,0.425207456,1.067825116,0.803948402,0.077401208,20.63931555,7.123727242
F1_3_10,24.30360473,0.891265385,161.3894731,5562.72974,2963.273868,7619.405972,3.628778382,292.4309699,27.32040221,24.21397783,485.0068561,25892.50217,10.59476603,25.46493299,38.5315345,39.28756689,5.338312022,1.66886378,10.16984694,22.82190163,23.9516556,10.13471744,4.545452923,0.81256274,0.067182959,0.237045637,5.812093626,0.792729799,3.207366693,102.4883633,16.72359997,33.33639603,4.300727495,17.33311764,3.794224201,0.783212639,3.619140613,0.454381113,2.283615401,0.398830843,1.000804543,0.717918117,0.110160669,19.63913461,6.4486253
F1_3_11,21.94884235,0.861149859,149.6821096,5073.975029,2648.836693,8459.251489,3.279137056,268.2076791,24.70178599,22.36350782,399.9196766,23222.83013,9.425129897,23.41280789,39.32896522,33.33199091,4.701630502,1.482568305,9.102850404,20.48780127,22.70229202,8.857364018,3.336645134,0.654472697,0.030443694,0.20439546,5.220838938,0.711811009,2.887870506,85.55467911,14.05789933,28.16460168,3.687546803,14.74826319,3.284295177,0.704794,3.159021505,0.402869385,1.989818358,0.345332479,0.882769975,0.656460779,0.094662347,16.81479031,5.807315415
F1_3_12,27.33767521,1.083454367,169.7905923,6410.304989,3274.721903,10477.42047,4.05772312,335.4078073,30.52662987,28.14821845,497.3205916,29351.17391,12.06614979,29.64755169,43.4797862,41.60354269,5.819578571,1.997869156,11.762491,24.26076134,26.35145097,10.79200136,4.254972809,0.788222198,0.056079241,0.257237009,6.556683349,0.86310158,3.46268634,105.0630236,17.661454290000002,35.69581618,4.633549483,18.55847796,4.133927928,0.8769509,3.975882231,0.498182836,2.474320517,0.430231964,1.064094357,0.793100423,0.121513455,21.09703156,7.374195797
F1_3_13,28.42532953,1.026953336,182.7588455,6843.277948,3456.179469,11486.50804,4.26591747,340.7197484,32.21860043,28.66818988,526.049512,31057.23019,12.7203014,30.77839005,50.85614705,43.29270546,6.178079965,2.027931497,11.95497328,26.21076085,28.05080246,11.45191012,4.438335017,0.771018876,0.070589058,0.275282141,6.533845511,0.911212246,3.791380676,109.8147856,17.92973121,36.13339472,4.714197734,19.08399807,4.32198209,0.903844518,4.147806068,0.531516937,2.624384696,0.452317497,1.137482644,0.837137502,0.131021393,21.99875764,7.693103088
F1_3_15,26.42250434,1.095225678,171.4859417,6491.584543,3258.71726,11901.12636,4.07207602,293.5276682,29.87182973,27.15610935,485.4973916,29634.56651,11.97082567,30.284939,47.20348645,43.12002301,5.889482885,1.984587955,11.37618056,24.71138361,29.33259575,10.97139822,3.718074453,0.641884576,0.057914776,0.272971424,6.312457895,0.820265685,3.492708733,102.8720844,17.43581936,34.64455107,4.543783269,18.3651404,4.1299576,0.864001338,3.959956962,0.501655708,2.52996004,0.431253751,1.074369805,0.801149944,0.108628087,21.04869245,7.298486865
F1_4_5,20.13903864,0.826901416,175.2056815,4791.717951,3133.31501,17101.48593,3.299841756,265.4710484,27.37861791,24.84055731,383.8930693,22937.38913,10.27122918,24.50068172,31.78895125,39.0430373,4.981077775,1.544163489,7.127155954,21.2191889,31.00205281,9.539531435,2.457237396,0.730980258,0.04046042,0.325521653,6.350600542,0.627607232,2.58914743,100.2586036,16.15463238,33.29863407,4.200485979,16.60544432,3.583251499,0.752005963,3.330293473,0.420091689,2.126605255,0.369894276,0.934841509,0.696032584,0.086505761,19.86696325,5.505935005
F1_4_6,20.28209578,0.800795846,208.2942607,4893.663254,3212.074606,16050.91837,3.302710282,262.3869009,27.49879724,24.91713041,392.7316979,23351.94064,10.45349567,24.87527358,34.29349413,43.43005552,5.126715037,1.508628717,7.35791762,21.48253919,29.73315293,9.507365434,2.749297784,1.450337147,0.215804593,0.338036379,5.576010447,0.591994259,2.443332268,100.2373083,17.25005493,35.46245847,4.427722096,17.40361941,3.809163503,0.780736045,3.451676096,0.445572776,2.131728712,0.390412037,0.954727292,0.742655939,0.128551779,19.38831787,5.798024733
F1_4_7,19.08613513,0.716137842,222.3386503,4602.386168,3021.331762,16078.47297,3.14944349,244.8508026,26.21714597,24.06020427,365.120925,21872.55944,9.79066007,24.57059027,35.10208645,40.88017593,4.838369035,1.407122454,6.665495373,20.447632,28.62534249,8.682594967,2.579612998,1.022796231,0.075004727,0.341378796,5.396644701,0.488906915,2.25919702,100.223915,15.87825281,32.97464435,4.07010487,16.04046028,3.378579248,0.704205492,3.090849778,0.392096125,1.928236174,0.34173696,0.872020973,0.662987579,0.077400017,17.84058019,5.062334537
F1_4_8,19.04609705,0.696900974,167.7762757,4670.437127,3132.656942,16068.61186,3.092253769,228.1396754,26.1491841,22.90766523,363.1352349,21681.08704,9.706475279,22.93143526,29.76321202,38.40437674,4.875297231,1.420961778,6.576075913,20.52075378,29.1063691,8.727191223,1.81855036,0.775781135,0.026489537,0.274820267,5.383655154,0.43123793,2.269690926,89.9025152,16.54868355,34.21800741,4.193946648,16.55443543,3.480927554,0.690778202,3.222624269,0.398852505,1.966562939,0.337273579,0.873525857,0.657217951,0.056604045,17.49195513,4.971240346
F1_4_9,18.90417318,0.66813293,180.8957413,4612.92216,3118.365374,15883.61767,3.147375139,254.30892,25.99479486,22.85532224,361.0899687,21285.68276,9.48574803,22.70213455,32.08975331,38.75733362,4.786515366,1.388239678,6.612891466,20.80760482,28.85429595,8.573344923,2.953552618,0.907690329,0.026456938,0.29980851,5.297628547,0.477275284,2.260067292,93.23518615,15.2212288,31.50063516,3.900130919,15.44711216,3.338797028,0.684666694,3.054995517,0.38502475,1.91330589,0.333384065,0.851022471,0.649559772,0.084618685,17.23228606,5.113641751
F1_4_10,18.91828187,0.691605365,175.2305467,4467.5357,3002.832836,15453.29958,3.063390816,230.0950866,25.55399415,22.78703742,356.0996089,21324.70021,9.423716622,22.6699258,29.45394328,37.94191938,4.786301113,1.433210106,6.756539286,20.08826241,28.97606244,8.648004749,2.14298628,0.72642619,0.019517378,0.295949195,4.993899432,0.541755227,2.261393036,90.39075868,15.62163761,31.99424926,3.937238492,15.51845873,3.334125691,0.677402894,3.056778669,0.380664439,1.924713017,0.3337119,0.858781427,0.651586134,0.071891878,17.09734283,4.963329274
F1_4_11,18.19556721,0.687398236,182.4216207,4465.063217,3012.489427,15603.08692,3.023555706,231.0235116,25.20803515,22.30400106,348.3083864,21112.61242,9.330858065,22.15931883,29.52637346,37.76551499,4.657358771,1.334575455,6.547304112,19.48170577,28.632071,8.49146301,2.547435327,0.718024865,0.007125537,0.285412876,5.061619848,0.473016944,2.17869464,91.03451335,15.56095671,31.78769695,3.936773086,15.3465509,3.271575094,0.679432717,3.028068308,0.381390483,1.888723178,0.334392388,0.83280498,0.640056791,0.073257228,17.01628821,4.916986664
F1_4_12,19.60322081,0.624370147,197.1802674,4577.389494,2954.713435,16568.34461,3.206121135,262.4943937,26.24951647,23.30002466,365.2447663,21803.23866,9.79505737,23.15162937,31.89737719,39.45827222,4.784324546,1.474222327,6.825909234,20.47570439,28.37894231,8.715876194,3.307011783,0.841890924,0.034206668,0.292776114,5.29373291,0.598687136,2.364234648,95.2092526,15.92925912,32.95857261,4.067977874,16.07212357,3.372580942,0.694157873,3.147438346,0.394754959,1.955488421,0.341485425,0.871762552,0.654708778,0.120407207,17.39925511,5.542803646
F1_4_13,20.89030237,0.818454518,184.9497833,4882.052491,3069.018719,17746.49302,3.277816583,250.1403677,27.37846502,25.45137318,395.6220459,23142.57899,10.40732758,28.40831795,30.60607262,40.03978341,4.930182827,1.488617845,7.178060455,21.02300568,32.08918054,9.481584031,2.483779989,0.737844009,0.017380239,0.315053718,5.593193044,0.563455782,2.452075018,95.82257657,15.1083539,31.22661391,3.94184494,15.71833484,3.448108297,0.723351584,3.204477877,0.411706184,2.079511123,0.364439469,0.934226227,0.705809096,0.086027881,18.52423999,5.125096092
F1_4_14,19.20781178,0.665626707,159.2557111,4558.145615,2944.288008,16316.16429,3.129275558,206.0880964,25.83777595,22.43904613,361.0093033,21654.1031,9.50106029,22.11832056,26.16130013,37.52132491,4.862861372,1.364272976,6.67071432,19.60797463,34.43982366,9.056412124,1.466225736,0.619466245,0.01884363,0.301821652,5.126217982,0.381710121,2.15885776,91.16419418,15.10290005,30.87250204,3.885544024,15.35544408,3.269498412,0.677314541,3.029479284,0.380650971,1.886407933,0.336264133,0.866906459,0.677675295,0.038694156,17.31411943,5.019685954
F1_4_15,20.23740606,0.746605858,211.7150005,5011.198574,3194.992353,18103.4834,3.256319725,182.7738176,27.70880036,25.05798584,394.0738843,23459.83754,10.39227028,24.78606222,29.07904766,42.78764897,5.276029028,1.543424745,7.214549285,21.18538875,31.9988158,9.616699627,0.855517917,0.552235567,0.013889203,0.3065283,4.995057425,0.26907952,2.139425755,99.50886286,16.23791375,33.52113533,4.182067199,16.57719866,3.519816774,0.743853396,3.253007304,0.408247503,2.020281347,0.356938726,0.902591752,0.684432261,0.028728121,18.48084937,4.040632186
F1_5_5,28.17110379,0.759306913,294.4981275,9584.158142,5275.353993,39434.5666,3.980458542,313.5363295,29.91331378,27.31007001,528.2499501,22695.09,9.659805488,29.70450029,22.03073168,62.05614883,6.290504844,1.505388344,6.863578586,34.60711978,68.1289927,10.06911683,4.041226198,0.576027511,0.017636458,0.246973172,5.486367013,0.297537188,4.32842679,181.5601371,19.16992604,41.8535864,5.009205141,19.43219457,3.894648201,0.767235395,3.585918175,0.457307694,2.243205178,0.386277898,0.962194789,0.728344989,0.121734215,16.00274957,7.150467527
F1_5_6,27.94847224,0.732144305,263.8959529,9122.349084,4849.939468,39407.08401,3.686739315,321.0824873,28.45484387,25.66973152,512.9300603,21605.61183,9.378988248,28.50421455,23.84902446,39.56037716,5.770402948,1.386265871,6.904168372,32.58818381,68.78546489,9.686626761,5.046397749,0.685590588,0.135452664,0.285079844,5.294542023,0.379879643,4.231405222,151.7663718,18.06586806,39.94443357,4.727930067,18.62429824,3.768586558,0.741790896,3.498773008,0.443699422,2.227426062,0.383898873,0.947174233,0.69918202,0.176876775,15.80249975,7.213676474
F1_5_7,21.32368216,0.624970695,225.1979531,6954.241254,3750.454657,31048.85389,3.031984817,254.2353181,23.1983978,20.49343761,446.6929082,17150.62859,7.375266492,22.30826893,18.40344588,39.89539592,4.816806093,1.158936772,5.149134793,25.37065557,49.44147553,7.923743159,4.281597323,1.015471982,0.137506267,0.217540754,4.657613404,0.350521015,3.351931839,148.5405569,15.20220433,33.56355317,4.055278258,15.58331589,3.17843825,0.640953533,2.915109898,0.38918134,1.819720414,0.333073653,0.792858922,0.588452525,0.198350753,12.18683363,5.897745687
F1_5_8,25.58462383,0.661043638,259.4268918,8473.055278,4435.933285,37983.27062,3.576508559,305.5806528,26.69245543,23.20950578,515.1003204,20003.9049,8.577666568,25.92983313,20.80056548,56.55245445,5.523368139,1.332326922,6.15613546,29.66730406,61.38754209,9.177506905,4.431537326,0.826013208,0.106217501,0.231516511,5.358727839,0.350385076,3.850572975,157.5380865,18.11829247,39.45693974,4.712480899,18.38368181,3.684470329,0.708722126,3.3112279,0.415144706,2.087896828,0.358182099,0.888422755,0.655973312,0.148948333,14.41811511,7.242883035
F1_5_9,18.32817782,0.492818296,176.989319,5779.503909,3406.144392,23544.86556,2.607910357,198.2897251,19.85630307,17.28576827,351.7860301,14688.5089,6.440231102,19.12963161,14.06537126,32.90404585,4.196408775,0.922875424,4.246400657,22.45679347,40.82629354,6.467618683,2.65292334,0.32739402,0.001985626,0.177289349,3.4916403,0.200946659,2.876873861,128.9333502,11.69981305,25.97237098,3.105184168,12.16414289,2.432845643,0.490559323,2.274318988,0.287650239,1.448213155,0.247520426,0.621206231,0.459309324,0.08451016,10.28468121,4.465598073
F1_5_10,22.1523763,0.772012709,251.6631996,7434.471543,3979.19222,37042.10169,3.398759913,259.6014817,25.19066786,23.88025361,440.0820683,17563.10088,7.610442277,24.03064846,22.55553856,46.73505337,5.288404245,1.160117055,4.807835737,26.54614065,53.36057298,9.108450132,4.254374084,0.576517618,0.001985626,0.24634835,5.426573246,0.260639273,3.387022351,140.7140493,17.05607437,37.04928571,4.44280162,17.23536598,3.473406505,0.691287207,3.180516094,0.397082259,2.026662291,0.348561809,0.861016062,0.631955296,0.140669693,12.31100282,6.212919672
