SampleN,DI,GDD0,GDD5,GP,MI,MTCO,MTWA,Tmax,Tmin
C1_2_14,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069
C1_2_15,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069
C1_3_1,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_2,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_3,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_4,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_5,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_6,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_7,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_8,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_9,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_10,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_11,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_12,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_13,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_14,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C1_3_15,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008
C3_1_1,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_2,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_3,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_4,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_5,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_6,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_7,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_8,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_9,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_10,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_11,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_12,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_13,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_14,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_1_15,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092
C3_2_1,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_2,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_3,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_4,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_5,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_6,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_7,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_8,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_9,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_10,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_11,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_12,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_13,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_14,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_2_15,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25
C3_3_1,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
C3_3_2,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
C3_3_3,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
C3_3_4,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
C3_3_5,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
C3_3_6,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
C3_3_7,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
C3_3_8,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
C3_3_9,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
C3_3_10,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
C3_3_12,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
C3_3_13,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
C3_3_14,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
C3_3_15,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023
D1_1_1,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084
D1_1_8,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084
D1_1_9,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084
D1_1_11,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084
D2_1_1,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_2,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_3,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_4,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_5,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_6,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_7,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_8,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_9,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_10,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_11,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_12,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_13,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_14,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_1_15,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_1,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_2,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_3,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_4,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_5,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_6,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_7,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_8,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_9,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_10,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_11,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_12,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_13,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_15,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_3_1,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_2,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_3,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_5,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_6,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_7,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_8,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_9,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_10,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_11,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_12,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_13,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_14,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_15,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
E6_1_5,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_6,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_7,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_8,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_9,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_10,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_11,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_12,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_13,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_14,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_15,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_2_5,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_6,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_7,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_8,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_9,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_10,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_11,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_12,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_13,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_14,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_15,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_16,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E7_1_5,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_6,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_7,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_8,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_9,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_10,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_11,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_12,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_13,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_14,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_15,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E8_1_5,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_6,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_7,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_8,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_9,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_10,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_11,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_12,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_13,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_14,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_15,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
F1_1_6,0.358521998,5976.700195,4151.700195,821.4000244,0.503602028,5.599999905,25.70000076,37.65999985,-4.809999943
F1_1_7,0.358521998,5976.700195,4151.700195,821.4000244,0.503602028,5.599999905,25.70000076,37.65999985,-4.809999943
F1_1_8,0.358521998,5976.700195,4151.700195,821.4000244,0.503602028,5.599999905,25.70000076,37.65999985,-4.809999943
F1_1_9,0.358521998,5976.700195,4151.700195,821.4000244,0.503602028,5.599999905,25.70000076,37.65999985,-4.809999943
F1_1_10,0.358521998,5976.700195,4151.700195,821.4000244,0.503602028,5.599999905,25.70000076,37.65999985,-4.809999943
F1_1_11,0.358521998,5976.700195,4151.700195,821.4000244,0.503602028,5.599999905,25.70000076,37.65999985,-4.809999943
F1_1_12,0.358521998,5976.700195,4151.700195,821.4000244,0.503602028,5.599999905,25.70000076,37.65999985,-4.809999943
F1_1_13,0.358521998,5976.700195,4151.700195,821.4000244,0.503602028,5.599999905,25.70000076,37.65999985,-4.809999943
F1_1_14,0.358521998,5976.700195,4151.700195,821.4000244,0.503602028,5.599999905,25.70000076,37.65999985,-4.809999943
F1_1_15,0.358521998,5976.700195,4151.700195,821.4000244,0.503602028,5.599999905,25.70000076,37.65999985,-4.809999943
F1_2_5,0.353727996,5432.399902,3614.100098,774.5,0.508509994,4.300000191,24.0,35.61000061,-6.510000229
F1_2_6,0.353727996,5432.399902,3614.100098,774.5,0.508509994,4.300000191,24.0,35.61000061,-6.510000229
F1_2_7,0.353727996,5432.399902,3614.100098,774.5,0.508509994,4.300000191,24.0,35.61000061,-6.510000229
F1_2_8,0.353727996,5432.399902,3614.100098,774.5,0.508509994,4.300000191,24.0,35.61000061,-6.510000229
F1_2_9,0.353727996,5432.399902,3614.100098,774.5,0.508509994,4.300000191,24.0,35.61000061,-6.510000229
F1_2_10,0.353727996,5432.399902,3614.100098,774.5,0.508509994,4.300000191,24.0,35.61000061,-6.510000229
F1_2_11,0.353727996,5432.399902,3614.100098,774.5,0.508509994,4.300000191,24.0,35.61000061,-6.510000229
F1_2_12,0.353727996,5432.399902,3614.100098,774.5,0.508509994,4.300000191,24.0,35.61000061,-6.510000229
F1_2_13,0.353727996,5432.399902,3614.100098,774.5,0.508509994,4.300000191,24.0,35.61000061,-6.510000229
F1_2_14,0.353727996,5432.399902,3614.100098,774.5,0.508509994,4.300000191,24.0,35.61000061,-6.510000229
F1_2_15,0.353727996,5432.399902,3614.100098,774.5,0.508509994,4.300000191,24.0,35.61000061,-6.510000229
F1_3_5,0.355518997,5586.100098,3762.300049,792.2999878,0.506640017,4.699999809,24.5,36.15999985,-6.0
F1_3_6,0.355518997,5586.100098,3762.300049,792.2999878,0.506640017,4.699999809,24.5,36.15999985,-6.0
F1_3_8,0.355518997,5586.100098,3762.300049,792.2999878,0.506640017,4.699999809,24.5,36.15999985,-6.0
F1_3_9,0.355518997,5586.100098,3762.300049,792.2999878,0.506640017,4.699999809,24.5,36.15999985,-6.0
F1_3_10,0.355518997,5586.100098,3762.300049,792.2999878,0.506640017,4.699999809,24.5,36.15999985,-6.0
F1_3_11,0.355518997,5586.100098,3762.300049,792.2999878,0.506640017,4.699999809,24.5,36.15999985,-6.0
F1_3_12,0.355518997,5586.100098,3762.300049,792.2999878,0.506640017,4.699999809,24.5,36.15999985,-6.0
F1_3_13,0.355518997,5586.100098,3762.300049,792.2999878,0.506640017,4.699999809,24.5,36.15999985,-6.0
F1_3_15,0.355518997,5586.100098,3762.300049,792.2999878,0.506640017,4.699999809,24.5,36.15999985,-6.0
F1_4_5,0.357864976,5443.700195,3624.699951,773.0,0.503970981,4.400000095,24.10000038,35.47999954,-6.449999809
F1_4_6,0.357864976,5443.700195,3624.699951,773.0,0.503970981,4.400000095,24.10000038,35.47999954,-6.449999809
F1_4_7,0.357864976,5443.700195,3624.699951,773.0,0.503970981,4.400000095,24.10000038,35.47999954,-6.449999809
F1_4_8,0.357864976,5443.700195,3624.699951,773.0,0.503970981,4.400000095,24.10000038,35.47999954,-6.449999809
F1_4_9,0.357864976,5443.700195,3624.699951,773.0,0.503970981,4.400000095,24.10000038,35.47999954,-6.449999809
F1_4_10,0.357864976,5443.700195,3624.699951,773.0,0.503970981,4.400000095,24.10000038,35.47999954,-6.449999809
F1_4_11,0.357864976,5443.700195,3624.699951,773.0,0.503970981,4.400000095,24.10000038,35.47999954,-6.449999809
F1_4_12,0.357864976,5443.700195,3624.699951,773.0,0.503970981,4.400000095,24.10000038,35.47999954,-6.449999809
F1_4_13,0.357864976,5443.700195,3624.699951,773.0,0.503970981,4.400000095,24.10000038,35.47999954,-6.449999809
F1_4_14,0.357864976,5443.700195,3624.699951,773.0,0.503970981,4.400000095,24.10000038,35.47999954,-6.449999809
F1_4_15,0.357864976,5443.700195,3624.699951,773.0,0.503970981,4.400000095,24.10000038,35.47999954,-6.449999809
F1_5_5,0.355211973,5433.0,3614.399902,774.0999756,0.507842004,4.300000191,24.0,35.52000046,-6.429999828
F1_5_6,0.355211973,5433.0,3614.399902,774.0999756,0.507842004,4.300000191,24.0,35.52000046,-6.429999828
F1_5_7,0.355211973,5433.0,3614.399902,774.0999756,0.507842004,4.300000191,24.0,35.52000046,-6.429999828
F1_5_8,0.355211973,5433.0,3614.399902,774.0999756,0.507842004,4.300000191,24.0,35.52000046,-6.429999828
F1_5_9,0.355211973,5433.0,3614.399902,774.0999756,0.507842004,4.300000191,24.0,35.52000046,-6.429999828
F1_5_10,0.355211973,5433.0,3614.399902,774.0999756,0.507842004,4.300000191,24.0,35.52000046,-6.429999828
F1_5_11,0.355211973,5433.0,3614.399902,774.0999756,0.507842004,4.300000191,24.0,35.52000046,-6.429999828
F1_5_12,0.355211973,5433.0,3614.399902,774.0999756,0.507842004,4.300000191,24.0,35.52000046,-6.429999828
F1_5_13,0.355211973,5433.0,3614.399902,774.0999756,0.507842004,4.300000191,24.0,35.52000046,-6.429999828
F1_5_14,0.355211973,5433.0,3614.399902,774.0999756,0.507842004,4.300000191,24.0,35.52000046,-6.429999828
F1_5_15,0.355211973,5433.0,3614.399902,774.0999756,0.507842004,4.300000191,24.0,35.52000046,-6.429999828
F4_1_5,0.135254979,5559.5,3736.5,816.4000244,0.686496019,4.599999905,24.89999962,38.84999847,-6.070000172
F4_1_6,0.135254979,5559.5,3736.5,816.4000244,0.686496019,4.599999905,24.89999962,38.84999847,-6.070000172
F4_1_7,0.135254979,5559.5,3736.5,816.4000244,0.686496019,4.599999905,24.89999962,38.84999847,-6.070000172
F4_1_8,0.135254979,5559.5,3736.5,816.4000244,0.686496019,4.599999905,24.89999962,38.84999847,-6.070000172
F4_1_9,0.135254979,5559.5,3736.5,816.4000244,0.686496019,4.599999905,24.89999962,38.84999847,-6.070000172
F4_1_10,0.135254979,5559.5,3736.5,816.4000244,0.686496019,4.599999905,24.89999962,38.84999847,-6.070000172
F4_1_11,0.135254979,5559.5,3736.5,816.4000244,0.686496019,4.599999905,24.89999962,38.84999847,-6.070000172
F4_1_12,0.135254979,5559.5,3736.5,816.4000244,0.686496019,4.599999905,24.89999962,38.84999847,-6.070000172
F4_1_13,0.135254979,5559.5,3736.5,816.4000244,0.686496019,4.599999905,24.89999962,38.84999847,-6.070000172
F4_1_14,0.135254979,5559.5,3736.5,816.4000244,0.686496019,4.599999905,24.89999962,38.84999847,-6.070000172
F4_1_15,0.135254979,5559.5,3736.5,816.4000244,0.686496019,4.599999905,24.89999962,38.84999847,-6.070000172
F4_2_1,0.139900029,5472.799805,3652.899902,809.2999878,0.682802022,4.400000095,24.70000076,38.45999908,-6.25
F4_2_5,0.139900029,5472.799805,3652.899902,809.2999878,0.682802022,4.400000095,24.70000076,38.45999908,-6.25
F4_2_6,0.139900029,5472.799805,3652.899902,809.2999878,0.682802022,4.400000095,24.70000076,38.45999908,-6.25
F4_2_7,0.139900029,5472.799805,3652.899902,809.2999878,0.682802022,4.400000095,24.70000076,38.45999908,-6.25
F4_2_8,0.139900029,5472.799805,3652.899902,809.2999878,0.682802022,4.400000095,24.70000076,38.45999908,-6.25
F4_2_9,0.139900029,5472.799805,3652.899902,809.2999878,0.682802022,4.400000095,24.70000076,38.45999908,-6.25
F4_2_10,0.139900029,5472.799805,3652.899902,809.2999878,0.682802022,4.400000095,24.70000076,38.45999908,-6.25
F4_2_11,0.139900029,5472.799805,3652.899902,809.2999878,0.682802022,4.400000095,24.70000076,38.45999908,-6.25
F4_2_12,0.139900029,5472.799805,3652.899902,809.2999878,0.682802022,4.400000095,24.70000076,38.45999908,-6.25
F4_2_13,0.139900029,5472.799805,3652.899902,809.2999878,0.682802022,4.400000095,24.70000076,38.45999908,-6.25
F4_2_14,0.139900029,5472.799805,3652.899902,809.2999878,0.682802022,4.400000095,24.70000076,38.45999908,-6.25
F4_2_15,0.139900029,5472.799805,3652.899902,809.2999878,0.682802022,4.400000095,24.70000076,38.45999908,-6.25
Z1_1_5,0.238099992,5417.100098,3795.699951,869.2000122,0.605356991,0.699999988,27.39999962,40.61999893,-17.62000084
Z1_1_6,0.238099992,5417.100098,3795.699951,869.2000122,0.605356991,0.699999988,27.39999962,40.61999893,-17.62000084
