SampleN,DI,GDD0,GDD5,GP,MI,MTCO,MTWA,Tmax,Tmin,SumTS
B3_2_10,0.460069001,4831.0,3452.199951,846.0999756,0.425594002,-3.299999952,26.79999924,41.77999878,-21.36000061,3.57391581
B3_2_11,0.460069001,4831.0,3452.199951,846.0999756,0.425594002,-3.299999952,26.79999924,41.77999878,-21.36000061,4.69591199
B3_2_13,0.460069001,4831.0,3452.199951,846.0999756,0.425594002,-3.299999952,26.79999924,41.77999878,-21.36000061,3.39249889
B3_2_14,0.460069001,4831.0,3452.199951,846.0999756,0.425594002,-3.299999952,26.79999924,41.77999878,-21.36000061,4.46871695
B3_2_15,0.460069001,4831.0,3452.199951,846.0999756,0.425594002,-3.299999952,26.79999924,41.77999878,-21.36000061,7.89368061
B3_3_5,0.464663982,4849.399902,3467.399902,851.2999878,0.42187199,-3.200000048,26.89999962,41.86999893,-21.47999954,0.69650165
B3_3_6,0.464663982,4849.399902,3467.399902,851.2999878,0.42187199,-3.200000048,26.89999962,41.86999893,-21.47999954,1.17551942
B3_3_7,0.464663982,4849.399902,3467.399902,851.2999878,0.42187199,-3.200000048,26.89999962,41.86999893,-21.47999954,2.51494815
B3_3_8,0.464663982,4849.399902,3467.399902,851.2999878,0.42187199,-3.200000048,26.89999962,41.86999893,-21.47999954,0.45407133
B3_3_9,0.464663982,4849.399902,3467.399902,851.2999878,0.42187199,-3.200000048,26.89999962,41.86999893,-21.47999954,0.8273304
B3_3_10,0.464663982,4849.399902,3467.399902,851.2999878,0.42187199,-3.200000048,26.89999962,41.86999893,-21.47999954,0.86805331
B3_3_11,0.464663982,4849.399902,3467.399902,851.2999878,0.42187199,-3.200000048,26.89999962,41.86999893,-21.47999954,1.13340464
B3_3_13,0.464663982,4849.399902,3467.399902,851.2999878,0.42187199,-3.200000048,26.89999962,41.86999893,-21.47999954,0.51373908
B3_3_14,0.464663982,4849.399902,3467.399902,851.2999878,0.42187199,-3.200000048,26.89999962,41.86999893,-21.47999954,0.69984957
B3_3_15,0.464663982,4849.399902,3467.399902,851.2999878,0.42187199,-3.200000048,26.89999962,41.86999893,-21.47999954,0.23996605
C1_1_1,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,9.28917591
C1_1_2,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,18.1656021
C1_1_3,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,13.3148562
C1_1_4,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,5.48009605
C1_1_5,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,14.2906471
C1_1_6,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,6.55533934
C1_1_7,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,7.73165642
C1_1_8,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,3.16567685
C1_1_9,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,3.88428563
C1_1_10,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,9.92776122
C1_1_11,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,15.1166877
C1_1_12,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,11.6129034
C1_1_13,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,8.44888142
C1_1_14,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,5.17560108
C1_1_15,0.221087992,5207.799805,3608.600098,835.4000244,0.619014978,0.5,26.29999924,40.04000092,-17.97999954,9.26339787
C1_2_1,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,10.7044857
C1_2_2,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,6.13841237
C1_2_3,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,3.73709508
C1_2_4,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,5.51472793
C1_2_5,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,3.46969329
C1_2_6,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,1.32017311
C1_2_7,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,8.9922877
C1_2_8,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,4.31284145
C1_2_9,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,7.39142619
C1_2_10,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,4.46507626
C1_2_11,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,5.66848097
C1_2_12,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,3.20702526
C1_2_13,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,10.3059194
C1_2_14,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,0.56000093
C1_2_15,0.121887982,4979.0,3423.0,821.5999756,0.697808981,0.100000001,25.60000038,39.22999954,-18.78000069,5.18236306
C1_3_1,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,0.29673571
C1_3_2,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,1.84663183
C1_3_3,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,0.93398731
C1_3_4,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,0.59626432
C1_3_5,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,0.41726575
C1_3_6,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,0.59047946
C1_3_7,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,1.71318651
C1_3_8,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,0.50795346
C1_3_9,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,6.03187482
C1_3_10,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,0.62284484
C1_3_11,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,1.38036505
C1_3_12,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,2.23891639
C1_3_13,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,2.61995987
C1_3_14,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,1.51622875
C1_3_15,0.160263002,5353.0,3718.800049,854.4000244,0.66732198,0.899999976,26.79999924,40.56999969,-17.42000008,1.5520063
C2_1_1,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,2.38389827
C2_1_2,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,0.68918522
C2_1_3,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,6.1817862
C2_1_4,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,3.38751591
C2_1_5,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,1.44121211
C2_1_6,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,1.8547526
C2_1_7,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,3.44259623
C2_1_8,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,2.03475667
C2_1_9,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,1.94103142
C2_1_10,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,3.57848379
C2_1_11,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,0.85772091
C2_1_12,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,1.60478838
C2_1_13,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,1.32266646
C2_1_14,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,1.60005689
C2_1_15,0.31208998,5388.100098,3757.399902,862.7999878,0.546810985,0.899999976,27.0,41.0,-17.59000015,2.44242539
C2_2_1,0.320591986,5411.200195,3775.100098,865.5,0.54005003,0.899999976,27.0,41.09000015,-17.36000061,4.94815433
C2_2_2,0.320591986,5411.200195,3775.100098,865.5,0.54005003,0.899999976,27.0,41.09000015,-17.36000061,7.99257962
C2_2_3,0.320591986,5411.200195,3775.100098,865.5,0.54005003,0.899999976,27.0,41.09000015,-17.36000061,2.41763553
C2_2_4,0.320591986,5411.200195,3775.100098,865.5,0.54005003,0.899999976,27.0,41.09000015,-17.36000061,2.77650221
C2_2_5,0.320591986,5411.200195,3775.100098,865.5,0.54005003,0.899999976,27.0,41.09000015,-17.36000061,6.96729446
C2_2_6,0.320591986,5411.200195,3775.100098,865.5,0.54005003,0.899999976,27.0,41.09000015,-17.36000061,3.53108632
C2_2_7,0.320591986,5411.200195,3775.100098,865.5,0.54005003,0.899999976,27.0,41.09000015,-17.36000061,6.8556172
C2_2_8,0.320591986,5411.200195,3775.100098,865.5,0.54005003,0.899999976,27.0,41.09000015,-17.36000061,9.29138855
C2_2_10,0.320591986,5411.200195,3775.100098,865.5,0.54005003,0.899999976,27.0,41.09000015,-17.36000061,7.95873383
C2_2_11,0.320591986,5411.200195,3775.100098,865.5,0.54005003,0.899999976,27.0,41.09000015,-17.36000061,6.35992176
C2_2_12,0.320591986,5411.200195,3775.100098,865.5,0.54005003,0.899999976,27.0,41.09000015,-17.36000061,4.15025084
C2_2_14,0.320591986,5411.200195,3775.100098,865.5,0.54005003,0.899999976,27.0,41.09000015,-17.36000061,4.00473282
C2_2_15,0.320591986,5411.200195,3775.100098,865.5,0.54005003,0.899999976,27.0,41.09000015,-17.36000061,7.41239649
C2_3_1,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,1.85412971
C2_3_2,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,1.62396768
C2_3_3,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,1.96391958
C2_3_4,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,2.18015866
C2_3_5,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,1.94962146
C2_3_6,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,2.63312128
C2_3_7,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,2.06513137
C2_3_8,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,1.6003764
C2_3_9,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,2.31284372
C2_3_10,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,2.57820055
C2_3_11,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,2.89358939
C2_3_12,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,4.70722714
C2_3_13,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,1.98731377
C2_3_14,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,2.47281571
C2_3_15,0.324495971,5355.600098,3733.399902,859.7000122,0.536948979,0.699999988,26.89999962,40.90000153,-17.82999992,2.02644209
C3_1_1,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,0.75690167
C3_1_2,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,2.26219127
C3_1_3,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,2.77016987
C3_1_4,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,3.36959591
C3_1_5,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,4.03425261
C3_1_6,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,4.93372907
C3_1_7,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,4.61698535
C3_1_8,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,2.31304111
C3_1_9,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,1.26271653
C3_1_10,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,2.15336363
C3_1_11,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,5.32812908
C3_1_12,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,2.15011473
C3_1_13,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,2.8191988
C3_1_14,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,1.70121196
C3_1_15,0.394819021,4678.100098,3212.399902,818.9000244,0.480762988,-1.0,25.10000038,39.79000092,-17.29000092,2.17286812
C3_2_1,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,1.52207055
C3_2_2,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,1.25912625
C3_2_3,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,8.03108721
C3_2_4,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,2.23672063
C3_2_5,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,2.73053043
C3_2_6,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,7.26687573
C3_2_7,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,5.63871692
C3_2_8,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,1.95857049
C3_2_9,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,6.05822439
C3_2_10,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,7.5636624
C3_2_11,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,7.10651794
C3_2_12,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,1.72277832
C3_2_13,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,2.29496137
C3_2_14,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,7.19838632
C3_2_15,0.394658029,4691.700195,3222.600098,819.2999878,0.480892003,-0.899999976,25.10000038,39.84000015,-17.25,1.91185046
C3_3_1,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,3.34782893
C3_3_2,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,5.08807029
C3_3_3,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,1.65727255
C3_3_4,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,11.3495064
C3_3_5,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,9.12385778
C3_3_6,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,3.33441405
C3_3_7,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,1.40825369
C3_3_8,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,8.02947917
C3_3_9,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,3.4909486
C3_3_10,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,11.6099775
C3_3_12,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,8.33619249
C3_3_13,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,5.14429551
C3_3_14,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,12.1021853
C3_3_15,0.435248017,4650.700195,3205.0,818.9000244,0.448614001,-1.399999976,25.20000076,39.65000153,-17.01000023,6.80823859
D1_1_1,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084,3.09074293
D1_1_2,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084,3.4245826
D1_1_3,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084,6.45916733
D1_1_4,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084,2.52562148
D1_1_5,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084,2.59008023
D1_1_6,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084,3.2900164
D1_1_7,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084,1.18214422
D1_1_8,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084,1.52138023
D1_1_9,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084,2.72126498
D1_1_10,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084,4.57951982
D1_1_11,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084,3.12807097
D1_1_12,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084,2.33516884
D1_1_14,0.417946994,4527.600098,3108.5,811.5999756,0.462357014,-1.899999976,24.89999962,39.00999832,-17.87000084,2.15060592
D2_1_1,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,0.65341443
D2_1_2,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,0.60383613
D2_1_3,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,0.47987713
D2_1_4,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,0.66220949
D2_1_5,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,0.44207692
D2_1_6,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,1.80361269
D2_1_7,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,1.57654778
D2_1_8,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,0.80089519
D2_1_9,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,0.65425885
D2_1_10,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,0.85140201
D2_1_11,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,1.72878365
D2_1_12,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,2.24601036
D2_1_13,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,1.67423555
D2_1_14,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,2.75630899
D2_1_15,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,2.49807364
D2_2_1,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,1.4200936
D2_2_2,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,1.5323692
D2_2_3,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,1.50317172
D2_2_4,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,1.47309498
D2_2_5,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,2.45955994
D2_2_6,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,2.92013651
D2_2_7,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,1.18911426
D2_2_8,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,1.30773091
D2_2_9,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,0.88994066
D2_2_10,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,2.50306224
D2_2_11,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,1.56808546
D2_2_12,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,3.32594368
D2_2_13,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,3.01611147
D2_2_15,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053,1.69486375
D2_3_1,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,2.08147617
D2_3_2,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,1.07558705
D2_3_3,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,1.55189725
D2_3_5,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,1.32805053
D2_3_6,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,2.54088759
D2_3_7,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,2.06873179
D2_3_8,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,3.15215381
D2_3_9,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,3.14769871
D2_3_10,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,2.69951074
D2_3_11,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,2.09414755
D2_3_12,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,2.58460343
D2_3_13,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,3.27699339
D2_3_14,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,1.6355821
D2_3_15,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939,5.45810878
D3_1_1,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,1.43685992
D3_1_2,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,1.62929226
D3_1_3,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,2.91605212
D3_1_4,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,5.30445715
D3_1_5,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,2.585736
D3_1_6,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,1.54121891
