SampleN,DI,GDD0,GDD5,GP,MI,MTCO,MTWA,Tmax,Tmin,SumTS
D3_1_7,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,1.82880064
D3_1_8,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,2.99636237
D3_1_10,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,2.28637726
D3_1_11,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,1.3300767
D3_1_12,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,1.56524699
D3_1_13,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,1.17542882
D3_1_14,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,2.61787657
D3_1_15,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031,2.85551429
D4_1_1,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092,2.75678141
D4_1_2,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092,1.33712878
D4_1_3,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092,0.98381214
D4_1_5,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092,0.90687228
D4_1_6,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092,1.35801261
D4_1_7,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092,1.15114423
D4_1_8,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092,1.87561201
D4_1_9,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092,1.17644645
D4_1_10,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092,2.21556408
D4_1_12,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092,1.08396668
D4_1_13,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092,1.58027404
D4_1_14,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092,0.91136081
D4_1_15,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092,0.78265525
D5_1_1,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,8.19560365
D5_1_2,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,3.0191563
D5_1_3,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,4.93434492
D5_1_4,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,4.15276071
D5_1_5,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,4.0119959
D5_1_6,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,4.3347593
D5_1_7,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,4.52488857
D5_1_8,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,5.5733946
D5_1_9,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,3.71103333
D5_1_10,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,3.16642247
D5_1_11,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,1.07784389
D5_1_12,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,2.28595972
D5_1_14,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,1.55952839
D5_1_15,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076,6.69047406
D5_2_1,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977,2.74705745
D5_2_2,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977,9.9239627
D5_2_3,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977,6.81500013
D5_2_4,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977,5.27706666
D5_2_5,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977,4.01323753
D5_2_6,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977,7.81164254
D5_2_8,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977,3.25343155
D5_2_9,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977,7.53742623
D5_2_10,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977,3.86161792
D5_2_11,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977,8.07512872
D5_2_12,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977,9.41963296
D5_2_14,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977,5.73565318
D5_2_15,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977,11.4314107
D6_1_1,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,6.70535024
D6_1_2,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,3.06641411
D6_1_3,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,3.25015117
D6_1_4,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,3.41579536
D6_1_5,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,1.62641927
D6_1_6,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,7.1263649
D6_1_7,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,2.07730225
D6_1_8,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,3.01600937
D6_1_9,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,8.52748965
D6_1_10,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,3.07703019
D6_1_11,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,1.71295371
D6_1_12,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,2.47528879
D6_1_13,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,3.89301585
D6_1_14,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,1.62482696
D6_1_15,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015,3.45660386
E1_1_1,0.407477975,4387.5,2949.199951,758.4000244,0.470562994,-1.299999952,24.39999962,40.16999817,-20.19000053,1.07059443
E1_1_3,0.407477975,4387.5,2949.199951,758.4000244,0.470562994,-1.299999952,24.39999962,40.16999817,-20.19000053,5.86022787
E1_1_4,0.407477975,4387.5,2949.199951,758.4000244,0.470562994,-1.299999952,24.39999962,40.16999817,-20.19000053,5.03214112
E1_1_5,0.407477975,4387.5,2949.199951,758.4000244,0.470562994,-1.299999952,24.39999962,40.16999817,-20.19000053,2.30807107
E1_1_6,0.407477975,4387.5,2949.199951,758.4000244,0.470562994,-1.299999952,24.39999962,40.16999817,-20.19000053,2.02384006
E1_1_7,0.407477975,4387.5,2949.199951,758.4000244,0.470562994,-1.299999952,24.39999962,40.16999817,-20.19000053,10.2252121
E1_1_8,0.407477975,4387.5,2949.199951,758.4000244,0.470562994,-1.299999952,24.39999962,40.16999817,-20.19000053,3.69559448
E1_1_9,0.407477975,4387.5,2949.199951,758.4000244,0.470562994,-1.299999952,24.39999962,40.16999817,-20.19000053,3.13585735
E1_1_10,0.407477975,4387.5,2949.199951,758.4000244,0.470562994,-1.299999952,24.39999962,40.16999817,-20.19000053,1.68870064
E1_1_11,0.407477975,4387.5,2949.199951,758.4000244,0.470562994,-1.299999952,24.39999962,40.16999817,-20.19000053,2.03966979
E1_1_12,0.407477975,4387.5,2949.199951,758.4000244,0.470562994,-1.299999952,24.39999962,40.16999817,-20.19000053,2.79884659
E1_1_14,0.407477975,4387.5,2949.199951,758.4000244,0.470562994,-1.299999952,24.39999962,40.16999817,-20.19000053,11.424152
E1_1_15,0.407477975,4387.5,2949.199951,758.4000244,0.470562994,-1.299999952,24.39999962,40.16999817,-20.19000053,4.74767186
E1_2_1,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,1.15542421
E1_2_2,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,0.86616983
E1_2_3,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,1.39809808
E1_2_4,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,8.20584125
E1_2_5,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,1.10455522
E1_2_6,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,1.14393954
E1_2_7,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,1.69337159
E1_2_8,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,5.73956907
E1_2_9,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,2.84290919
E1_2_10,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,2.38185324
E1_2_11,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,1.70061617
E1_2_12,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,1.61072866
E1_2_13,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,4.66326434
E1_2_14,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,1.12318879
E1_2_15,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,2.63548827
E1_2_16,0.394532025,4203.5,2800.699951,741.0,0.480845004,-1.899999976,23.79999924,39.54999924,-20.92000008,2.2543148
E1_3_1,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,1.05125752
E1_3_2,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,2.95721996
E1_3_3,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,3.83958773
E1_3_4,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,4.64433095
E1_3_5,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,4.0350139
E1_3_6,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,1.81668113
E1_3_7,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,5.89870751
E1_3_8,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,2.60062611
E1_3_9,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,1.39874183
E1_3_10,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,1.68013707
E1_3_11,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,1.28263163
E1_3_12,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,0.66807115
E1_3_13,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,5.34901738
E1_3_14,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,0.71922247
E1_3_15,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,1.16800526
E1_3_6d,0.409892023,4333.299805,2907.399902,755.0,0.468647003,-1.5,24.20000076,40.08000183,-20.45000076,4.31359254
E2_1_1,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,7.38994552
E2_1_2,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,4.26503166
E2_1_3,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,4.76498164
E2_1_4,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,4.1639593
E2_1_5,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,1.11159356
E2_1_7,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,1.32375669
E2_1_8,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,0.51369813
E2_1_9,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,4.71523518
E2_1_10,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,4.20438344
E2_1_11,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,0.59229868
E2_1_12,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,1.65755708
E2_1_13,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,1.29837407
E2_1_14,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,1.60175865
E2_1_15,0.423134983,4411.700195,2979.699951,762.0,0.458139002,-1.399999976,24.60000038,40.18999863,-20.14999962,2.59010553
E2_2_1,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,0.81161576
E2_2_2,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,1.28070683
E2_2_3,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,0.4774581
E2_2_4,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,1.32292036
E2_2_5,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,2.09092202
E2_2_6,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,1.26774612
E2_2_7,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,2.73258433
E2_2_8,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,1.23709359
E2_2_9,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,1.29825364
E2_2_10,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,1.05268791
E2_2_11,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,1.09382854
E2_2_12,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,1.3743497
E2_2_13,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,0.60128121
E2_2_14,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,2.27542339
E2_2_15,0.422533989,4314.700195,2903.199951,752.5999756,0.458617985,-1.799999952,24.29999924,39.70999908,-20.46999931,0.30751923
E3_1_1,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,4.00362416
E3_1_2,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,1.50549623
E3_1_3,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,5.7519008
E3_1_4,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,1.38968652
E3_1_5,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,0.6920387
E3_1_6,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,4.42900562
E3_1_7,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,2.24238862
E3_1_8,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,4.13709612
E3_1_9,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,1.45303041
E3_1_10,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,3.04831955
E3_1_11,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,0.88716836
E3_1_12,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,1.8003643
E3_1_13,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,1.88565463
E3_1_14,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,0.39901409
E3_1_15,0.394439995,3820.600098,2508.399902,718.7000122,0.480915993,-3.599999905,22.60000038,37.0,-22.57999992,5.00402622
E3_2_1,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,1.9901615
E3_2_2,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,0.64213034
E3_2_3,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,0.83160815
E3_2_4,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,1.04412938
E3_2_5,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,1.16820574
E3_2_6,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,1.8362848
E3_2_7,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,4.3610527
E3_2_8,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,2.11031329
E3_2_9,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,3.10096413
E3_2_10,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,1.34289804
E3_2_11,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,0.87478055
E3_2_12,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,1.24667498
E3_2_13,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,1.4128532
E3_2_14,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,1.78021672
E3_2_15,0.382726014,3744.199951,2444.600098,711.0999756,0.490222991,-3.799999952,22.29999924,36.88999939,-23.03000069,1.34587289
E4_1_1,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,0.77961254
E4_1_2,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,0.70075456
E4_1_3,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,2.19838191
E4_1_4,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,1.9980857
E4_1_6,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,1.85866869
E4_1_7,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,1.19227289
E4_1_8,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,1.9076631
E4_1_9,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,0.89108498
E4_1_10,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,1.22036853
E4_1_11,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,1.7132571
E4_1_12,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,1.63599715
E4_1_13,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,0.63264821
E4_1_14,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,1.39577132
E4_1_15,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,2.22277218
E4_1_16,0.378167987,4252.700195,2868.0,801.0,0.493950993,-2.400000095,23.79999924,38.43999863,-20.32999992,0.76860386
E4_2_1,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,5.80382255
E4_2_2,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,15.6538095
E4_2_3,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,1.38006103
E4_2_4,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,1.40292726
E4_2_5,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,8.5226493
E4_2_6,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,3.62808599
E4_2_7,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,4.00244019
E4_2_8,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,3.83780196
E4_2_9,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,2.0471743
E4_2_10,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,3.33295367
E4_2_11,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,0.85418091
E4_2_12,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,2.50460064
E4_2_13,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,2.16205436
E4_2_14,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,2.32246065
E4_2_15,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046,3.18853951
E5_1_1,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954,3.25271243
E5_1_2,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954,7.04415637
E5_1_3,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954,4.24215058
E5_1_4,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954,2.70970801
E5_1_5,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954,11.2028313
E5_1_6,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954,2.24636839
E5_1_7,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954,9.36123363
E5_1_8,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954,4.48405712
E5_1_9,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954,4.47168245
E5_1_10,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954,1.72144927
